"SRR5687509.SUM44_normal","SRR5687510.SUM44_normal","SRR5687511.SUM44_normal"
0.873206577275329,0.806415315827132,0.780821502718947
0.040444,0,0.004564
0.018072,0,0
0.023931,0.003188,0.035357
0.052229,0.01351,0.015831
0.056714,0.030391,0.051097
0.084339,0.014963,0.191155
0.794461873638141,0.763367715988453,0.80383384886861
0,0,0.046411
0,0,0
1.09783585509153,1.02274406620629,1.03547530461471
0.380092,0.176684,0.254487
0.075374,0.297274,0.083164
0.011073,0,0
0.3952,0.187147,0.007285
0.116935,0.078761,0.141849
0.044397,0.075378,0.066619
0.083621,0,0.0319
0.276009,0.132974,0.237166
0,0,0
0,0.01992,0
0,0,0
0,0,0.017749
0.021767,0.010389,0.019795
0.090695,0.069545,0.086825
0.112578,0.046151,0.122266
0.204916,0.106086,0.168435
0.021845,0.010609,0.018728
0.0221373563276693,0.0280384681714431,0.0164667512046665
0.0277337905027933,0.0130035121042831,0.00569674115456238
0.022463,0.0194,0.028655
0.015492,0.036359,0.018425
0.0804014523002421,0.097948104842615,0.0929846011299435
0.031875,0,0.07559
0.023776,0,0.009477
0.0494210054081248,0.0421640718148661,0.0483447343730348
0.049741,0.102432,0.052216
0.243571,0.237285,0.170735
0,0,0
0.0058165318877551,0.0403003727678571,0.0313097831632653
1.46479469236868,1.67171709653122,1.66935782913776
50.3160550458275,53.4809768389033,49.1813418687212
0,0.001184,0
0.0670339285197511,0.0481765301692953,0.0603006395601215
0.006538,0.008529,0.036804
0.061241,0.025502,0.061634
0.10368,0.030193,0.033208
0.138368490974729,0.0635803176895307,0.183998238267148
0,0,0
0.025906593367763,0.0605319198151672,0.0309082468061973
0.028128,0.063573,0.053424
0.0645224122699387,0.0222532699386503,0.0534611521472393
0.811914,0.960315,1.120015
0.936156012202563,0.977255638381752,0.9799575468156
0.149067,0.180235,0.159387
0,0,0
0.002043,0.001963,0
0.008192,0.001751,0.010823
3.22017248037595,3.39278364780425,3.51940183966942
0,0,0.00468823063877897
0.035735,0.076418,0.095495
0.032624,0.014213,0.02423
0.124363,0.030646,0.029
0.068024,0.037307,0.031268
0.051382,0.016108,0.049059
0.026418,0,0.022273
0.851615390313975,0.927167021957726,0.912811311101991
1.00223551383052,1.10886834258626,0.998863066269182
0,0.00427819929140833,0
0.032552,0.046851,0.042039
0.003047,0,0
0.022289,0.035201,0.007215
4.96231432995567,4.88839618893815,4.94424779142917
6.00466526654741,0.800819660107335,6.08516710840787
0.801326343083788,0.935615494174517,0.935263284333168
0,0,0.024039
0.070462,0.043849,0.05772
0.059361,0.038441,0.05198
0.033516,0.11861,0.119537
0,0.052016,0
0,0,0.07131
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.055527
0,0,0.01931
0.025393,0,0.003535
4.52593346258555,4.47078989460076,4.16758476524715
0.008085,0.049604,0.014706
12.2592152542939,12.5132192913186,12.4076182488806
0.026196,0.026986,0.090056
8.68611753617132,8.41117853081745,8.69210324471141
0,0,0
0.020557,0,0.003025
0.0116483053892216,0,0.0213331368033164
0.045131,0.007688,0.020671
0.049354,0.042567,0.070205
0,0,0
0,0,0.027504
0,0.0152206801736614,0.00945716353111433
0,0,0
0,0.025759,0.040096
0.0752254633817077,0.0813484549443132,0.0764041174485319
4.36090837264066,4.26052056120798,4.20185815459285
0.0232315438708307,0.0232680798810283,0.0353269118334396
21.7781749445533,9.88753808910663,21.4612558563689
0.190214440336134,0.177311436414566,0.176342156302521
1.15827259444619,1.05380123878255,1.01088089064951
0.840238666977292,0.775197685173378,0.768828249742508
0.576795624541063,1.12077292676329,0.57523639884058
0.029772,0.009537,0
0,0.00217456049337929,0.00703567132232904
0,0,0
0.058061,0.093607,0.094031
0.0287266409605172,0.0242642119602863,0.0265406404987301
5.78491111543467,5.5428027506507,5.56596573112962
0.025058,0.006461,0.007688
0.0106796225673285,0.012403664242186,0.0165606950068803
0.02287,0.057242,0.046485
0.00294763941086846,0,0.00842471305231082
0.05413,0.057776,0.072191
0.14877,0.185566,0.108993
0.0342978085485307,0.00566788780053428,0.026643464826358
0.113886,0.071258,0.077118
0,0.024132,0
0.03506,0.066115,0.037339
0,0.12458,0.070651
0.022348,0.015852,0.02496
0.033048,0.013986,0.010864
0.066615,0.029786,0.051527
0,0.00963071897289586,0.0240283887303852
0.0168806238166418,0.0177306047583458,0.0171915007473842
0.009505,0,0
0,0,0
0.00302348497713912,0.00569611005878511,0.00798884879163945
0.113192,0.107768,0.11995
0.47444850913242,0.492808101217656,0.521830275494673
0.072227,0.106258,0.098768
0,0.075577,0
0.498289,0.487848,0.383825
4.480593,3.967889,3.191175
0,0,0
0.006002,0,0.003893
0.01301,0.003933,0.017538
0,0.006619,0.019859
0.897697581510154,0.81962454482217,0.852757034107483
0.148869,0.118366,0.129727
0.016676,0.021594,0.019225
0.439556370186136,0.529500455070603,0.463894933408216
0.014227,0.030851,0.029143
0.010982,0.021107,0.00749
0.049223,0.038213,0.050521
1.69505901469108,1.72628223586235,1.30428091446971
0,0.021393,0
0.001918,0.014596,0.010473
0.092939,0.100551,0.109373
0.005245,0,0.042175
0,0,0.010166
0.0171616910003862,0.0330879022788721,0.0285925307068366
0.013899,0,0
0.006924,0.022177,0
0.0251925880551302,0,0
0,0.012878,0.007441
0,0,0
0.0618199170124481,0,0
0.0115265333333333,0.0124091,0.0203947333333333
0.0316888980345601,0.0177857812953436,0.0357771154201293
0,0,0.010433
0.056781,0,0.013135
1.00949298270906,1.04706061132977,1.05418130097731
0.00928696862536559,0.00968958681201808,0.0350729306035629
0.0231300938371798,0.0189486725843267,0.0378918336292163
8.98229584408278,9.04607212075547,8.7017215435001
0.007142,0.006901,0.003265
0.00253640936595633,0,0
0,0,0
0.0114065157578789,0.013154012006003,0.0175876750875438
0,0.01162,0
0.034103,0.009601,0.021067
0.023772,0.012382,0.018376
0,0,0.02549
1.15246392446675,1.21482255357591,1.20132812003346
0.647657308403653,0.617587697953994,0.701923280892382
0,0,0
0.000773,0,0.000864
0,0,0
0,0.00258894017725259,0
0.021015,0,0.018918
0.0161583570460705,0,0.00379292615176152
0.0169873985254172,0.0347433546759798,0
0,0.011765,0
0.003311,0.019823,0.009151
0.00167476363636364,0,0
0.068308,0.042839,0.071297
0.006628,0.021985,0.011279
0.111459,0.112886,0.156302
0,0,0
3.40534231652606,2.81823788921588,2.94019731083644
10.8943945073054,11.1265469506587,10.3317901725749
0.005473,0,0
0.0213020370329305,0.0311026091584433,0.0253488856857745
0,0,0
0.009354,0,0
0,0.038901,0.00822
0,0.006817,0.020219
0.020171,0.01853,0.001739
0.050087,0.035419,0.046734
0.052252,0,0.034558
0.658288930066748,0.713989060679612,0.695134351334951
0,0,0
0.264091381424472,0.311383846073572,0.227300535481346
0.0276627023376623,0.0505988057142857,0.03506824
0,0,0
0,0,0
0.005332,0.045405,0.040025
0,0.034175,0
0,0,0
0.042364,0.021927,0.043156
0.35442,0.390915,0.42349
0.0035745858778626,0,0
0.012536,0.012781,0.014679
0.006513,0.008521,0
0,0,0.009061
0.717869857668619,0.741253746582545,0.695238258149316
0.00619487861271676,0.0054748598265896,0.00599304046242775
0.0046560931914313,0.479858430345204,0.0126221917041888
0.184701267594859,1.90506209531824,2.75895705270808
0,0.0076837535483871,0.0195750621935484
0,0,0
2.88186797392002,2.73905231924569,2.56428916985422
0.0137198458728999,0.00708105295836377,0
5.49962888544153,5.11137325894988,5.11080785428268
0.0114142052565707,0,0
1.71350942611355,2.10652909501051,2.12165746664118
0,0.032123,0
0.00431366723549488,0.00533429897610922,0.00627693276450512
23.8416274684753,25.4981094038201,24.7405003477011
0.169598469964664,0.0736924169611307,0.0772213554770318
0.033753,0,0.047714
0.006701,0.004581,0.001336
0.108917,0.060581,0.04193
0,0,0
0,0,0
95.7482187542049,100.535282272936,104.144661370031
0.110434,0.071105,0.075011
0,0,0
0.017204,0.018378,0
0.0603545940654634,0.0435701486693178,0.0556428421535638
7.17091816266964,6.98561818925451,7.47609942926194
0.211918,0.022766,0.063349
0,0,0
0,0,0.006444
0,0,0
0.204682,0.199986,0.222926
0.004058,0.029789,0.042061
0.0096729552238806,0.00158545472636816,0.00412633631840796
3.56358637853667,3.63480876157866,3.58347725310867
0.012715,0.017739,0.017083
0.019165,0.065637,0
5.5551472782523,5.73458622568988,5.44928959510513
0.058158364527879,0.0489926430372653,0.0805310140095265
0.0226757926484449,0.00826086333647503,0
0.148428455696203,0.126887696202532,0.130114936708861
0.07468,0.080376,0.060381
0.033657,0.039256,0.05416
0.041306,0.012693,0.024754
0.004707,0.00853,0.00549
0.055221,0.024823,0.056049
0.0195147481481481,0.0298026666666667,0.0302528592592593
0.027486,0.13069,0.088593
2.92114896259196,3.08957667287525,2.91035003912975
0.405123812108186,0.446077354916711,0.412348072093856
0.0392400957411687,0.0227399306701882,0.0340482007263123
0,0,0.0222507712944333
0,0,0.014958
0,0.006221,0.020747
2.86417098551935,3.00598282275132,3.01503555430242
5.52370088997079,11.0004543472898,5.75279662641999
4.38214222349727,4.46766554030055,4.36719065806011
0.050517,0.041068,0.062834
0.328705,0.349027,0.409573
0.0111185250431779,0.0184219309153713,0.0294591433506045
0.026896,0.013754,0.006302
0.004296,0,0.0117
0.0009660679326023,0.00281313506285103,0.000878065792992779
0.038453,0.016032,0.050818
0,0,0
2.33278511391108,0.558403936488424,3.49563623755378
0.0512468661119516,0.0232043453101362,0.0813296267019667
0.036365,0.151438,0.091494
0.037688140919367,0.0508992685972656,0.0594117949187211
0.013441,0,0.006437
0.062762,0.020353,0.043818
0,0.038697,0
0.026953,0.004347,0.026724
5.28517137558546,5.42700034792952,6.01008648338414
0.128972387033399,0.0946059888670596,0.0705273837590046
0.132013,0.112917,0.107589
0.024402,0.01273,0.060998
2.49609064157228,1.24622440173218,14.1404973617588
0.20625940509915,0.202703470254958,0.217481430594901
0.0151922667810422,0.0166882135963972,0.0141759922796483
0.007913,0.011852,0.015913
0.0802946616509028,0.152560148753224,0.0937342944969905
0.174832,0.090554,0.111946
7.74332392373585,7.89584510076835,7.83579728833974
15.7230076835482,17.4836107895948,16.2508989821977
0.437553,0.386972,0.404132
0.077438,0.088533,0.25619
0.455866,0.279532,0.250167
0.041537,0.031931,0.049358
3.83388750317735,2.07265244290391,3.85024047852879
0.130452,0.07314,0.078077
9.94089455215577,10.5363691168289,10.2543658331015
0.13633,0.197605,0.18698
0.180309,0.090071,0.089751
0.517183,0.529107,0.55429
0.086961,0.058421,0.031483
0.053646,0,0.042829
0.024282,0.009569,0.026334
0.718513102353585,0.733026354679803,0.61892098576902
0.020063,0.015483,0.014702
0.216772834361886,0.426893517896816,0.370207864231054
0.091434,0.045597,0.060464
0.062352,0.017653,0.062071
0,0,0
0.0267695695194768,0.0255502840489053,0.0389285754904748
0.022829,0.021939,0.01038
0.026158,0.037472,0.044575
0.482463,0.574274,0
8.48715641953816,9.01972052498647,8.79718125211979
0.251734,0.221545,0.250638
0.048627,0.014382,0.083657
0,0,0
2.35222677392251,2.70989714516882,2.32666405227945
0.228474,0.122133,0.214374
0,0,0.038603
0,0,0
0.010028,0,0.028184
0.012465,0.018748,0.015114
0.030144,0.010569,0
0.0666759171270718,0.0511279447513812,0.0446352067219153
0.0623839981378026,0.028426739292365,0.0549434296355414
6.03625836367508,6.32600004844033,5.85380685223038
0.0917199881422925,0.0716283972332016,0.0510652766798419
0.0597728496636975,0.0269657195055444,0.0502926658789311
0.0465026372136512,0.0339297875954496,0.0579399417173134
0.198207,0,0.144707
10.4966700455314,11.5661036476787,11.4535878019684
0.050322,0,0
0.031362,0.00847,0.019944
0.056325,0.051771,0.058549
0.019412,0.0207526353614586,0.0325012658469366
0.019979,0,0
0.3774506585209,0.368997582636656,0.359683363987138
0.578254,0.509731,0.640951
0.065717,0.027304,0.100556
13.0673557443082,13.6098867221249,12.614551206655
0.322745,0.386635,0.354407
0.0828232945736434,0.0652564663088849,0.0477836754124428
0.012277,0.080864,0.014342
0,0,0
0.0603807026040399,0.0487507096617182,0.0616079080068143
0.021798,0.003314,0.018874
0.146633699000967,0.100439618433774,0.19454000773445
0.058545,0.035614,0.092072
4.35023499688745,4.36867320343625,4.13916765500498
1.6232205446545,1.15946485267275,1.29501652232725
0.263535,0.287036,0.283091
0.047925,0.049126,0.110896
0.038673,0,0.051788
2.2696705073836,1.25499321331502,2.51881917122112
0.152146,0.128608,0.154423
0.771848,0.643656,0.839114
1.04157052880355,0.578242873855244,0.933902540620384
0.055790686695279,0,0.0385667381974249
0.0434394564220184,0.0225449762996942,0.0355364594801223
0.012132,0.019851,0.010711
0.019085,0.006666,0.006509
0.093761,0.072187,0.072843
0.241389,0.512147,0.17816
11.3685891780114,11.3255330527441,10.3338478088026
2.85242677733219,3.08719602525542,2.90998953809797
0.097003,0,0.011346
0.0294679300699301,0.0225813146853147,0.00567329370629371
0,0,0.023775
0.179990349966733,0.146151905522289,0.222609510312708
0,0,0
0.192583397720076,0.194142244775174,0.157083763141229
0.004835,0.048732,0.025436
0.039406,0.025227,0.063385
0,0,0
0.013749,0.009058,0
0.079117,0.016365,0.017837
6.81175048004561,7.26693984157424,7.37235180885249
0.101637,0.099144,0.099207
0.137776264534884,0.148207087936047,0.16771745494186
0.170277784439895,0.154603721848494,0.18045258730623
0,0,0.0245784
0.274202,0.250825,0.298185
0.282695,0.183292,0.2134
0.01012,0.006793,0.019984
0.010594,0.027366,0.032045
0.00983,0.175986,0.03014
0.202740243868255,0.11397922284513,0.121243114225648
0,0,0
0.0337253943641825,0.0184058274924903,0.0255070690888285
0.013735,0.006133,0.012491
0.620874412715517,0.986355751616379,0.255542780172414
2.21297170497362,2.88479577053504,2.83481911868877
12.4275958841134,12.936356860367,13.1176836921794
0.134146,0.046596,0.167556
0.0282798451639685,0.00898544707347447,0.012050602739726
0.021348,0.012071,0.020621
1.62839883194217,3.96176740684967,2.95802020944841
0.0693788358417921,0.0762995575778789,0.0916589527476374
0.143835,0.112824,0.122709
0.980912371118013,2.46247658596838,2.30284117899492
0.025528,0.074395,0.099252
0.09565,0.111734,0.147489
7.03010249084589,7.90054570189262,7.72754685585168
0.100617610027855,0.100624200557103,0.0689595320334262
0.014651,0.021757,0.052441
0.008217,0.006002,0.005931
0.0238083088235294,0.0233417647058824,0.136804580743618
0.064255,0,0.107183
0.086331,0.085195,0.059825
1.935467887797,1.68306243158107,1.90573916739584
0,0.002015,0
11.7621530338147,12.1934121179583,11.7945857422076
5.21139541022909,5.64179568282721,5.28719797904458
4.8465553410828,5.1386811183121,5.00482741926752
0.475896,0.41164,0.428196
1.52488175746195,2.30701416208737,1.51622402075509
0.013212,0.005125,0.004057
0,0,0
1.73168228805237,1.99610707275703,1.86672639019491
0.091929,0.091505,0.098995
4.42700913359137,4.58307742770252,4.376958879624
0.058235,0.046738,0.044526
0.148751,0.108127,0.153349
0.0213296341669008,0.0148147965720708,0.0293077617308233
1.09929396509292,1.11807979901222,1.09747559651766
0.035966,0.021384,0.046089
6.0951729515959,6.0970599658775,6.28051277350714
0,0,0
0.0907435324553151,0.0356672652869238,0.0554197275007839
1.21247219447249,1.21309614159515,1.09254821075215
0,0.058623,0.12227
0.318485,0.317842,0.310976
0.030381,0.034623,0.036226
0.0106355380999505,0.0144938639287481,0.0170386528946066
0.014862,0.02766,0
0.129338091540662,0.0905463261136085,0.195341107478545
2.51294410946143,2.44231640509461,2.48535333944687
0.156945265869141,0.139997228759766,0.228259170166016
1.80422364862224,1.38460358403361,1.67634489481141
8.39305530625253,9.2136316844395,8.95570118959935
0.020728,0.00996,0.047125
0.062474891248058,0.0350425789746245,0.0861493656136717
0.055364,0.028351,0.04342
0.0454135894826124,0.0523786204410517,0.0501556666666667
0.03794,0.012903,0.047481
148.825460420521,151.665067745941,157.433775230727
0.0187189512538743,0.00493955170470555,0
0.07198,0.034505,0.04607
0.01375,0.070374,0.102534
0.02936715,0.0348946678321678,0.0387324765734266
0.072998,0.153733,0.096675
0.265642,0.123427,0.221461
0.00413113455723542,0.00321996241900648,0.00626177710583153
4.38083472309266,4.51996633375967,4.582374686193
0,0.060155,0.074739
0.0491258181818182,0.0174548291122367,0.0641232482004799
0,0,0
0.98619738071066,1.01405183529539,1.1346519212658
0,0.009544,0.016353
0.016687,0.008444,0.014937
0.005433,0,0
0,0,0.014334
42.817165979729,46.8002543558069,44.0867441022511
0.031381,0,0.08119
0,0.021871,0.015471
6.06190635567046,6.79513048116833,7.54916629410943
0.020887,0.029227,0.037298
0.0359195743034056,0.0326470278637771,0.0306968105263158
11.9183969014178,12.5077125244794,11.545386602016
0.872136949069035,0.961338939100544,0.964993402119736
0.025068,0.027884,0.024505
0.257723647381546,0.214643370074813,0.0313388167082294
0.027411,0.044192,0.013584
0.0646491880239521,0.0538763104191617,0.106027847664671
19.6572651354903,21.7019182815513,19.9680423426898
0.625740055803048,0.738396239531067,0.742150678358734
7.06991158574156,7.88909009117241,7.57128337996182
8.08337469187891,9.07231689940828,8.2670042325701
0,0,0.005899
4.31449089338834,3.75343212658778,4.09945073900771
0.003989,0.003122,0.016569
0,0,0
3.87633946123657,4.52594266242038,4.0887340109374
1.56716566904449,1.76003499605782,1.76992105218697
0.997995,1.042924,0.073685396760022
0.103634,0.110429,0.111463
7.59729477665618,8.99406919762605,10.2877518074972
0.16720241191067,0.115565755405884,0.100201840482099
0.004495,0,0
0.0358206750572082,0.0343319679633867,0.0248769336384439
0.082949,0.071084,0.064638
0.220141,0.008048,0.092482
0.163778,0.129889,0.175721
3.565103270625,3.466569088125,3.354671019375
0.0550133721065488,0.0319802628824008,0.0633877892288007
0,0,0.011155
0,0,0.00781
0,0.046685,0.03833
0.12242,0.082591,0
0,0.056914,0
0,0,0
0,0,0
0.336318,0.412701,0.353931
0.097498,0.105745,0.073642
0.127641512956108,0.124894487043892,0.132241691168694
0.003964,0,0
4.03430106641679,3.65861686161919,3.53184549595202
0.192546607470049,0.181379027484144,0.198392053558844
0.433233299316283,0.479774516333249,0.452426838313497
0.0228534773023349,0.0122967393526405,0.00938097424591642
2.19016915157733,2.25177322698128,2.15020635598871
0.022691,0,0
0.004618,0.004438,0.016734
0.0112220927782498,0.0195334647408666,0.0178241692438403
0.025547,0,0
0,0,0
0.127671342581238,0.116731881361128,0.135143580472103
1.19090503338661,1.16173054102291,1.28661240294797
0.528204739806496,0.412109204561161,0.4031595691085
0.068505,0.139929,0.085431
0,0,0
0,0,0
0.080151,0.012497,0.107742
0,0.011746,0
13.720018059334,14.304907577577,14.4647201586964
3.78234292999702,4.19087229282097,3.98359298460927
0.629926564373012,0.652287783944417,0.69552997187343
0,0,0.026626
0.0225215643376541,0.0357069449889346,0.0255986786278849
0.036485,0.094461,0.077216
0.185335444051826,0.141910652532391,0.146273507656066
0,0.00279737833093984,0
5.34778204435648,6.27835983962647,5.69471622056435
0.0060559780876494,0,0.00790192729083665
1.51529931991849,1.81440563703515,1.73846812277127
2.21927929810434,2.44098906872405,2.36526797098985
0,0,0
0.0293072058212058,0.0278854563409563,0.0455550311850312
0,0.020784,0.053127
0,0,0
1.30777192654877,1.33401709824238,1.37214694087013
3.89110550098747,4.68496353918939,4.06972758287399
0.031515,0,0
0,0,0
0.060386,0.04593,0.057351
0.035514,0.005951,0.020247
0.106442,0.159393,0.090587
0.022690028277635,0.0274947232219366,0.0321114224507284
0.037564,0.012071,0.012956
0,0.100145,0.039976
0.404501,0.265955,0.32168
0.024817,0.015531,0.028061
0.011501,0.010758,0.015017
0,0,0.002967
0,0.002605,0.002465
0.003128,0.002088,0.000672
0.093737,0.107788,0.059298
10.017414186357,10.901049383719,10.3701495427254
6.83860168310335,7.41922463176686,6.85426954723536
0,0.070826,0
0.0304967213679137,0.0312487291714482,0.0367661577920588
0.0156419325060533,0.0511665208837772,0.0368172778450363
0.214672,0.063357,0.167393
0.035387,0.025226,0.009851
0,0,0
0.122576,0.116148,0.134394
2.54859275253519,2.47868339791131,2.45995590918723
0.188702,0.062804,0.070652
1.11033684949179,0.89475546207975,0.990003736512901
0.598379641996558,0.406799570854848,0.375034426563397
0,0,0
0.152534,0.229986,0.16707
3.18306879599057,3.19753604009434,3.02620417000786
0.901850753277041,1.02562373373542,0.894358753116204
0.118056,0.04857,0.113805
0.037343,0.044123,0.044635
0.008496,0,0.007687
0.0107246765799257,0.0024828918019957,0.0134014208569752
0.0270463173062339,0.0221012916729865,0.0226315941149704
0.015027,0,0
0.004507,0.019052,0.012745
0,0,0
0,0.005789,0.005478
0.001101,0.004064,0.002473
0.038694,0.062971,0.070417
16.2468762711864,16.7135416988701,16.4409801067797
0.703065,0.675712,0.723634
0.83234,0.487031,0.598172
0.371197275786101,0.287060459843781,0.359668411375926
0.06725,0.015922,0.035908
0,0.039337,0.067676
0.0465792372531683,0.048327032714412,0.0590709628647215
2.17771893254134,3.73199159571907,3.69234034582374
0.097482,0.03517,0.086723
0.015779,0,0.011847
0.007681,0.032317,0.039166
0.022829,0.016454,0.014208
2.19949794956784,2.21485485798113,2.16589901490762
0.436363194402799,0.449733789105447,0.328417807096452
0.106949,0.357185,0.583556
2.42443082554701,2.62752673625074,1.86224261028977
0.122165,0,0.18759
1.16365881503906,1.12092787089844,1.36154178808594
0.017019,0.018071,0.027979
0,0,0
8.58307471434287,8.7311968969794,8.87231853290658
0.092359,0.087857,0.307718
0.016233,0.011791,0.019944
0.042024,0.025809,0.015941
0.081024,0.056148,0.025448
8.87041500636874,9.44152095444732,8.52034402007772
0.615168136074117,0.721818481374252,0.739201287396255
0.184249,0.159359,0.057883
18.6473082097628,20.0704913616938,18.4329603985493
0,0,0.004919
0.147367,0.042982,0.090938
0.682685624871882,1.4178811103519,1.31195379569525
4.19181024505327,4.27909651141553,4.53744447031963
0.35637610779661,0.214115497627119,0.313308628474576
0.438578,0.571527,0.502395
0.029223,0.054299,0.035606
0.901645978987993,1.08060164236707,0.510050490566038
0.373849,0.298563,0.429579
3.61879537818182,5.62169912363636,5.24067592895105
0.081157,0,0
0.002064,0,0
0.024509,0.03253,0.079992
4.60659838043816,5.36070815229939,4.59258880636753
1.73725234300226,1.9817084003427,1.92187716920629
0,0,0
3.17676151670996,3.42798129852814,2.78366029991342
3.33863890816156,3.62226222188704,3.44449592525557
0.051933,0.029441,0.036622
0.081509,0.065186,0.042262
0.304888,0.159149,0.465765
1.598469,1.768669,1.828981
0.030682,0.03387,0.042997
5.20473438460413,4.90835169764379,5.12778285526123
0.21379,0.305137,0.381649
1.78918193748236,1.7296791275755,1.77044187186001
0,0.00236496688014639,0
0.044015,0.044267,0
2.97732013647587,3.23064756992144,2.90249434343434
1.404034920407,1.37667301882845,1.35221246995055
0,0,0.00366
2.52498527527748,2.80836849716667,2.69726689954573
0.019771,0.029125,0.008219
0,0,0
0,0,0
0,0,0
0.00738,0.000817,0.030278
3.92568146787257,3.56768974905508,3.90835571166307
0.00479655681818182,0.0202949204545455,0.0202482386363636
0,0,0.003203
62.5982696595095,62.5411804928259,63.2874718223262
1.69738050580677,2.03106798014991,1.46084359459682
1.00625479122444,1.02144275530676,0.950974328695315
0.250106,0.255311,0.204243
0,0.00262829685157421,0.00620360989505247
0.901702653609401,0.798414543741839,0.90970327308338
10.211203819879,9.33298134046761,8.96385210468768
2.2837140035893,1.87508000369806,2.32115429758538
0,0,0
0,0.007265,0.013749
0.027103,0.02161,0.033458
0.027975,0,0.07566
18.61133,20.110472,18.605473
0.123219,0.169987,0.123941
17.6561577313395,18.8321197569503,17.7182785490312
0.0998526114748987,0.119962924851886,0.0723745556594949
0.140968815567636,0.159397864649807,0.129916175372252
0.133556,0.094385,0.150066
0.0376125448348191,0.0564490949134767,0.0130472690089145
0.005752,0.015822,0.011675
0.015835,0,0.015059
0.001014,0,0
0.00598292099096083,0,0
0.423612805194805,0.492379694805195,0.430661279220779
0,0,0
0.193720106673618,0.238564527632951,0.339071167466111
0.004384,0,0.006302
0,0.005671,0.005367
0,0.027827,0.140895
0.137636,0.087437,0.113015
0.00362,0.002708,0
0.0862133528951487,0.102715891236307,0.108278935837246
0.080858,0.031394,0
0.0017699847715736,0.018874791515591,0.00907591370558376
0.033328,0.039813,0.065502
0.00250556895504253,0,0.00361433566221142
0.00290559444235824,0.00751370634622606,0.0319712624859181
0.0173182345773039,0.0249405559786748,0.0429447646610815
0.000326,8.2e-05,0.001077
0.057743,0.053093,0.047395
0,0.030646,0.172926
11.5832142609615,12.4578629065213,11.9141192104385
3.033714,3.15185,2.993028
0.095615,0.124158,0.178815
1.24435397302146,1.33842249499759,1.35576426302353
0.00049,0.00777,0.073528
0.032266,0,0
0,0.009731,0.005428
0.0341478651194853,0.0300773658088235,0.0248191559053309
0,0.012512,0.019304
0,0.134275,0.398643
0.532246601767505,0.543419988307274,0.512446974575119
0,0,0
0.059936,0.040003,0.076757
0.013191,0.05632,0.043332
0.025302,0,0
23.7969149156177,25.2004027874126,24.4856771078477
0.057204,0.037342,0.126725
0.573721393837409,0.540428283897988,0.632865147782514
1.32214034810127,1.40387576907776,1.44989040904159
0.668853,0.416375,0.600748
0.00157221482098251,0.0017538051623647,0
0.049097,0.052545,0.045041
0.041544,0.016596,0.045097
0.0176298803139307,0.0165957992151733,0.0238231443209069
0.014569,0.014001,0
0,0.006059,0.00413
0.764063,0.686029,0.582656
0.019188,0.006633,0.014575
0.003266,0.019792,0.032949
0,0,0
0.0215075404157044,0.00831741339491917,0
0.00132177022798391,0.00486789092534645,0.0111226964684846
0,0,0.007534
0.078867,0.067877,0.129838
0.011091,0.029171,0.015932
0,0,0
0.014292521167601,0.0119368956118307,0.00583574096269089
0.5069,0.404597,0.455243
0.0206282229719128,0.0273944610073749,0.0158486756629531
0.0631393729446936,0.0542801330343797,0.10134269058296
0.014096,0,0
0.041759,0,0.008412
1.05650714294022,1.2574133269365,1.1418487775064
0.027058,0.019012,0.036424
5.27942221187509,5.45796974415348,5.55592283839798
2.11775374964759,2.37653043595527,2.14021623089935
0,0,0.030119
0.0448380360475968,0.0307586193420439,0.0550105746616892
0.053772,0.068426,0.060096
0.066586,0,0.078133
0.670314365529731,0.853013873075762,0.744391626924238
0,0,0
0.049606,0.044496,0.056382
0.020399,0.01927,0.03442
1.86912511756133,1.85117789737673,1.88406590126306
0.004454,0,0
0.0132253717146433,0.0296129641218189,0.0366723738005841
0.189353,0.019377,0.134234
0.295327731687243,0.237466393415638,0.148329817283951
0.033201,0.049714,0.079458
0.749811127300323,0.855750968601783,0.870302225668754
0.844973164049742,0.942031221203366,0.897484108738433
0.005758,0.06174,0.057983
0.136476,0.125614,0.200864
0,0,0.007066
2.07873356917688,2.07744416258027,1.915921813777
0.052291,0,0.114313
0.019163,0.02032,0.002837
0.051078,0.089151,0.026925
1.59671343140244,1.70414188719512,1.58707754573171
0.815501,0.771171,0.827436
0.108195,0.100822,0.067472
3.94252096406014,4.1097429075705,4.05695383471221
0.031498,0.027849,0.045943
0.00706344942648592,0.0481270740354536,0.0486098143899896
0,0,0
0.016459,0.006475,0.029609
0.395419316148148,0.409742749925926,1.31871396133333
0.10711,0.090671,0.102472
0,0.006845,0
0.000809919339077907,0.00184354019721062,0.00170572408279293
0.287244,0.296614,0.343167
0.153206225129088,0.801760188296041,0.586230145611015
0.0392615537303217,0.0344702874743326,0.0177560369609856
2.95118472402688,3.40086368727247,3.58903904921591
1.70820356959376,1.96543466463705,1.73718187803254
0.002237,0,0.009825
0.009563,0,0
0,0,0
2.39884994829944,2.5429455231148,2.45840444524483
0,0.010459,0.061756
0.031431,0.050659,0.025896
0.029225,0,0.055607
0.264982340206186,0.317783756346303,0.330539469238444
0.00228660925159835,0.00533797931553215,0.00207943324558105
0.0347479586472753,0.0175693285438935,0.0240357334851936
0.00348277306611267,0.00642737773432726,0.00536636245875596
0.617242,0.616165,0.751512
0,0.004955,0.009712
