"gene.name","SRR5687512.SUM44_Y537S_mut","SRR5687513.SUM44_Y537S_mut","SRR5687514.SUM44_Y537S_mut","SRR5687509.SUM44_normal","SRR5687510.SUM44_normal","SRR5687511.SUM44_normal","SUM44_Y537S_mut.average","SUM44_normal.average","SUM44_Y537S_mut.SUM44_normal.average","baseMean","log2FC","lfcSE","stat","pval","padj"
"PRTN3",16.6324852411011,5.99398483924213,17.4461105676217,37.1108099575207,36.2456307443482,71.5011139593759,13.357526882655,48.2858515537482,30.8216892182016,30.8216892182016,-1.86036072356571,0.6218159681735,-2.99181883191303,0.00277320784906597,0.00914767149344454
"LOC100506127",46.3958798830714,28.2573570992843,36.8306778649792,118.290706739597,69.1962041483011,121.24101932242,37.1613049491116,102.909310070106,70.0353075096088,70.0353075096088,-1.46998910074313,0.401255654456844,-3.66347261257407,0.000248818831500983,0.00103881577201098
"FKBP1B",14.0063033609272,33.3950583900633,30.0460793109041,10.4374153005527,7.68846712758901,14.5074723975545,25.8158136872982,10.8777849418987,18.3467993145985,18.3467993145985,1.24374695044308,0.713983452689195,1.74198287895686,0.0815114401766166,0.170349751380345
"FOCAD-AS1",14.8816973209852,12.8442532269474,31.9845360406398,9.27770248938016,3.29505734039529,0,19.9034955295241,4.19091994325848,12.0472077363913,12.0472077363913,2.26210150837254,1.08966480092965,2.0759608885619,0.0378975684685721,0.0909661414333859
"HCN3",20551.6240002805,24195.1479453751,23103.4965333555,10866.5090406865,10933.0002554316,10794.595711809,22616.7561596704,10864.701669309,16740.7289144897,16740.7289144897,1.05774419922191,0.077928998935761,13.5731783247188,5.77619849677106e-42,4.89714168368106e-40
"BEX4",176.829579931706,167.83157549878,237.460949392629,48.7079380692458,53.8192698931231,77.7186021297564,194.040701607705,60.0819366973751,127.06131915254,127.06131915254,1.68724974265361,0.308740118892528,5.46495139247174,4.63033666151518e-08,3.56125639941344e-07
"DYRK4",5.2523637603477,15.4131038723369,18.4153389324896,0,4.39340978719372,0,13.0269355217247,1.46446992906457,7.24570272539465,7.24570272539465,3.15256399595801,1.45697034986797,2.16378047517829,0.0304812013049769,0.0753473470826035
"EML1",29.7633946419703,28.2573570992843,45.55373314879,2.31942562234504,10.9835244679843,17.6162164827448,34.5248282966815,10.3063888576914,22.4156085771865,22.4156085771865,1.73319392391989,0.745275497742911,2.32557480981049,0.0200412447079548,0.0525855489472579
"CALML3",958.556386263455,1060.93531654586,986.674475435495,503.315360048874,451.422855634155,462.166620664951,1002.05539274827,472.301612115993,737.178502432131,737.178502432131,1.08576582657693,0.123466378502431,8.79402020004622,1.44301616181407e-18,3.52119124465153e-17
"ETV1",614.526559960681,625.943273926571,596.075444393742,1901.92901032293,2252.72086838358,2114.98222595777,612.181759426998,2089.87736822143,1351.02956382421,1351.02956382421,-1.77131262062725,0.10822864147967,-16.3663942964671,3.32328548832937e-60,5.45737368299709e-58
"TSC22D4",61.2775772040565,48.8081622624002,63.9690720812796,31.312245901658,10.9835244679843,40.4136731074733,58.0182705159121,27.5698144923719,42.794042504142,42.794042504142,1.07122552641853,0.537683897931396,1.99229608797995,0.0463385806818133,0.107097774526222
"DOCK8",172.452610131416,202.939200985769,178.338019135689,91.6173120826291,62.6060894675105,77.7186021297564,184.576610084291,77.314001226632,130.945305655462,130.945305655462,1.25685520857568,0.272096783427203,4.61914761631844,3.85319665271688e-06,2.23895660139379e-05
"EIF5AL1",16.6324852411011,18.8382380661896,56.2152451623366,9.27770248938016,8.78681957438744,6.21748817038051,30.5619894898757,8.09400341138271,19.3279964506292,19.3279964506292,1.91612288927911,0.776733598542808,2.46689842292628,0.0136289013209821,0.0376405474664943
"PPID",9.62933356063745,0,8.72305528381086,34.7913843351756,12.0818769147827,33.1599369086961,6.11746294814944,26.6777327195515,16.3975978338505,16.3975978338505,-2.13053948550901,1.00230391326197,-2.12564219027663,0.0335330638247501,0.081957721560411
"LOC100506188",22.7602429615067,17.9819545177264,19.3845672973575,5.7985640558626,0,8.28998422717402,20.0422549255302,4.69618276101221,12.3692188432712,12.3692188432712,2.08924100292613,0.99829076579672,2.09281811923677,0.0363653937188535,0.0877855114166683
"RAB23",56.0252134437088,44.5267445200844,74.6305840948262,17.3956921675878,19.7703440423718,22.7974566247285,58.3941806862065,19.987830944896,39.1910058155513,39.1910058155513,1.54286904708321,0.482908178578537,3.19495323443209,0.00139853500271096,0.00495096058058174
"RNF44",37.6419402824919,32.5387748416001,26.1691658514326,9.27770248938016,0,9.32623225557077,32.1166269918415,6.20131158165031,19.1589692867459,19.1589692867459,2.37299826730862,0.871340211991156,2.72338890671179,0.00646159433357098,0.0194552265464704
"SPOCK1",28.8880006819124,11.9879696784843,24.2307091216968,8.11798967820764,8.78681957438744,9.32623225557077,21.7022264940311,8.74368050272195,15.2229534983765,15.2229534983765,1.3093124845536,0.753507729117115,1.73762316424773,0.0822772354570674,0.171556788825375
"GGPS1",143.564609449504,126.729965172548,165.738050392406,69.5827686703512,56.01597478672,68.3923698741856,145.344208338153,64.6637044437523,105.003956390952,105.003956390952,1.16764268196253,0.293469172359372,3.97875753891,6.92763435672688e-05,0.000322299436075593
"SYT15",17.507879201159,12.8442532269474,13.5691971081502,0,0,8.28998422717402,14.6404431787522,2.76332807572467,8.70188562723844,8.70188562723844,2.38427572182116,1.3551756460122,1.75938501318057,0.07851213570953,0.165161460031942
"LINC00523",19.2586671212749,16.2693874208001,24.2307091216968,11.5971281117252,0,7.25373619877726,19.9195878879239,6.28362143683416,13.101604662379,13.101604662379,1.66766212749571,1.00750459365889,1.6552402222201,0.0978757792646278,0.197114098379807
"CCDC144B",313.391037700746,212.358320018864,200.63027152765,582.175831208605,415.177224889807,573.045159703404,242.12654308242,523.466071933939,382.796307508179,382.796307508179,-1.11159068243787,0.225940062508888,-4.91984763611432,8.6611608030146e-07,5.54338620496314e-06
"FUT10",763.343533170533,718.421897160592,645.506091002003,291.087915604303,173.539686594152,253.880766957204,709.090507111043,239.502789718553,474.296648414798,474.296648414798,1.56675825487626,0.200058343750011,7.83150667704239,4.82057743009952e-15,8.51448501897811e-14
"SIRT2",137.436851729098,173.825560338022,163.799593662671,54.5065021251085,139.490760743401,18.6524645111415,158.35400190993,70.8832424598835,114.618622184907,114.618622184907,1.16065055372702,0.531850821317378,2.18228591027108,0.0290884382203868,0.0724053054596764
"SOD3",33.2649704822021,13.7005367754106,14.5384254730181,6.95827686703512,6.59011468079058,3.10874408519026,20.5013109102103,5.55237854433865,13.0268447272745,13.0268447272745,1.89163476381774,0.867938354886856,2.17945750774469,0.0292976980213436,0.0727969519537964
"PTPRT",11.3801214807534,11.1316861300211,24.2307091216968,5.7985640558626,1.09835244679843,7.25373619877726,15.5808389108238,4.71688423381277,10.1488615723183,10.1488615723183,1.71851865762482,0.99884376951099,1.72050796138636,0.0853401477590338,0.176830762004282
"MAPKAPK2",16.6324852411011,27.4010735508212,16.4768822027538,11.5971281117252,0,0,20.1701469982254,3.86570937057507,12.0179281844002,12.0179281844002,2.40166107042444,1.28763926409579,1.86516607359822,0.0621581293829536,0.136854497208899
"TMEM173",11.3801214807534,13.7005367754106,15.507653837886,6.95827686703512,0,0,13.5294373646833,2.31942562234504,7.92443149351417,7.92443149351417,2.5683897753599,1.38644949670189,1.8524942895285,0.0639548768133679,0.139875010419039
"PPCS",15.7570912810431,5.99398483924213,16.4768822027538,3.47913843351756,4.39340978719372,0,12.7426527743464,2.62418274023709,7.68341775729173,7.68341775729173,2.29041455922002,1.22326125267272,1.87238380535284,0.0611535238979362,0.134985036765752
"FOXJ3",28.8880006819124,18.8382380661896,13.5691971081502,6.95827686703512,2.19670489359686,10.3624802839675,20.431811952084,6.50582068153317,13.4688163168086,13.4688163168086,1.64842146487413,0.865219761511356,1.9052055191096,0.0567533610667788,0.126732051424278
"GPHN",9.62933356063745,35.1076254869896,19.3845672973575,4.63885124469008,7.68846712758901,4.14499211358701,21.3738421149948,5.49077016195537,13.4323061384751,13.4323061384751,1.96259572026926,0.879866411526276,2.23056101989939,0.0257102212674824,0.0652398974562652
"TMEM156",262.618188017385,384.47131325996,351.829896447038,915.013408015118,962.156743395425,1055.93674093629,332.973132574794,977.702297448945,655.337715011869,655.337715011869,-1.55437825986187,0.166321840545065,-9.34560521196682,9.13654343551167e-21,2.65615492412291e-19
"ICAM1",94.5425476862586,89.0534890401688,151.199624919388,48.7079380692458,38.4423356379451,36.2686809938863,111.598553881939,41.1396515670257,76.3691027244821,76.3691027244821,1.43994819132845,0.379287306893003,3.79645763293275,0.000146778433640469,0.000641909138291378
"LOC151475",49.0220617632452,30.8262077446738,47.4921898785258,22.0345434122779,8.78681957438744,23.8337046531253,42.4468197954816,18.2183558799302,30.3325878377059,30.3325878377059,1.21877907754574,0.584542476264604,2.08501371078129,0.0370680559954409,0.0892453473365337
"C11orf70",59.5267892839406,37.6764761323791,61.061386986676,39.4302355798657,12.0818769147827,25.9062007099188,52.7548841343319,25.8061044015224,39.2804942679272,39.2804942679272,1.03326428671306,0.550770912293046,1.87603278178079,0.0606507786109855,0.134070142192705
"EPGN",13.1309094008693,19.6945216146527,7.75382691894298,0,3.29505734039529,0,13.5264193114883,1.09835244679843,7.31238587914337,7.31238587914337,3.62499121405512,1.44061711204336,2.51627665932237,0.0118602042737767,0.0333160430732626
"FBXO45",28.8880006819124,20.5508051631159,13.5691971081502,0,4.39340978719372,6.21748817038051,21.0026676510595,3.53696598585808,12.2698168184588,12.2698168184588,2.55463308695165,1.01300864898034,2.52182751798126,0.0116746937326995,0.0328709171083791
"PRG4",77.9100624451576,87.3409219432425,102.738206675995,27.8331074681405,48.3275076591309,36.2686809938863,89.3297303547982,37.4764320403859,63.4030811975921,63.4030811975921,1.25090269860832,0.388203624435094,3.22228495529532,0.00127172588604338,0.00454262579870639
"UBR3",143.564609449504,151.56218807798,154.107310013992,53.3467893139359,15.376934255178,68.3923698741856,149.744702513825,45.7053644810999,97.7250334974625,97.7250334974625,1.71059465746664,0.450558886266666,3.7966061920133,0.000146690540709043,0.000641678707954028
"GDAP1",21.0094550413908,11.1316861300211,14.5384254730181,0,0,6.21748817038051,15.5598555481433,2.0724960567935,8.81617580246842,8.81617580246842,2.88045703922485,1.33041181299356,2.16508678823554,0.0303810395504582,0.0751099401770993
"SP2",39.3927282026078,18.8382380661896,27.1383942163004,6.95827686703512,0,0,28.4564534950326,2.31942562234504,15.3879395586888,15.3879395586888,3.65105324808666,1.13323158091519,3.22180683063746,0.00127384986321927,0.00454843003070732
"TBKBP1",26.2618188017385,29.1136406477475,63.9690720812796,12.7568409228977,3.29505734039529,10.3624802839675,39.7815105102552,8.80479284908684,24.293151679671,24.293151679671,2.17546927773798,0.724982853276618,3.00071824858446,0.00269343658010562,0.00890548920409309
"DHCR24",24.5110308816226,29.1136406477475,30.0460793109041,11.5971281117252,12.0818769147827,10.3624802839675,27.8902502800914,11.3471617701585,19.6187060251249,19.6187060251249,1.29790698170136,0.626476240552702,2.0717577103264,0.0382880423652208,0.0917900451924799
"FIBCD1",4214.14652371897,4370.47123135598,3713.11386580882,8544.76399271913,8622.06670736768,8942.82048506397,4099.24387362792,8703.21706171692,6401.23046767242,6401.23046767242,-1.08598779179793,0.083235012834033,-13.0472472439374,6.58852347241236e-39,4.84256475222308e-37
"ALS2CL",34.1403644422601,36.8201925839159,45.55373314879,6.95827686703512,10.9835244679843,7.25373619877726,38.8380967249887,8.39851251126556,23.6183046181271,23.6183046181271,2.20803873782191,0.621871529960612,3.55063486820464,0.000384303176445158,0.00154296878859963
"CYP4F24P",48.1466678031873,74.496668716295,55.2460167974687,34.7913843351756,10.9835244679843,35.2324329654896,59.2964511056503,27.0024472562165,43.1494491809334,43.1494491809334,1.13519329369584,0.538070807005139,2.10974704242782,0.034880150149746,0.0847049529615734
"LIN7C",39.3927282026078,23.1196558085054,54.2767884326009,19.7151177899328,7.68846712758901,18.6524645111415,38.9297241479047,15.3520164762211,27.1408703120629,27.1408703120629,1.34074786023617,0.637009946354817,2.1047518455691,0.0353129148730643,0.0855621178128694
"GGT5",29.7633946419703,38.5327596808423,18.4153389324896,8.11798967820764,14.2785818083796,12.434976340761,28.9038310851007,11.6105159424494,20.2571735137751,20.2571735137751,1.31548460110783,0.667225827590967,1.97157326157085,0.0486583420643738,0.111832588469223
"COL17A1",35.891152362376,46.2393116170107,20.3537956622253,18.5554049787603,18.6719915955733,13.4712243691578,34.1614198805373,16.8995403144971,25.5304800975172,25.5304800975172,1.01988636940149,0.600829172072489,1.6974647983278,0.0896088208493381,0.183650729305345
"ADCY3",83.1624262055053,55.6584306501055,118.24586051388,28.992820279313,26.3604587231623,46.6311612778538,85.6889057898304,33.9948134267764,59.8418596083034,59.8418596083034,1.32921700602242,0.454251694110298,2.92616851683039,0.00343164996191516,0.0110809770603702
"TTLL2",54.2744255235929,75.3529522647582,42.6460480541864,13.9165537340702,12.0818769147827,29.0149447951091,57.4244752808458,18.337791814654,37.8811335477499,37.8811335477499,1.64253750400855,0.548372656905984,2.99529431915158,0.00274180143538243,0.00905554567206939
"RPS6KA2",2493.9973922051,2687.0177750774,2451.17853475085,6198.66497571712,6437.4436906856,5935.62870665659,2544.06456734445,6190.57912435311,4367.32184584878,4367.32184584878,-1.28270346920688,0.0783333073663945,-16.3749433329451,2.8877627383096e-60,4.82918708200985e-58
"IGSF9B",43.7696980028975,31.682491293137,31.9845360406398,0,18.6719915955733,19.6887125395383,35.8122417788914,12.7869013783705,24.299571578631,24.299571578631,1.4799521176973,0.878656051814588,1.68433611154322,0.0921167302344293,0.187693243764048
"OTUD7A",49.8974557233032,46.2393116170107,19.3845672973575,92.7770248938016,76.8846712758901,101.552306782882,38.5071115458904,90.4046676508578,64.4558895983741,64.4558895983741,-1.2271608575528,0.436605857231412,-2.81068345105222,0.00494363972084217,0.0153331061479515
"ANKRD63",31.5141825620862,4.28141774231581,16.4768822027538,3.47913843351756,3.29505734039529,6.21748817038051,17.4241608357186,4.33056131476445,10.8773610752415,10.8773610752415,2.00305183562929,1.03121435098166,1.94242044219273,0.0520862225605078,0.118235076566991
"KRT6A",29.7633946419703,17.1256709692632,38.7691345947149,12.7568409228977,8.78681957438744,4.14499211358701,28.5527334019828,8.56288420362406,18.5578088028034,18.5578088028034,1.74331258828842,0.745738085033992,2.33770089428778,0.0194027697559986,0.051160666441826
