"SRR5687512.SUM44_Y537S_mut","SRR5687513.SUM44_Y537S_mut","SRR5687514.SUM44_Y537S_mut"
311.64024978063,355.357672612212,353.768353176774
9.62933356063745,16.2693874208001,15.507653837886
3589.1152362376,3966.30539648136,3948.63635847171
3365.01438246276,3788.19841840103,3386.48390684835
6.12775772040565,5.99398483924213,15.507653837886
40.2681221626657,11.9879696784843,25.1999374865647
39.3927282026078,32.5387748416001,35.8614495001113
31.5141825620862,25.6885064538948,21.3230240270932
5.2523637603477,6.85026838770529,11.6307403784145
41.1435161227237,21.407088711579,31.9845360406398
27.1372127617965,30.8262077446738,37.799906229847
52.523637603477,41.9578938746949,57.1844735272045
9177.63027724755,10178.6425405816,10355.2358502484
133.935275888866,137.861651302569,138.599656176106
30.6387886020283,25.6885064538948,36.8306778649792
37.6419402824919,16.2693874208001,27.1383942163004
3.5015758402318,1.71256709692632,100.799749946259
33.2649704822021,12.8442532269474,43.6152764190543
28897.630015473,23509.2648230561,33137.9177948326
40.2681221626657,18.8382380661896,6.78459855407511
1018.0831755474,948.762171697183,998.305215813909
246.861096736342,190.094947758822,175.430334041085
25.3864248416806,21.407088711579,32.9537644055077
8.7539396005795,0.856283548463161,5.81537018920724
21.8848490014488,5.13770129077897,40.7075913244507
49.0220617632452,89.909772588632,62.9998437164117
27.1372127617965,19.6945216146527,31.9845360406398
19.2586671212749,23.1196558085054,25.1999374865647
153.193943010141,190.951231307285,115.338175419277
35.015758402318,60.7961319408845,33.9229927703756
25266.4958691526,27334.283434041,24446.8470470624
25.3864248416806,29.1136406477475,35.8614495001113
15576.7601252712,17727.6383038328,15905.0374674818
16143.1400174287,18326.1805042086,16113.4215659284
21.0094550413908,33.3950583900633,17.4461105676217
32.3895765221442,43.6704609716212,51.3691033379973
36.7665463224339,9.41911903309478,27.1383942163004
2.62618188017385,9.41911903309478,7.75382691894298
6064.72935528148,6518.03037090159,5608.92454749038
23.6356369215647,0,14.5384254730181
198.714428933155,141.286785496422,185.122617689764
291.506188699297,208.076902276548,224.860980649346
22.7602429615067,47.951878713937,68.815213905619
981.316629224962,989.863782023415,966.320679773269
2694.46260905837,2785.49038315066,2766.17775333291
14.0063033609272,5.99398483924213,12.5999687432823
147.941579249794,92.4786232340214,121.153545608484
2181.48174846441,2047.37396437542,2180.76382095271
255.615036336921,191.807514855748,218.076382095271
21691.3869362759,17097.4136121639,23419.4649803024
19558.0518556147,20691.2356650638,20683.3333062804
19391.7270032037,22343.0066300493,22615.0054374621
24.5110308816226,8.56283548463161,22.2922523919611
17.507879201159,4.28141774231581,0
37.6419402824919,42.8141774231581,25.1999374865647
48.1466678031873,31.682491293137,51.3691033379973
21.0094550413908,17.1256709692632,27.1383942163004
31.5141825620862,6.85026838770529,11.6307403784145
24.5110308816226,7.70655193616845,15.507653837886
0,8.56283548463161,11.6307403784145
38.5173342425498,39.3890432293054,34.8922211352434
9.62933356063745,5.99398483924213,15.507653837886
24.5110308816226,24.8322229054317,30.0460793109041
12072.5581031592,11929.7423971888,12276.2464694165
104.171881246896,60.7961319408845,45.55373314879
13830.3491749556,15955.1313585141,14669.2713022753
9588.19004451473,9609.2139808536,9281.33082197475
246.861096736342,212.358320018864,201.599499892518
5086.91430189675,4500.62633072238,4268.48171887811
9811.4155043295,8950.73193208543,7878.85737801094
28.0126067218544,1.71256709692632,2.90768509460362
207.468368533734,330.52544970678,162.830365297803
83.1624262055053,47.951878713937,66.8767571758832
37.6419402824919,52.2332964562529,34.8922211352434
48.1466678031873,14.5568203238737,20.3537956622253
19.2586671212749,7.70655193616845,21.3230240270932
13.1309094008693,8.56283548463161,14.5384254730181
43.7696980028975,57.3709977470318,43.6152764190543
42.0189100827816,30.8262077446738,31.0153076757719
22.7602429615067,16.2693874208001,14.5384254730181
27.1372127617965,41.9578938746949,26.1691658514326
356.285341743586,956.468723633351,1100.07419412504
17.507879201159,11.1316861300211,14.5384254730181
864.013838577197,724.415881999835,771.505778434827
6032.33977875933,6275.70212668651,6116.80021068115
157.570912810431,102.754025815579,141.507341270709
44.6450919629555,67.6464003285898,81.4151826489013
91.9163658060848,120.735980333306,105.645891770598
47.2712738431293,22.2633722600422,17.4461105676217
57.7760013638247,50.5207293593265,93.0459230273158
35.891152362376,21.407088711579,40.7075913244507
178.580367851822,226.915140342738,213.230240270932
28.8880006819124,55.6584306501055,31.0153076757719
8431.79462327818,8632.19445205713,9016.73147836582
26.2618188017385,18.8382380661896,30.0460793109041
120.804366487997,90.7660561370951,94.9843797570515
