"gene.name","SRR3396381.amphotericin_B","SRR3396382.amphotericin_B","SRR3396384.amphotericin_B","SRR3396385.control","SRR3396386.control","SRR3396387.control","amphotericin_B.average","control.average","amphotericin_B.control.average","baseMean","log2FC","lfcSE","stat","pval","padj"
"MET28",423.086688436415,477.829785548159,365.232593397536,109.879382794405,285.568740882904,223.837354817496,422.04968912737,206.428492831602,314.239090979486,314.239090979486,1.03020338757403,0.278691477783103,3.69657298374873,0.000218529455832473,0.00117548518916398
"SOL4",4612.56465762744,5039.20491411772,4415.04542771983,2288.31375177338,1935.21340908997,2504.24149800186,4688.93833315499,2242.58955295507,3465.76394305503,3465.76394305503,1.06428105439203,0.110295877180067,9.64932762313958,4.94790764566296e-22,2.3516117228257e-20
"DUR1,2",24524.0819321662,18460.4239533846,23155.7464214038,9563.53857404145,8218.64987919631,12405.8677176579,22046.7507689849,10062.6853902986,16054.7180796417,16054.7180796417,1.13155537568621,0.152127847860889,7.43818696969237,1.02076520020032e-13,2.93904137933195e-12
"MET13",2463.79014488923,2421.13753263105,2324.20741252978,1246.97978455668,1182.93847356025,1075.2012676823,2403.04503001668,1168.37317526641,1785.70910264155,1785.70910264155,1.04026052603729,0.0891238108531173,11.6720830951867,1.77034535572835e-31,1.3352637416738e-29
"AAT2",20020.7380229123,20107.8371052327,19277.6403387827,9135.10978791648,8998.6499352001,10058.0191313189,19802.0718223092,9397.25961814517,14599.6657202272,14599.6657202272,1.07533883354011,0.0725230177255806,14.8275522346447,9.72136212247207e-50,1.46644634277899e-47
"GAP1",40450.7664292033,41503.215557298,55957.4279328495,10695.5986371434,8464.47928073305,12795.8725411172,45970.469973117,10651.9834863312,28311.2267297241,28311.2267297241,2.10962906847852,0.159209648953168,13.2506357645388,4.47397030250736e-40,4.77613537370747e-38
"LYS1",16045.1027821158,17392.8042651724,19044.270941443,3913.3189358521,3523.86281225408,4197.19476675253,17494.0593295771,3878.1255049529,10686.092417265,10686.092417265,2.1735946491234,0.0974590657038025,22.3026419700081,3.48317381199422e-110,2.68552700904755e-107
"RDN5-1",27.5926101154184,45.9836195297391,49.330116510836,78.6292831005832,43.4360220760403,148.573266079736,40.9687820519978,90.212857085453,65.5908195687254,65.5908195687254,-1.13331898529651,0.446680812579372,-2.53720095732817,0.0111742789848704,0.0341735734864808
"IMD1",28.7423022035608,33.9878926958941,85.3790478072162,12.0968127847051,2.77251204740683,45.9404178009708,49.3697475688904,20.2699142110276,34.819830889959,34.819830889959,1.28861578371085,0.755949600529351,1.70463187335306,0.0882631029769362,0.182224835333817
"NOP7",2501.72998379793,1698.39499089189,2835.53304328633,4856.8703330591,6000.64024127085,3999.74871577814,2345.21933932538,4952.41976336936,3648.81955134737,3648.81955134737,-1.07845233464885,0.18475056014017,-5.83734270591996,5.30399274276057e-09,8.34567021360898e-08
