"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",3563.30787333473,50.2653106691315,50.2653106691315
"Dim.2",1203.46018308396,16.97644495816,67.2417556272915
"Dim.3",894.193621656424,12.6138188976784,79.8555745249699
"Dim.4",784.258390166455,11.0630327291079,90.9186072540778
"Dim.5",643.779931758427,9.08139274592223,100
