"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",10573.9045224302,42.9327399505877,42.9327399505877
"Dim.2",4599.05245788776,18.6733219289771,61.6060618795647
"Dim.3",3719.4028065424,15.1017207622819,76.7077826418466
"Dim.4",2971.89908586301,12.0666656618743,88.7744483037209
"Dim.5",2764.74112727659,11.2255516962791,100
