"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",262.768214211469,82.115066941084,82.115066941084
"Dim.2",20.4716820345723,6.39740063580383,88.5124675768878
"Dim.3",13.7860839713116,4.30815124103488,92.8206188179227
"Dim.4",12.3721825063962,3.86630703324882,96.6869258511715
"Dim.5",10.6018372762513,3.31307414882852,100
