"SRR3396385.control","SRR3396386.control","SRR3396387.control"
82.991524,88.093323,111.648117
43.97699,48.328682,47.804115
58.197803,60.552788,49.511356
17.143028,16.77548,15.356851
50.58461,49.823757,50.105415
22.031538,24.630823,25.59133
37.449429,36.974319,39.514656
31.195974,28.681463,27.341566
79.081085,70.897896,73.540146
17.183498,18.063265,17.344555
121.495117,128.945938,103.284271
238.802063,237.168167,252.942032
1.204682,1.542263,0.369655
4.47796,4.534863,2.005014
147.595734,184.978683,165.708344
5.660877,7.264182,8.285734
34.442703,38.777424,38.592278
17.367626,17.699036,18.381306
38.984879,35.912731,39.300446
154.435623,146.979004,162.847488
18.425661,20.434332,18.714952
44.41283,49.298271,49.454914
89.5345,89.383041,110.430374
46.734379,50.335419,49.164165
35.162376,38.002617,35.049557
182.407501,172.28064,189.194687
41.474728,50.066277,38.886711
117.40538,117.534424,97.268402
98.123291,105.437195,109.627029
69.130211,72.618736,47.732479
654.990417,695.010742,589.729065
7.023906,8.093243,6.81786
38.097187,49.382637,43.618885
4.848917,6.534119,2.475342
1.334297,1.605365,2.230144
6.785533,5.241558,5.911333
153.260712,160.6474,156.297485
125.704735,121.552155,129.460251
82.2990311801448,71.4284058527404,86.4815252897622
19.916826,21.882898,20.42174
181.820648,206.74881,183.706787
18.973219,18.756035,16.507624
11.691357,11.627261,11.934043
103.544777,98.107231,86.048843
94.882072,85.23185,91.904007
42.999523,38.537487,39.62458
46.888008,55.776714,40.481094
49.97752,46.696941,41.000889
53.820808,49.008327,45.336433
18.128532,18.880108,16.406872
732.14502,856.660583,796.151672
1853.787964,1851.164917,1673.889038
24.272802,26.173687,24.396786
28.261742,26.132526,23.697777
1.60815,2.531571,0
13.824718,13.960932,13.67385
16.698927,18.298315,17.635376
24.745661,27.86735,27.013718
67.08567,65.065979,64.706978
49.407578,40.381069,45.390057
28.236481,26.261473,29.636759
29.88773,25.450964,26.18681
24.486717,27.809238,25.503164
36.389729,32.118725,31.158175
19.15712,13.906013,19.504131
37.951672,38.802307,38.874046
22.162148,20.18692,18.665237
9.540022,5.502018,5.306972
150.791168,143.546738,156.208694
49.573715,46.518497,46.395275
343.82489,363.509277,318.74054
31.700369,31.873716,33.894104
3.458728,1.000242,2.239082
214.981279328299,213.781041848967,243.504308852146
112.068932,104.308495,95.391663
60.498211,71.679962,62.468609
11.596471,12.23707,6.256252
9.079806,8.018682,8.258432
30.340555,32.476006,31.34828
46.390232,46.525608,37.843353
27.792906,29.359776,30.785734
3.50228650980392,2.09733438970588,2.454695
1.408657,1.228655,1.028439
1690.58728,1765.185303,1557.289062
3785.364746,2883.278076,2404.392578
3105.4729,2760.262451,2485.188965
61.18895,70.985062,71.162453
160.456329,157.13092,161.162766
78.964661,59.782207,54.083466
387.480194,428.051666,383.715576
11.335929,10.628021,9.118763
60.011673,58.143486,60.742355
9.306289,9.947738,8.231698
35.216042,37.085285,36.437786
54.396049,46.703091,49.09726
49.171921,48.908409,54.763813
2309.744629,2409.824707,2361.768555
296.677155,219.280624,218.33139
130.150497,136.30365,120.249931
73.724922,74.174469,71.933243
20.536737,23.498484,22.470615
57.057655,58.179794,38.372883
28.451273,26.920139,28.154882
64.081718,63.805176,74.395615
24.665682,32.512306,27.545727
95.061539,87.190964,83.738358
115.382217,84.307724,77.562309
38.858475,35.973522,35.793163
1641.401367,1597.901855,1477.418945
52.97781,60.433495,50.483856
29.077938,25.763849,25.837822
24.56879,23.341337,25.866184
97.560127,99.286018,106.831146
210.309265,212.709747,209.646927
74.361038,68.549843,77.646378
19.622812,26.599026,17.74733
47.789482,40.686569,46.250492
327.963837,309.888062,286.313049
42.262417,44.255356,45.853519
92.172935,87.408844,86.497124
129.064087,130.788696,106.047203
112.613899,83.547607,93.078972
19.83194,20.153885,21.675138
32.104137,34.800095,31.703487
6.065977,6.020431,5.677229
205.154449,133.745773,137.730057
77.725189,80.264893,84.079514
352.963135,342.493774,330.975067
20.966991,23.466246,26.805956
29.737267,26.861099,25.298618
30.050608,30.821737,33.466785
17.48694,15.433572,16.413845
58.274765,52.061272,49.41909
85.769455,75.884125,76.200607
14.063075,15.991856,16.274864
60.243969,63.098934,47.659687
28.782598,28.008928,30.172535
259.154999,269.257477,242.248184
45.624283,48.259071,48.955227
22.174242,20.689066,17.936012
2685.475342,2705.754639,2372.996826
18.228159,19.47146,19.281876
164.855011,174.432251,137.876801
39.130466,38.194931,40.633751
12.78448,13.279794,11.666742
55.601929,48.790085,37.195648
30.814157,29.032326,33.090836
5.407208,5.620213,5.040638
33.041374,35.48101,31.381128
166.768372,171.143326,166.239822
29.952301,23.957283,29.13019
31.442186,25.981255,26.515108
189.347504,160.179565,227.307922
119.036751,117.736885,130.11853
688.175476,671.196045,666.13269
55.286469,61.250839,57.469761
116.410606,104.801453,107.248848
84.367409,93.180695,103.474953
43.717052,40.830833,46.15242
456.082428,396.588623,477.882111
25.224316,27.031734,21.625166
46.80032,46.064213,39.425888
214.523239,195.539307,181.124405
15.116933,16.303644,13.700754
7.030722,6.848957,5.493615
2.641239,3.202631,2.81818
35.294964,40.959793,36.585003
7486.017578,6653.818359,6579.14209
12564.540039,12300.564453,11807.329102
47.501835,45.617199,48.299541
590.78302,569.346863,560.302307
1.934963,1.489882,1.784147
66.655518,69.35334,65.011734
90.417091,92.531487,86.047356
8.515928,11.775188,12.560161
57.847984,51.814842,42.974804
27.253666,26.836697,16.927156
423.722565,321.356049,303.514038
39.480015,42.80801,49.932556
26.489025,27.413374,28.210234
96.083214,85.579399,87.264008
27.74947,28.399786,29.220016
74.06459,59.952496,68.337234
6.667906,7.505442,6.514856
7.913794,7.547883,7.398103
22.90696,17.484158,18.111681
9.874258,15.638885,12.056584
15.675509,18.721891,15.602916
34.904621,37.361313,34.483089
49.7209163151943,53.8824738890459,49.3864625067138
44.198151,43.922222,43.452717
1.017581,1.237529,1.685413
27.673437,31.032125,30.998096
7.149727,8.117126,7.669589
1.509877,0.559597,1.330984
0.80747119844358,0.449908657587549,0.826700638132296
4.230032,3.78823,4.258094
1.424405,1.418627,1.709673
5.589797,3.883888,6.179578
5.28161,5.980879,6.268587
18.979271,16.628603,14.453581
16.084578,14.966905,14.429194
29.564621,40.084629,34.274952
10.199155,11.127862,11.677559
51.708248,51.886105,39.117573
54.886211,41.876007,56.293442
43.24976,45.078423,50.952499
11.998564,14.936965,13.405387
47.948925,50.037739,47.265965
37.181168,40.104076,33.213821
11.245262,10.866235,10.070807
59.7906,58.272388,70.388206
6.307813,7.001181,5.91822
119.328705,118.30497,116.710999
172.332245,132.990997,140.54483
23.01235,22.2936,24.071001
96.0659070774193,67.8236286580645,64.1653671096774
14.328857,14.890482,14.425095
78.840286,70.33197,83.064583
53.962944,54.947033,57.117012
42.221844,47.123734,44.17815
22.015091,25.92577,23.458069
5.644246,5.853669,5.601763
26.989748,28.81752,28.757814
2606.76709,2735.074707,2660.6875
21.663975,23.021467,21.149168
279.945404,277.507111,302.239105
20.969414,24.427242,21.004488
15.797414,14.291535,15.205668
83.380196,86.834526,85.533806
28.809341,29.655226,31.149826
424.704956,274.409058,246.595078
33.959175,37.28878,37.462711
39.97467,42.324059,39.383224
30.471588,21.876297,31.656773
139.407272,138.627487,137.004303
33.5124799518851,35.1517048782765,31.2563067856373
51.905968,53.027306,48.845181
197.850906,167.349533,183.373703
80.338837,68.277512,75.858887
2.534012,2.118354,1.189638
18.221834,16.669237,18.432657
16.306118,13.117306,12.991481
36.059834,36.232632,32.577721
1689.53833,1769.280273,1638.023926
41.485836,44.70639,41.377594
36.147377,34.315536,32.728085
97.118073,81.13504,98.542755
10.63693,10.391912,10.577291
24.055048,26.236118,25.982012
76.412247,90.363304,62.744389
54.93314,57.386887,57.912453
39.946587,40.646523,41.30146
223.848099,202.643341,229.764542
188.154922,204.35553,201.615005
19.118792,19.462074,17.087086
41.154579,39.704285,42.576321
85.735001,66.885674,54.034286
17.489468,14.556522,14.651387
203.205063,168.985062,162.491257
54.725739,47.019703,40.76651
61.514309,56.032967,56.171352
227.832748,234.736557,253.466049
44.459579,36.040352,35.395199
28.592672,33.031387,28.851574
36.297546,36.920994,42.641651
39.423336,39.765919,40.890358
148.691895,164.736679,157.620544
467.816162,378.104767,409.347076
45.943497,43.905842,32.499611
86.329674,93.019501,94.969284
40.845505,41.912655,43.4324
33.668976,35.988476,40.044182
60.439659,74.65033,84.925018
49.217915,52.015709,53.959126
0,0,0
20.181934,23.30381,17.92098
43.27425,42.612652,37.245052
25.720173,28.97682,24.395824
36.130024,49.245556,45.177647
3.611567,3.161041,2.936017
8.81682,2.318287,3.214387
50.532833,56.760658,69.952873
3.629378,3.514459,2.24655
1.672769,4.051679,2.199108
16.177248,13.426503,14.508899
88.170967,78.294212,84.65239
17.936594,19.704817,19.139177
24.316504,23.394663,17.373375
14.373508,16.667875,15.319795
20.395449,21.297123,21.605843
367.933899,361.778076,357.662018
82.361694,81.336143,75.627045
13.080853,13.092731,13.502285
34.726395,36.803497,28.731863
47.916649,52.512222,45.435158
32.996632,27.973848,25.045866
0,0.115008,0
49.979488,49.859932,44.800396
3.422081,1.806818,2.249673
99.868889,92.389832,100.828377
91.758492,87.428978,82.675522
7.06149,5.80346,6.974908
61.137394,63.34745,59.674385
21.878218,21.865456,24.133492
261.233734,282.229797,259.614594
49.251102,59.526543,62.519772
18.8712807137413,20.4231238951937,20.324875532924
0,0.153862,1.078702
5.148046,2.076033,3.153509
45.265572,39.424641,31.93215
179.953491,182.178009,174.175781
154.238831,152.416214,158.387466
127.362976,123.132935,116.529503
6.860045,7.129385,7.48285
18.46834,18.68309,15.678689
22.906017,21.479683,23.244493
133.720749,127.226486,135.489166
1545.91687,1644.549194,1477.303589
2916.659668,3062.392822,2794.042236
6.330141,5.761724,7.081299
7.399852,7.947543,4.517852
30.145811,31.960655,32.485023
23.789213,21.869007,22.017889
6.100715,5.89525,5.282677
126.973495,94.909607,101.614922
39.854988,43.528023,30.448774
108.14785,105.702911,104.30806
290.866486,298.165314,304.662842
26.125576,22.30858,20.666882
0,1.040307,0
50.052799,51.509537,43.005943
19.367208,16.284496,15.351768
23.907965,23.155558,20.197334
14.296227,17.171366,15.250482
2.678212,1.91855,1.492472
14.380858,9.782731,7.722369
37.014339,37.413181,40.657902
28.006025,27.157009,28.173658
2.167684,1.506735,0.440957
2160.732178,2112.180664,1739.788818
30.442671,32.811775,30.128674
2341.168945,2401.506348,2112.96167
529.752991,483.925201,498.792633
44.459187,49.070202,40.429596
39.868065,42.240471,35.166321
23.138626,27.246368,27.749821
74.5670670737615,79.3396230869725,62.7749118726605
8.130613,7.571737,5.003405
46.76828,45.382133,38.373173
99.715157,95.0159,96.302391
83.092293,91.951332,62.84837
26.52236,30.704052,31.880142
91.377121,96.069366,94.337662
319.375031,313.563873,301.32901
33.810116,33.942196,35.756554
171.570236,183.635757,207.304474
111.903091,100.800766,88.892838
44.723015,47.976864,47.454132
7.029697,7.555897,7.868806
39.436886,42.763187,47.943687
120.393845,129.514008,127.524124
47.720882,55.448586,41.939602
186.342941,189.732178,204.196655
172.683975,165.917892,187.405701
63.943287,47.268471,41.732086
16.6794497866096,18.1033832925711,16.01968733048
34.408833,34.733562,32.802013
3.275208,5.330917,6.131659
0.480354,0.453732,0.330245
14.543437,10.728211,11.344342
238.79213,179.862671,129.782761
20.530338,23.312889,21.931932
15.299541,10.42492,16.655945
2.597135,1.834155,1.790709
27.379934,27.829018,26.489557
70.404968,67.601601,64.514694
125.293007,126.093987,122.0103
31.471897,39.388569,21.730822
146.434036,137.291275,136.847733
7.450171,8.733973,6.366506
50.5365909747292,47.4479051994585,46.3294294061372
3218.099609,3347.230957,3066.858887
25.699863,23.967848,29.00502
38.7501158023256,38.4621975581395,40.898601172093
136.274872,144.74353,153.836319
106.665016,105.276443,92.048271
0.911209,0.366589,0.31251
236.864105,145.050293,141.773178
0,0.879106,0.682507
98.97757,103.381729,98.179688
44.997074,41.30653,36.460285
7.098834,8.193863,7.252353
1.116272,2.99476,2.418623
10.536579,10.184171,9.692924
37.476807,38.499119,31.461166
116.134659,114.727303,129.288132
66.686523,66.431259,60.954845
0,0,0
178.48703,150.448288,111.19101
43.899265,42.14539,44.63295
37.480133,38.571247,33.0896
25.072451,18.942259,22.476358
1.39867,1.905967,3.045269
39.842911,41.475044,41.346695
140.619339,114.314377,114.781334
258.461121,227.64032,227.241852
29.503231,30.949171,31.035259
20.330736,21.804056,21.386168
75.261703,77.214195,78.828613
21.189264,22.653654,22.283865
49.416004,48.835796,51.416008
84.881126,80.660225,84.308167
255.563614,221.523376,246.445206
116.372452,93.375664,70.297035
41.684391,47.091599,48.293941
1.343248,0.179701,0
18.949947,19.74131,23.489771
46.379242,45.272789,43.437347
41.679405,44.95187,42.91111
39.287754,40.915653,40.891972
30.172363,26.319431,24.628107
13.231068,15.399549,14.197358
30.537296,36.479404,41.275131
111.662796,84.334427,84.120392
112.535645,120.571579,98.372818
3.563452,2.833733,2.249778
18.069796,17.795071,19.734602
53.874245,49.502804,65.417091
132.581284,100.75647,111.859055
