"fc","amphotericin_B.control.average"
1.02900194302766,0.3206645
1.10081075208392,6.81232683793255
1.09649729578096,45.9335281666667
1.19571387965821,17.1343838333333
1.09295798657222,129.906794166667
0.7992169822272,637.032073833333
0.904419526965267,21.383506
1.07227763567377,213.728429333333
1.0170219171698,49.1955026666667
1.1590192839335,32.1318851666667
1.24382781037931,18.8373545
1.47248667469436,6.1521825
1.13673754820441,60.9085218333333
0.857727937971785,10.7663893333333
1.2892993319775,3.81124
1.11998335444896,2.79742233333333
1.3950809493944,20.3863833333333
0.87079636953668,41.1347021666667
1.1307106350512,15.0947578333333
1.13681004356689,19.1617038333333
1.01350871438886,2.94124466666667
1.69221366135545,33.934413
1.19242507275558,20.2454643333333
0.910667356329164,306.2043255
0.987083987996024,1.01640733333333
0.879191123255576,23.8141901666667
0.917392525369871,54.415704
0.832444757358968,11.3583965
0.682082036249156,66.7764795
0.892956986764127,0.4753735
0.92207874938836,258.687212833333
0.985342490203624,622.710429
0.882885090835225,72.6590771666667
0.915337178684986,94.9955558333333
0.749015449086423,38.9821415
1.20424215704921,64.9871826666667
1.09469145031905,14.5611141666667
0.714468895452135,63.6185396666667
0.933517873142407,319.105494
0.725016848226859,17.7511925
1.27403067828783,2.10815766666667
0.973855536966164,273.305613
0.971822464808594,48.4442666666667
0.98907538252755,36.8935001666667
0.910317363455582,49.8285581648985
0.87741562051623,55.2597185
1.2123819260966,64.0437241666667
0.839636553767679,61.1956965
0.915009573220467,235.088025166667
1.14424538523061,72.7460846666667
1.05300417195869,17.9884218333333
1.04543940156402,88.6586786666667
1.24500607930313,29.483914
0.642198785433443,146.077173833333
1.12959500583379,692.008209333333
0.770876508703869,110.996859333333
0.784466224205958,124.686237333333
0.95726724680218,50.398388
0.945492660514796,66.8375751666667
1.01639990002967,30.5920673333333
0.956501111216769,34.6655016666667
0.997197926720119,166.050516666667
0.906598864335435,41.3270973333333
0.896203054490157,10.482196
0.775183630319514,6.49912033333333
0.472980551177631,171.663670833333
1.17294059841526,1021.1885275
1.05201162793676,60.4296396666667
1.30176952905897,7.35945733333333
1.01736472417508,6.29712460730594
1.20011993631875,3.675093
0.909985845146433,277.175211333333
0.969811594164952,32.0829235
0.824471110478631,7.838097
1.78268192425463,131.6995545
1.25208183912236,27.3573191666667
2.0941353351881,12.3670756666667
0.911499335957421,53.4384543333333
0.657502165285061,5.621743
0.811442239599364,33.064522
1.04482502488764,331.785848
0.959881764873949,4.07543966666667
1.20567146210051,2071.12831633333
1.06532811582263,34.4848003333333
0.911557695376035,58.17526
1.06408612719166,26.9763986666667
1.03388735682018,11.158868
1.18292226334571,176.560915666667
0.830207779242606,147.197419333333
0.756259899004727,683.146942166667
1.73186709571959,847.236480666667
0.506409710322374,45.3125251666667
1.16116582036047,13.8643392898005
0.896354927192993,3.69996516666667
0.735418442519833,106.765033666667
0.283629740836049,573.039759333333
0.907144736626264,47.531603
0.564870593501414,77.0064586666667
0.851883908545498,6.2215435
0.885546714441168,20.0977023333333
1.05320827342433,112.902604333333
1.20113545747302,118.5185305
0.526217853729857,154.048799
0.881367344079956,172.8927305
1.18285570522927,7.12823683333333
1.03426180186117,33.0037308333333
1.0119139279813,7082.7546385
1.01915804320897,89.5416208333333
0.549677107948228,9.63406733333333
0.926838759332983,45.4342678333333
0.93387163069766,14.5721675
0.8896698469669,128.064409833333
0.944640298952446,323.102091333333
0.955355715895844,162.1891605
0.802352247610104,469.379674333333
0.427962568116297,91.1327845657258
1.06756781952877,22.1985325
1.88402411414245,36.6257868333333
0.966965271709649,34.4986416666667
0.989429027182346,45.703167
1.07575085211462,0.263743
1.29905305946479,1.47064383333333
0.71932468635063,110.426548
1.1630212930147,30.4269378333333
1.06644442891854,38.9553051666667
1.13360316317184,131.733226666667
0.876689171299918,215.241816333333
1.18085003644775,3044.596354
1.37787186976761,18.015568
1.38261912951462,19.0443908333333
1.00717278918624,53.4633313333333
1.23098313769206,97.4288748333333
0.748476043598534,19.87137
0.85362864827057,282.453206333333
1.06487415369634,359.8342285
1.02876265520388,133.404291666667
0.729345112727859,112.977746333333
0.640291317118652,301.660647166667
1.10082560810111,45.9500548333333
0.996762432016957,26.0687895
1.14635496678147,22.4399296666667
2.20841327878646,32.6161045
1.04267560870122,10.1733176666667
1.01168113295531,123.522098666667
0.960533919470507,803.8649495
1.65960563371457,63.6858386666667
0.969030402057354,40.479793
0.993032848954478,2460.31393562609
0.77498065617951,45.1561253333333
0.917162216369628,108.053783333333
1.35348842089206,181.087042333333
1.049048672499,19.3016136666667
0.886335898908331,0.842858666666667
0.811997913601184,3.6237475
1.01068769398764,34.0830618333333
0.833401227443329,57.4248668333333
1.37242748629529,76.0465193333333
0.972729158839123,271.385172333333
0.993639268440585,24.6433175755006
0.762734990752481,0.4631045
0.782795121143121,29.2669128333333
1.08476260032385,25.9770565
1.31188565105018,17.783407
1.24382752369411,117.419497166667
1.20008095008058,28.2665447283166
0.919809015224731,27.5009686666667
0.904634836677031,9.63372483333333
2.16216830476176,40.2317061666667
1.65130245915642,7.33837966666667
1.2257601732876,5.68279216666667
0.865519939078819,75.8139991666667
0.83449682475869,4.09581
0.944935577933267,0.272760333333333
1.30457723475225,29.7555698333333
0.840889132977446,25.8307108333333
0.935277586658993,21.6351221666667
0.999781255681489,24.4408666666667
1.0412569222808,54.6970445
0.925899350396503,27.356225
0.946911035221876,1.84037333333333
0.936792801556255,43.1465261666667
1.09466970992501,14.1907258333333
1.0652784203667,230.676091666667
1.07593096245471,76.7890725
1.0034669651225,41.8122316666667
0.976458499995357,16.1716257885671
0.991417635510582,58.9597166666667
0.548413005835179,161.297702666667
1.33277308823662,60.0098018333333
1.24656076240041,55.0459678333333
0.783794391068375,47.906961
0.833383029126083,28.7636355
0.737516643813568,19.6661291666667
0.836928492198243,15.9237671666667
0.703238540328594,24.1482858333333
0.447357735732991,84.945444
1.15590441217182,15.6261058333333
0.885384081656363,208.8451155
1.11182651321033,40.4339981666667
1.02250902917696,18.2230916666667
1.12919503011761,14.8022215
0.498023109605158,4103.81324284423
0.852726468601742,30.0405648333333
1.05027979095837,43.1647435
0.805616407426485,3.03429666666667
0.953654045578723,30.0740841666667
0.964246499781217,28.7141856666667
1.06379468189353,294.2928415
1.22151283135811,39.329326
1.07279485795667,1.77750666666667
1.04131024270297,15.1605421666667
0.88953549438897,34.3387605
1.15889923435432,51.0431906666667
0.914844321032132,79.1344783333333
0.95908988243655,53.7041925
0.997203520747875,41.5581785
0.920985164119745,120.44435
1.38608511327776,1.70741416666667
0.992218541988922,13.438784
0.952632469069694,1.98686683333333
0.831591828392359,79.7179388333333
1.24866525024072,108.626352833333
0.967015296823288,63.8071008333333
1.01431096718057,4101.98902997408
1.09014297019257,17.7643931666667
1.0699794235576,24.5804593333333
1.01736628444901,52.4011757685644
0.418187628850105,886.423029833333
1.51255360262299,62.1019795
0.893535347247457,62.8489258333333
0.882085716546591,1.5576895
0.909160930380668,74.5033066666667
1.03102369849679,31.0680755
1.52289489721793,43.4106903333333
0.967014353423896,21.5011038333333
1.36451206971434,115.3521575
1.13468019361546,85.3280246666667
0.921301150037364,41.5899358333333
0.972564443897481,23.3374313333333
0.788351958024119,21.7949346666667
0.709740529718132,189.560999666667
0.979480545646693,24.5474613333333
1.18596682086402,142.852071
1.05282568718965,31.3219818333333
0.799072553356659,365.244807
1.0861409424892,78.806034
0.974920501934928,49.7137273333333
1.05436139567343,186.137191833333
0.880512562174604,149.005433166667
1.62401655188289,44.8102791666667
1.14435908031776,21.3408463333333
0.620720968221885,32.7866161666667
0.992117796621403,35.5521183333333
1.40293863728259,4.506548
0.962977296367665,32.621182
0.986399805975836,74.6596538333333
0.858495387645455,6.66975266666667
1.22651175798441,34.0460486666667
2.13531406535774,21.946168007162
0.817590515379679,63.7963643333333
0.955974008093077,43.2919343333333
1.09704185772494,202.062797666667
1.19822723028849,54.4810911666667
1.26262751469371,131.353587
0.950377223267303,26.513399
0.876326102659188,28.1197053333333
0.736478398749684,11.1923915
1.15290132611993,94.2639528333333
1.05364460999553,0.0765021666666667
1.03603435846608,30.5488191666667
0.947841248528047,34.0678468333333
1.15034375641349,117.0137265
1.34755352299142,0.688341666666667
0.996635893138317,31.5844458333333
1.32364202474921,19.3387995
1.0204427094274,21.4242331666667
0.750304765533142,32.1942918333333
1.06315752751554,73.455017
1.04012943861657,43.0411193333333
0.76313437196111,16.0622728333333
0.866087563056192,67.9698505
0.977494032826376,21.552906
0.933988350836243,42.8092923333333
0.765535168689209,61.418293
1.06642801002055,288.732304833333
1.31850864689307,0.160647333333333
1.17674788470745,16.7997490988897
1.18618214029122,35.6005933599038
