"SRR3396381.amphotericin_B","SRR3396382.amphotericin_B","SRR3396384.amphotericin_B"
2.034561,1.284804,1.74818
78.062126,74.150414,82.875053
31.606314,30.106384,29.895626
34.21854,31.117146,38.143024
20.782824,22.886883,21.74078
90.707832,103.85611,97.084984
73.385406,85.821892,80.03653
42.062618,41.116894,47.168739
25.103838,23.555918,22.376501
22.350723,24.904057,26.473553
235.783783,226.385437,195.446045
23.057295,24.500824,26.884432
134.308121,129.659973,128.304382
32.129105,31.125626,27.765289
394.186737,400.71051,424.437134
71.757401,74.124733,81.168594
50.726204,47.67556,52.596222
172.910706,177.17749,194.013199
154.787735,165.643051,153.474838
29.257036,43.170963,28.08597
19.554911,20.416475,19.725195
40.657684,42.679962,38.835533
38.717201,35.722794,32.78738
3.728019,3.581865,3.472322
31.527023,33.131744,35.206966
73.320854,80.02034,71.41748
8.368096,5.598805,7.795515
31.126852,27.814968,32.518745
14.0426295899731,11.5920765872874,15.8189061808415
74.748093,68.089447,67.999603
45.780975,40.552429,46.760479
195.573792,191.21196,192.450302
48.884464,51.011211,48.513905
114.098076,116.021065,119.145447
26.819593,26.229029,28.609901
29.548721,30.688837,30.071404
11.30712,13.441641,13.948134
83.554024,86.25528,93.535156
0,0.025578,0.135167
31.411949,28.465889,30.024872
36.510826,32.442135,36.349438
97.62162,120.879051,107.845299
0.264421,0.373656,0.718753
32.594223,31.46113,30.580818
15.401509,15.268505,19.36339
21.309414,24.831284,17.65657
35.440342,39.130718,35.353027
64.547806,76.724579,72.299049
38.99926,44.263416,43.122536
15.892449,19.989437,16.877636
65.515915,74.147331,79.421875
21.023024,22.046434,22.384541
46.033684,44.708179,42.057579
68.895172,67.497337,73.436592
268.894348,288.32016,280.713593
0,0,0
16.3728762009785,15.1322882054949,14.5503511038766
32.3115594184855,32.6946630161321,32.5650200100588
59.317638,54.287205,62.489021
119.387787,111.059929,112.585541
12.93829,11.783245,12.494843
145.796356,167.454681,152.489151
3.781717,3.67304,3.223899
0.339846,0.039232,0.751684
5.185772,5.202536,4.892199
12.940273,11.634388,11.609578
47.841057,48.502911,48.746319
4.819507,6.114928,6.068547
26.964745,28.380495,24.381189
33.908581,27.392515,29.65061
16.657835,17.02898,17.253851
1987.323486,2125.198242,2023.497192
1293.587158,1300.991821,1156.536133
1037.488159,1007.454895,985.439941
0.747794550761421,0.890555771573604,2.24793519670051
13.568229,12.581349,13.782254
41.775177,39.208687,38.406788
58.998741,56.9632,52.294842
70.61277,74.176636,65.444633
79.01387,103.443817,95.585106
56.634895,54.089153,53.893894
574.386597,568.895386,574.04071
104.459053,101.69088,135.013519
33.046959,35.303082,34.843884
0.640835,6.081446,2.252725
78.773796,103.745743,86.475464
74.347954,81.51313,82.365265
76.320015,67.733116,67.550491
15.669923,14.086898,16.204918
20.24172,20.978483,20.739399
14.662519,22.781626,24.583242
28.054329,24.092369,26.936199
11.839814,11.520967,13.116049
41.187332,43.379765,44.393753
115.966164,128.732407,133.728989
18.5363794472988,16.9617393972422,16.2079602232716
69.411728,67.683334,61.75256
6.771569,4.80067,4.965032
27.753674,22.313124,22.917995
52.166008,77.78019,69.201378
18.166229,18.018919,19.811464
3.666279,2.398279,1.736832
71.503502,66.400116,60.297417
28.45365,26.843498,28.807899
40.934254,38.864262,37.030647
25.18635,20.112017,20.564816
32.628319,36.73951,31.782036
30.308855,31.804941,30.302139
52.116241,47.727772,51.187828
277.929443,291.185852,257.006561
8.915995,8.837684,9.5564
97.071152,107.460167,109.099541
58.188534,56.037243,54.568703
1.75622,1.356739,0.042328
13.2878152941287,11.9106198005269,11.9084857999624
3.07417,0.574033,1.582924
31.1466361017442,30.7636709854651,31.1298309331395
6.004155,3.031513,4.04799
111.384552,108.667564,125.179115
76.4657212689858,83.6864158870652,73.5265300058795
48.404388,48.550247,50.533352
46.787342,52.364033,48.258915
45.518856,41.17989,40.762157
22.146481,22.61244,21.795565
28.788296,23.923929,26.79611
2.931176,3.637606,1.811762
9.20277,11.574254,10.729592
35.404976,39.485962,36.819565
8.230357,6.162496,6.299288
181.887405,234.269821,214.700928
10.388959,7.481162,10.086567
47.515514,45.187389,43.181202
1884.043213,1991.189453,1690.970459
39.00013,36.823997,35.999836
0.0360686037735849,0.024613,0.010005
0.273091,1.071529,0.271449
31.311148,30.551237,35.080021
66.597008,74.024689,73.690445
60.875011,90.23024,120.736984
18.563093,20.696833,19.531464
15.72801,13.40741,14.051777
138.644928,139.995926,126.91964
5.782677,5.754174,5.345091
73.774399,69.389671,74.73143
52.926311,53.668964,45.665512
53.871929,48.943615,57.253204
84.699486,80.622078,77.202934
58.856892,73.97654,61.402218
33.48468,32.820499,35.155514
3.487761,4.362442,3.211147
15.823513,16.261787,16.570091
57.902992,58.645699,58.22134
22.871986,20.589636,19.300322
76.361786,77.250801,74.382454
99.457512,107.6175,103.405342
110.339676,107.055939,112.945366
11.51457,10.320737,8.369133
183.652756,197.675674,222.480133
28.27277,20.925154,33.391266
59.658321,45.934006,55.56234
16.059345,14.477333,15.051311
73.11335,80.578094,83.977371
38.106632,35.61694,36.678127
370.070892,401.102112,408.369507
49.157906,57.745419,50.882576
55.706631,58.76104,59.689705
28.682241,30.288931,30.184435
3.448829,2.628151,1.497881
34.81657,34.620209,33.147511
86.990776,79.696877,87.078651
85.327812,64.999756,84.005272
42.98056,37.88221,38.068489
32.771671,37.659203,32.777065
37.028954,32.039543,40.503109
101.80809,97.276932,100.631355
102.682198,108.335197,117.917412
73.586975,75.20118,71.485229
14.779359,14.48978,16.19651
63.509888,60.843716,61.296276
25.722748,26.548916,26.676655
1.091117,0.957292,0.239712
37.187767,36.687561,38.808155
44.115929,46.483295,48.004047
416.951202,439.035522,414.496887
89.983353,108.534584,81.156013
245.70694,243.317062,245.96907
1.877397,1.984261,4.273303
16.617966,15.044066,14.907965
69.165695,70.024559,60.939125
21.149351,18.543707,19.29369
6.654115,9.778528,7.790415
69.424728,61.553505,88.435265
34.233669,31.369017,32.451633
19.385475,19.804365,22.773838
432.25174,505.349396,449.093079
74.315262,78.058853,78.713966
27.174683,27.292101,25.999598
43.263908,32.543301,51.053341
19.9427682985386,19.9001738954261,20.0774873983678
65.270248,70.122368,79.216713
191.641403,211.849182,199.300308
6.233004,7.731788,5.902246
39.637577,39.993916,40.985737
39.132133,45.042053,37.738022
311.863312,337.295929,314.858673
163.434494,171.360001,166.152344
162.834961,173.62323,171.661835
0.653817,0.754516,1.021968
138.336426,222.445175,170.55307
64.071671,64.581642,65.312386
34.252956,38.710453,35.271301
272.349945,334.748047,295.276459
389.580811,527.676147,411.718445
30.330254,31.206156,31.441092
113.67601,123.055733,112.649605
30.625137,28.25095,25.334156
27.771168,24.186306,23.337793
90.307137,77.193268,90.053345
248.276718,208.717865,193.482666
2851.423584,2287.836182,2659.88623
48.399696,48.053284,51.833511
705.871765,594.13855,635.026062
36.825096,34.655773,36.143471
8.94917,8.963489,7.847717
6.441154,3.014256,3.499794
32.468449,38.717762,34.908306
30.567289,32.196789,33.923538
25.6862786896944,26.4478410770545,26.2717526124502
11.429898,10.137143,11.199169
35.482994,33.256145,34.511738
48.936356,56.187057,49.293427
18.438517,22.482111,19.588089
224.627487,340.576294,243.048508
5.947314,3.321941,6.367104
7.56863405890102,6.79927606548739,7.02402450658638
88.63311,78.453056,93.123779
67.58606,64.48262,68.134163
322.27829,433.128082,316.257019
18.594412,17.452517,18.485521
25.122183,22.443876,27.855305
17.968855,17.12575,18.845121
23.523863,24.385408,22.608101
266.343018,336.141846,277.998993
384.872711,460.653107,411.033783
62.484764,66.763206,69.238861
112.664925,103.071083,107.147957
53.484707,57.398891,55.687004
43.553665,42.895061,47.210064
19.034176,17.898779,16.465322
50.560974,54.052345,55.294502
24.780619,21.621351,23.298473
41.446194,41.112465,37.008209
21.145332,27.149529,25.803755
73.25425,78.907089,78.423561
16.412489,17.326525,14.206611
97.341438,79.356865,99.756218
297.83374,298.93869,284.276733
0.84112,0.648508,0
0.422705,1.156863,2.483352
230.629288,197.041092,214.026871
6.60462,12.620364,8.905939
37.750854,32.511021,32.680126
18.372114,18.571394,18.572916
42.922054,39.29932,38.074978
188.001373,184.964203,173.826675
15.690259,9.607475,13.215001
47.715225,50.02153,51.784885
126.028549,146.515686,132.808426
50.86261,53.822872,55.784698
39.208309,40.748463,39.952557
157.163666,167.587616,153.544388
36.567665,30.403902,32.293831
82.778336,75.455666,86.309845
91.295982,88.96978,75.853745
40.864372,29.892838,47.014137
447.010132,274.845154,381.305237
6.653734,6.007471,5.511549
34.291115,31.136215,33.456882
3.776361,2.995554,2.676064
2.617054,1.887095,3.32392
5.153865,4.978777,5.461701
151.171204,149.127731,150.254974
115.551842,128.38295,127.355621
117.489270235781,145.891524439297,108.351671296381
23.686514,22.948406,23.007355
163.032471,126.760628,148.414459
19.706404,18.327023,19.50736
11.472352,12.184885,14.552171
78.214264,85.686554,75.911346
92.091454,110.041313,95.332123
36.049221,40.428612,36.356377
32.384964,26.254332,32.597759
34.998981,29.478281,39.440144
49.098701,48.637562,53.281845
15.794713,17.127337,15.700978
666.104919,693.971741,701.407837
1769.884521,1532.69519,1658.825562
23.771139,26.452084,26.243286
26.696091,30.831476,28.742308
0,0,0
14.167337,12.900339,12.95936
19.477076,20.639305,18.715824
30.55365,27.724771,25.722948
49.39526,51.225422,49.586193
53.383797,59.86116,55.204678
33.255127,34.121693,30.935751
25.82914,28.83194,24.756023
20.534227,21.109808,20.107155
27.386284,24.895836,28.742914
20.460779,19.9373,19.972092
36.129936,37.072842,36.019249
28.768997,31.630535,26.040264
13.092335,11.857671,9.136925
138.934372,150.373459,148.11496
36.732933,36.444061,40.19136
237.629211,223.605713,239.906525
33.712387,33.170982,33.137703
1.827901,1.365393,2.23156
172.837009199523,176.714859858506,188.688224446741
115.349838,106.111465,120.283722
44.604858,42.797661,41.736084
11.204432,9.162047,7.330522
8.01988,8.10331,7.960445
31.868916,29.941538,34.481888
22.726757,19.12081,28.036266
23.242085,20.583288,20.420858
0.0327721691176471,0.546969,0.168959215686275
0.510331,0.699284,0.623609
1478.123047,1351.462769,1498.352661
1953.007446,2161.953369,2130.355957
2627.89209,2301.00293,2459.668945
68.143913,72.623894,68.186363
179.937088,196.576797,194.110641
50.276154,56.308811,54.088623
340.236298,329.42215,350.187164
9.775405,11.80308,10.109488
57.671173,64.478027,59.926765
11.594313,9.072856,8.162844
31.494347,32.422577,35.505852
53.600597,56.024605,61.661888
51.765251,51.983746,54.165672
1380.557739,1057.073608,1396.439697
266.711334,347.830902,310.097687
121.505188,142.927551,145.584686
85.417084,84.040443,86.391136
22.9321,18.218449,23.441017
27.528189,15.897291,27.726067
34.170834,33.366402,33.324585
68.998749,75.508881,67.986275
39.977783,35.033398,32.168377
72.252312,84.759872,77.560295
60.00174,65.096413,61.251411
39.353874,37.546936,40.558586
1530.156738,1294.8927,1450.407959
43.106815,37.611107,39.722458
30.569016,28.085745,26.646721
28.209055,28.796286,27.992746
87.895645,91.658241,77.981377
225.101532,237.345444,228.885605
86.041077,90.235016,82.259598
14.740203,15.045879,17.017551
59.915939,60.753025,52.822075
313.417816,325.252899,323.98645
44.218731,46.278183,42.708157
140.207672,139.341263,142.993195
132.833771,140.248276,146.902176
116.519058,130.63179,133.504471
24.497936,24.771566,21.868345
32.293159,31.516098,36.705776
5.187771,5.23749,5.409977
113.936897,136.579849,131.539169
86.999794,94.571609,89.915649
569.346619,595.213501,601.71051
21.679138,23.332834,25.70759
25.898901,22.107756,23.887995
40.996483,43.191811,42.283237
16.765676,16.694481,24.876429
61.034348,60.42651,67.068504
78.373001,86.4646,88.764862
17.712864,16.878368,17.846371
31.711575,25.034241,35.84621
28.367952,29.58148,26.891312
230.805557,259.531433,254.843475
46.600018,48.572559,50.919441
18.534811,20.095955,19.447788
2444.415283,2002.111694,2178.697998
46.204399,40.607769,40.808922
75.379173,92.81385,82.597977
45.143982,45.570374,47.733456
11.531902,12.3256,14.054669
41.450325,32.499634,34.275719
32.538944,33.898945,32.055202
4.908607,4.507424,4.306017
31.55455,27.79265,30.219152
225.153275,217.158188,245.886505
29.822742,28.08754,33.047764
23.150148,25.956696,26.549099
188.736084,207.59549,178.22142
122.536667,123.599358,112.653137
643.880066,649.835938,638.258301
44.632088,56.70858,48.068913
99.571556,111.466782,103.379257
121.928986,130.891998,114.972145
83.013611,76.361549,70.704041
554.517761,560.620361,541.94635
16.894464,17.829033,20.384789
38.423,43.507618,44.961182
133.191422,177.14888,161.703003
15.079305,15.153508,14.033517
6.298198,7.436035,4.477046
4.859113,2.63265,3.037203
35.058552,35.448696,37.155624
7603.372559,7448.64502,7650.968262
13034.256836,12922.496094,13413.224609
51.749523,49.080875,48.980862
591.475403,596.747986,631.450378
1.687647,1.438305,2.829723
53.60849,50.551712,57.055077
102.469048,103.37455,102.658409
11.085999,11.15526,12.447719
40.687786,38.661015,46.595932
13.922508,11.376328,12.339906
344.297058,464.583313,406.630066
55.706554,49.964836,50.706558
31.197096,29.431709,28.55829
127.109421,143.000946,142.968765
26.686979,30.913803,27.489876
92.655479,118.925171,112.808266
7.000502,9.047445,5.855043
7.998318,8.723272,8.49024
24.466591,21.18417,23.345707
11.388074,13.81741,11.346169
22.800127,19.85758,18.357567
31.199379,29.73658,29.766768
46.3917599321555,44.3663084777385,47.6719965328622
44.43309,41.889942,41.969349
3.4884,1.353592,2.56498
29.535801,26.81263,29.3456
8.376318,7.799794,8.145447
2.521933,3.420832,2.358103
2.10730485992218,1.00173657198444,1.65065177042802
3.726752,4.028211,3.530964
0.697547,1.559924,1.348771
7.40711,7.71924,7.363547
6.508083,6.052329,6.427648
16.272144,13.4174,17.149595
16.30579,15.947735,14.667503
34.147152,32.97226,32.181625
12.889368,12.332916,11.490524
36.753967,32.698093,41.185883
94.60833,121.222473,118.623268
80.904716,107.377396,102.270874
16.02931,17.54085,18.294378
40.824623,34.291008,36.564541
36.159992,36.919174,36.113155
15.79819,13.470007,14.463225
95.066833,88.619347,87.835579
5.94114,4.758497,6.004095
83.090401,83.455139,95.392876
149.714081,178.257111,177.403564
23.270397,27.713959,26.236063
68.2794903387097,77.9635118225807,68.5405623
12.230869,14.897445,13.539739
90.411903,99.311539,87.994553
60.276398,62.834942,62.980316
44.822659,46.810081,45.590641
25.229204,24.964445,25.742744
3.894199,4.180883,3.512278
26.647356,24.31937,26.558619
2780.466797,2270.71582,2724.933838
22.02079,21.791523,21.359253
319.95932,342.422516,284.472595
22.832804,19.38788,18.40169
20.107855,19.017828,20.895044
45.339367,42.803429,49.726379
32.867691,31.855824,31.893446
241.786652,301.156433,244.740082
37.561203,35.132126,32.706814
40.273731,40.399914,40.149658
21.003504,19.132,25.597672
113.154076,106.360275,115.118164
31.1648267052065,1.94623791597846,30.0388969421903
53.872063,54.877865,57.753643
230.050339,235.406601,218.441925
91.607399,93.049744,88.442947
3.360982,2.773368,1.367269
18.280645,15.171205,14.480056
13.517334,8.833944,7.688941
26.189697,29.449711,28.371807
1617.243774,1396.801636,1574.72876
40.047588,35.167656,39.540779
35.741337,35.464191,37.811584
123.484177,144.142288,125.442238
14.114908,12.39634,10.790745
27.678123,23.398729,25.999744
37.337975,28.442656,55.271229
62.065517,63.727692,54.824532
43.178314,40.67807,40.048252
288.494659,337.287262,299.047791
180.840927,161.365875,160.14949
21.098604,18.117514,17.729456
54.992321,56.892166,50.788902
104.42675,93.619247,71.338478
13.378465,13.038302,14.271894
167.368027,163.323761,178.754181
83.750465,94.704018,77.485619
73.024071,74.486923,69.043144
490.317749,444.107635,429.548523
45.419373,52.616798,35.183891
29.417677,27.643379,26.46487
66.575531,60.54158,60.211102
43.35532,43.559963,44.618813
231.172165,200.981384,206.96434
667.545166,811.949158,708.867737
32.905777,31.515312,39.059616
95.917282,91.013931,89.425644
44.435726,38.989971,40.593563
44.38784,49.83699,45.727398
67.763641,72.72728,78.063301
58.577156,59.015781,57.868
0,0,0.425387
17.397902,16.293396,18.353527
33.719398,31.331766,33.361897
24.932972,24.314451,25.849255
48.679661,44.540764,46.647636
3.221462,3.697824,3.661648
6.110255,5.46805,2.477023
108.09008,98.117325,88.296524
8.526878,3.015296,7.697138
4.001477,3.333328,2.395211
28.540157,29.303465,29.764315
76.048828,89.294052,88.970093
25.013971,25.830587,22.00132
10.757606,6.378573,9.163054
14.557456,14.534612,14.131977
23.262306,25.134188,23.212957
707.410095,763.628113,915.739441
76.511162,81.89888,79.362007
12.049745,14.369151,13.967727
20.021585,15.23705,22.399944
47.248253,46.612434,48.742611
27.857927,27.781942,30.189453
0,0,0
50.231247,52.875305,53.401459
4.160402,2.704938,1.435876
86.30484,101.478386,90.22361
88.378914,107.18351,98.967285
8.048672,7.989649,7.008511
62.254074,58.393532,59.834045
21.251417,20.472103,22.550564
264.863007,241.116928,254.886124
75.206932,74.876083,77.963165
23.3342982794834,23.8698996974381,22.6723941086174
0,0.113323,0
4.207049,5.889171,5.423234
30.216099,29.239317,36.194595
187.976181,213.146164,210.060837
149.948975,166.990402,155.304047
111.547386,108.919632,111.375122
8.727495,8.263793,8.019413
19.588808,16.714039,17.553772
22.960516,24.879185,25.720596
116.817474,123.222466,133.572861
1411.478271,1167.069214,1376.972778
2727.099609,2392.602295,2583.585693
16.486465,14.608988,14.803929
9.242545,11.372372,6.224721
34.311264,30.811001,32.415504
17.743448,19.904408,19.835079
5.182045,6.930578,4.936747
108.108238,141.969757,116.539688
25.901772,18.660559,26.573195
88.58416,86.767105,82.777901
333.01947,364.923218,332.47583
24.831522,21.654688,26.61342
0.40658,0,0.705038
39.818947,30.802917,34.076317
23.121519,18.584356,20.829811
27.617764,30.388079,34.759018
17.504332,19.062908,22.154196
1.732702,2.409034,2.027888
22.092615,27.434765,28.86101
82.084404,84.96611,77.483932
40.181576,35.905849,34.187893
1.196275,0.879781,0.735001
1007.95636,961.823853,934.131897
29.793365,26.665388,26.457113
2143.265137,1891.140137,1999.751831
588.480103,619.365173,557.044434
46.8908,42.623966,49.114418
43.246811,41.682861,41.860157
24.126303,23.074905,21.225142
49.4455640862385,42.6568706851376,48.5859291126606
9.044552,6.024278,7.651982
45.30304,45.513397,47.977329
82.040855,87.099876,82.069809
78.180061,66.938812,89.73732
54.845181,56.617023,51.66198
83.582077,80.929459,85.691216
300.264862,313.918762,299.447266
38.985023,38.608521,46.011036
189.919144,193.441589,203.314621
83.908783,81.623856,87.49865
47.12529,45.415081,49.788952
7.057506,6.096317,6.434556
73.943352,71.127182,63.428802
125.373077,130.592331,138.40094
48.07756,47.460255,53.303467
218.214218,223.755981,221.211105
198.442978,196.341644,191.598526
62.464626,75.547157,75.188583
17.2011871375726,15.9159870440232,17.320535713849
33.741543,31.086134,31.506458
5.74812,4.581447,6.823892
0,1.600592,1.307519
13.478875,15.031525,14.640285
118.12809,151.684601,131.710297
19.728666,20.855806,20.496626
13.879953,11.871904,13.685679
1.674604,2.017861,1.541324
36.457485,36.38195,39.617813
61.894066,66.141808,62.115662
156.117966,145.595871,152.42572
14.574471,9.828364,17.576904
123.227852,130.549286,135.756027
7.086112,7.483039,9.6638
47.0570931796029,47.4389357409747,49.0764117265343
2995.817627,2744.151123,3014.162354
35.339939,38.112984,34.585186
40.5473213232558,36.1846800465116,46.0301077418605
137.949814,138.705872,151.905182
66.84407,58.398781,64.513092
0,0.807528,0.530272
117.85392,158.827591,131.244781
0,0.704567,0
171.720062,163.44931,185.665817
36.779236,36.061478,36.347847
10.11958,7.96579,7.29737
5.78708,5.920787,3.879357
10.219349,8.343058,8.910085
31.980415,32.079491,31.774599
146.419189,145.731323,150.593918
88.614449,80.315323,82.962814
0,0,2.0768
108.130669,94.888969,92.710953
53.065464,61.293201,63.08075
39.044064,36.837631,39.600243
23.237234,21.709602,27.537743
3.019967,1.331181,2.951891
42.601543,44.694672,41.846905
92.836937,115.792831,112.205025
252.417999,216.190506,234.991196
28.387236,29.403004,28.470242
20.243679,22.099483,19.451553
82.527031,77.972679,78.172478
23.852295,21.180473,20.283163
61.1805,60.966408,58.294022
80.263725,83.993027,89.821671
194.086273,230.843445,200.40834
85.269554,145.574036,117.096352
53.007881,50.659489,47.402214
0.51331,0.217412,0
22.806091,24.318916,24.093748
42.904591,46.660011,48.544441
42.514954,35.694878,40.848286
52.742699,45.279938,50.319778
33.476734,32.737324,20.365509
11.186361,12.307829,12.005823
35.414795,37.33709,36.999554
78.701027,84.889503,84.944023
72.335396,68.080452,89.858566
3.428062,2.483685,1.525618
24.987638,26.335558,22.977716
55.290985,62.027206,47.542824
150.97699,219.527084,157.686737
