"log2FC","logCPM","pval"
2.8551182469912,0.660432800577153,6.18971711484815e-06
0.197255624762701,-0.814360794827272,0.721659800650313
0.228662614720972,-2.86471738591373,0.696820174052391
-2.09183167768788,-4.58957635710957,0.178449868717671
-0.221011167401702,0.746870875978849,0.524680292784838
0.431290138524821,-0.591184509441543,0.405487329290944
0.408777314042393,-4.71407527738962,0.999999999999998
-1.77724607837048,-4.17550817246151,0.069502715338693
0.113661008024682,-3.92381011856953,0.929314657582817
-2.34350578065527,-4.713857444183,0.207028661730324
-0.429169459629945,-4.79226261498853,1
0.322341033407632,0.895347773674616,0.345088060691936
0.426743355965621,-3.47658819942192,0.449367013148643
0.498019589001543,-2.71809366795148,0.263986446566743
1.21535113519763,-4.28081678549217,0.473562418545924
-0.118890911828769,-1.73085813712666,0.816810106391041
0.129189213074642,0.969438169640584,0.683777262517912
0.279534581001067,0.166032187385661,0.450460061357915
0.868304603647566,-4.85833866724939,1
0.524537271145185,-4.6623727506848,0.999999999999997
-2.79485511058831,-4.64509662982394,0.0643826531632497
1.04315783504996,-1.8871290456113,0.0186480095028275
-2.13781173767296,-1.76823199689086,6.64902007968131e-05
0.540575590569426,0.264179076086643,0.137016460190734
3.40476347757579,-3.80365109113082,0.0156597619654764
1.8422862261144,-4.78500636479308,0.493098395360949
1.69191921829266,-4.79493237590357,0.494005069366698
0.172077471745322,6.9465297675,0.481263095990691
0.218969057167135,-1.76923662065369,0.638819389737866
0.0716370261638441,6.94378760739629,0.763416422432731
-0.23395838908643,-3.43547706701144,0.719599570857809
-1.91866683246881,-4.76864634805551,0.470559997432861
1.49097215299659,-4.81823746611149,0.663168121792452
-1.94543265286212,-2.04425463999378,0.200629903437147
-1.72711474261247,-4.79242007853673,0.476396404013025
-4.3689059577911,-4.18973129656361,0.00120809195111914
2.08867134885639,-4.75561397569581,0.281958302128953
-0.642610382864788,-3.0405059785231,0.386375368294341
2.62331213383362,-3.21627533160728,0.0189821822472458
-1.46467876224048,-4.81925639439503,0.651308475073426
0.178640511150142,-4.75936919578471,1
1.40949667023198,-3.28367054585303,0.141789790996949
-3.70159436823734,-4.42323597835264,0.00499575144976566
0.91170177432569,-4.45980946845664,0.567439593723167
-0.797749367002757,-4.7658051293102,0.768413380134178
-0.0351927210464793,-4.27209992271475,1
-1.23690876865224,1.89902097180849,0.000372090851007796
-1.82898770235232,-4.17596738403578,0.10346225206473
-0.516064202571321,-4.20251826906315,0.739755556531048
2.60962031205235,-4.68450963193245,0.182252875834925
1.86207435449061,-4.78372309990477,0.492098996560711
-1.85505465668912,-4.7838915903162,0.479176597818105
-1.72251113844828,-4.79330924306856,0.377314141699626
-1.87055956600913,-4.78285742217781,0.476735030173175
-0.151843596462471,2.47542102198295,0.648012143268092
-1.7880626503906,-3.57309373780569,0.0256482383951828
0.147467773120116,-4.68848166097416,1
0.154997458999546,-4.69331411313097,1
-1.02382143133733,5.62738019572998,5.42242532914258e-06
-2.3312035432674,-4.71284783899822,0.301253139274139
-1.87443615528055,-4.22579902666744,0.204621469983468
-0.449620083858674,-2.90195616997751,0.505728451064095
-0.401275718376189,3.46677064405731,0.173583998688107
0.837809186971474,-2.36649206613936,0.171157716853456
-0.0602573915265885,1.52695109863056,0.859723295692303
1.1852773775216,-1.8951339215642,0.0316057749646694
-0.410082065693261,-3.26160500755826,0.640335677352371
0.934015400063927,-1.50540354693596,0.0434278352988841
-8.25091573172926,0.800497562906169,3.64296979233545e-14
1.30912946635833,-4.04597215846662,0.35768261948046
1.82291780407359,-4.78626523640662,0.493270795920989
1.98654574762639,-4.48131202416714,0.180312108571886
-0.743168090784778,-4.03397839194652,0.542002576627078
1.3529234953564,-3.49797999078529,0.0561576993394039
3.32871398715112,-4.53722040355477,0.0269631822571471
1.39508886332685,-3.18040588881474,0.0244104852814028
0.044328639042978,-3.49733684101127,1
-1.0029590442445,-2.12457935109717,0.033175970191847
0.901442833310688,-4.28735962360502,0.570560621215172
0.415127515053717,8.0978452517349,0.177615449638048
0.233679561954675,-2.84509617454239,0.711259245355765
-0.706832170999655,-1.31448141903539,0.075702007273821
-0.58570719473288,-2.88404705514867,0.566864918425182
0.821621008769171,-4.86066571749753,0.999999999999999
0.845089229835773,-4.85948170264532,1
0.0660721976665871,5.5233937599985,0.813644001505595
-1.82870885640169,-1.94419682012174,0.0822833178903934
2.16623418486826,-3.28107573949995,0.00470635681970834
2.61077975560805,-0.0274245584256125,0.00156802702131344
-0.815157096616851,-4.86050242075564,1
0.442994223110249,-3.4406176526572,0.618480494680269
-0.773086672534593,-3.14231985851758,0.362227525264069
0.0713685202064351,-2.20404859511304,0.896090980550325
1.79442636307205,-4.78813030471462,0.491332821754475
2.2222820653985,-4.42288911270508,0.0624480917134542
0.278769446832124,-2.24034505895834,0.66858240289671
-0.067101050869794,5.0097793645269,0.747569451492099
2.18072061638428,8.24822609222438,5.81641364332171e-06
1.12055183191588,7.61726521566181,0.00028268205728234
-0.593124589038357,-3.73914153360368,0.636787309944558
-0.766992440887301,-3.41684116335081,0.46779835680496
-1.39396283361831,-3.13170562406886,0.0297250033916804
-3.22084612072252,-4.55756622169607,0.0162306792968005
-0.155397781559731,-3.94116294763317,0.944974606462917
-0.126029082577943,7.00933738974539,0.562957563177431
-1.2206764625057,-4.83305641681165,0.643606055101741
-0.787466920974145,-4.861964271617,1
-0.273910870249413,-4.72538237807709,0.99999999999999
0.887451049422759,-4.85742761464618,1
0.26743103964637,-1.65068732468788,0.55387367814779
-0.720000795086983,5.20435574544858,0.00199817636338226
-2.26875914201811,-4.7286295244226,0.304862047905424
-0.442242537518675,-1.93584221378402,0.567209399210922
0.887449605688956,-4.85742761464618,1
2.48567016036308,-4.21602998871571,0.0169967014019255
0.766553658809588,-3.27343232229328,0.373461270326915
-1.09161186130894,-2.22894809050068,0.0143064230591773
-2.47949992452357,-4.6976423520685,0.255234042492781
-1.76027591376808,-4.79035316796308,0.382573485761456
-0.235451827473137,-0.352111156861709,0.596483952777616
-0.953332541342682,-3.3588205642189,0.24420458370503
0.121438987300531,-4.48776013932142,1
1.57580837986359,-4.19058194658376,0.303219141444114
-1.2506622888524,-4.83127196082265,0.645342710816535
-1.97457752230597,-4.31071737903757,0.173625150459474
-0.438236303016277,-4.47928735026481,0.894537214978332
1.7725426672836,-4.7901250540834,0.387117033578367
-1.3435432241557,-4.8259226999156,0.647821092841847
-0.529156698244533,-4.79325744474136,0.999999999999998
0.177062114156574,-3.8518642969251,0.950336338622595
3.3822709497534,-4.5275507581057,0.0223509210860927
-1.15850451930656,-4.51958005765433,0.537080783558583
-0.632679341566443,-4.77577011108742,0.724967561742131
1.01967961042037,-3.62974925639156,0.0953792680390139
1.15897425657354,-2.86464520981586,0.0694804121562773
0.369424446184878,-4.73024761103393,1
-0.561757044171388,4.90505461218535,0.00926719540224766
-0.762942172019093,3.83505228957186,0.0018269263433231
-0.696153782468313,4.8289389820564,0.136435931985438
-0.529712993307454,2.96861670302681,0.0504052260307682
-0.449316330102364,-4.31906761844909,0.868949395735785
1.6765520952957,-4.48397486063836,0.268851611220691
-1.26886429827082,-4.83020213179428,0.646317391630793
-0.631623486692076,-4.61015197238287,0.861122633135533
-2.17077763541248,-4.74866611607978,0.379122625290087
1.73451134040411,-1.79841488633093,0.0175397733410282
-1.85505569657507,-4.7838915903162,0.479185940933226
0.0471928286389042,-4.55977459733218,1
0.125900203303318,-2.71128349859107,0.845116938739416
-0.358462293795169,-2.7021477217411,0.542585906250556
-0.627747788534529,-3.16172411390456,0.458429802571007
0.0631333055304586,5.10121415225912,0.772166764521571
-1.72237903635286,-4.79273610248439,0.477678852118826
0.516694157481293,-3.220256273296,0.44880455574547
-0.642335209221599,6.38026857491613,0.023595044033479
-0.2624148091792,0.293043456113257,0.696429392661315
-4.97965006657544,-3.91883596251292,3.22808975702697e-05
-1.5999449955767,-3.85623618660868,0.111308954462305
1.08120075735297,2.65578178520381,0.00164318309474538
0.546467013457027,-0.98399128336644,0.193521165612016
1.84228662581009,-4.78500636479308,0.493107874267107
0.553775642671842,-1.58394215295869,0.203759782531028
1.72593947475306,-3.27676527197603,0.418895650727521
0.723279692080527,-4.68036138056226,0.852898849905535
2.65444215080577,-4.68025273834061,0.276835571623158
1.4437961118195,-4.82070533085887,0.661617840484151
1.51552218917636,-1.95360109819526,0.00964513722283431
0.835414130870926,-4.55476179029804,0.565987572454183
-1.8848298435253,-2.73215305930382,0.0117348218751859
-0.583170269572543,4.74008250667372,0.0472120652884264
-0.129035295280301,-2.18828515346873,0.829883972840413
1.49097278783966,-4.81823746611149,0.663171777145623
-1.62966600927001,-4.79906808098052,0.47873398822238
-1.34354992899086,-4.8259226999156,0.647737613791479
-1.87055822122305,-4.78285742217781,0.476725088255642
-3.18209548791373,-4.56969522476381,0.0344128925062704
0.189243032969617,-3.34964625516905,0.788129128288593
-0.231112626235381,-0.562872961657578,0.621858261684943
-0.655850400492417,-1.96366398805172,0.206692926924444
-0.18815909872691,6.56088199005226,0.350370950519799
0.162710548667655,-4.5679951829986,1
-0.639317010214937,-4.69247843537245,0.78212253970288
-0.180080892359933,6.82175042905577,0.329756543576451
-0.760990765279912,-4.77144506249763,1
-0.0751735669677991,-4.2403649376378,1
-0.257142985556292,-4.72245009202125,1
-0.0459934677193124,-0.628959133619668,0.914277036579644
-0.33683045355241,7.59209064130075,0.0763800911851196
0.0644323059751649,-4.70583857038247,1
-0.77513043147079,-4.8626260722241,1
0.00946706481319645,-0.365208837910382,0.992766208639861
-0.325253125158334,-4.09002085467829,0.730472560971515
-0.604177695151529,-3.32681806831527,0.358530781852047
-0.828607756835932,-1.45539010515621,0.0884549502571182
-0.045780586955445,-2.62837464082915,0.972751854289032
-0.635764755894852,-4.45475121007205,0.545214474519492
0.868304417596086,-4.85833866724939,1
-0.980631122876173,1.2123276455406,0.0154618500541743
2.56053528065783,-4.68991505588235,0.183166638341028
-1.62966876510869,-4.79906808098052,0.478718438377999
3.59605861937271,-4.4714116317292,0.034140682742632
0.136430446748548,-1.56141276585117,0.782106934020308
1.8229171476619,-4.78626523640662,0.493235307144084
-0.161662880820751,-3.37514537034117,0.901284219993539
0.542874663528993,1.04351400188863,0.269446307157496
0.862678699575734,0.0998335245783404,0.0225137456500214
