"gene.name","SRR3396381.amphotericin_B","SRR3396382.amphotericin_B","SRR3396384.amphotericin_B","SRR3396385.control","SRR3396386.control","SRR3396387.control","amphotericin_B.average","control.average","amphotericin_B.control.average","log2FC","logCPM","pval"
"MNR2",127.503410084106,122.176570840654,108.749097568136,113.072294898134,114.59292774,119.463252110101,119.476359497632,115.709491582745,117.592925540189,-0.0458836708987505,6.87862078449806,0.663003785933818
"YKL063C",64.8373776427692,70.2493260601453,62.7126727085085,81.7049903048554,72.2354141872932,70.7850890152916,65.9331254704743,74.9084978358134,70.4208116531439,0.183988083805262,6.13979428068282,0.101257901013723
"YKL068W-A",34.4890412227503,33.2968592485704,38.5092406684873,71.9992139187495,59.5525502444483,58.4653069974695,35.4317137132693,63.3390237202224,49.3853687167459,0.837366693297319,5.62928346841592,3.04511158813088e-10
"NUP100",100.740318066452,97.9526653026728,100.514940276171,105.572376781598,123.414022213068,116.673057576448,99.7359745484318,115.219818857038,107.477896702735,0.208371585999911,6.74919771686583,0.0393296500955248
"tV(AAC)K1",0,0,0.0831733059794543,0.0882343307827812,0,0.128778209245527,0.0277244353264848,0.0723375133427696,0.0500309743346272,1.11424039638215,-2.85172326310395,0.477369084711814
"YKL066W",35.7009548235497,42.1936391007017,35.0991351233297,40.5877921600794,33.6583696944732,31.8940698231423,37.6645763491937,35.3800772258983,36.522326787546,-0.0905822424857983,5.19400371373941,0.575119763485403
"YKL065W-A",4.09020840269805,5.68160693527194,6.07165133650016,9.30872189758342,7.72353893955302,5.45161085806066,5.28115555815672,7.49462389839903,6.38788972827788,0.50117531945482,2.69948247762312,0.061904502998895
"YET1",315.198529007917,361.993235666667,315.47634958007,250.056093438402,234.226480893182,257.6851967003,330.889371418218,247.322590343961,289.10598088109,-0.420010455048901,8.17582737318812,0.000109112292979009
"YNK1",248.694770164048,256.112746733382,247.939625124753,215.335884275378,217.92574871023,235.835827198309,250.915714007395,223.032486727972,236.974100367683,-0.169955198049515,7.88908486740084,0.0980601001960514
"PXA1",23.177847615289,18.5863420673237,20.2942866589868,22.8526916727403,23.1706168186591,21.9352216414882,20.6861587805332,22.6528433776292,21.6695010790812,0.132027747105645,4.44317307127627,0.42281816933138
"IRC16",48.98150803231,46.8182028852253,51.6506230132411,52.852364138886,49.9184516724795,56.490707789038,49.1501113102588,53.0871745334678,51.1186429218633,0.110883796969068,5.67834613545972,0.339455068689716
"MGE1",183.352428520946,195.993417534575,190.757977263878,219.21819482982,199.836407509698,207.848029722281,190.034607773133,208.9675440206,199.501075896866,0.136885645252568,7.64092301585248,0.180983596694648
"YPL150W",77.4614776510965,78.3092800846008,74.6896287695499,71.7786280917925,75.1215787383894,74.6913613624059,76.8201288350824,73.8638560641959,75.3419924496392,-0.0564284364547364,6.23701050651304,0.561111147915666
"GLN1",3218.64053812314,3234.33182396663,3912.55548657951,1053.95908120032,864.182706926093,1132.43264603542,3455.17594955642,1016.85814472061,2236.01704713852,-1.76465742972707,11.1267448994813,3.51086005052687e-37
"POC4",35.8524440236496,30.8744686947723,37.6359209557031,36.1319584555489,31.6665096521674,40.6939141215867,34.7876112247083,36.1641274097677,35.475869317238,0.0557700156060679,5.15226839374467,0.731214848388029
"HTS1",340.244743424438,301.609645680172,324.542239931831,270.791161172356,292.844076423894,280.43601366701,322.132209678814,281.35708375442,301.744646716617,-0.195153314033412,8.23755819412625,0.0639635372431222
"IRC13",1.0604244006995,8.80869292290223,5.28150492969535,4.67641953148741,3.21136619065626,12.1910038085766,5.05020741776569,6.69292984357342,5.87156863066956,0.403775084631586,2.58312859572644,0.507249328442568
"YOR238W",35.2464872232499,40.2997701222777,37.4695743437442,35.0290293207641,39.6339498213905,42.5397351207726,37.6719438964239,39.0675714209757,38.3697576586998,0.05227156625939,5.26546635924085,0.724874986449284
"HES1",13.0785676086271,9.99786646749403,13.557248874651,14.8233675715072,13.9836705010855,13.4787859010319,12.2112276502574,14.0952746578749,13.1532511540661,0.207069344734857,3.7272685177831,0.293178276715407
"YPL142C",191.886320126575,177.627292790323,181.692086912118,218.027031364252,171.869066507527,172.004761482276,183.735233276339,187.300286451352,185.517759863845,0.02770743776678,7.53603909945009,0.814773052954073
"RPL33A",961.148478234009,849.554388949306,910.789287128014,915.078244548224,1024.54776543418,961.028849529623,907.16405143711,966.884953170676,937.024502303893,0.0920131849412211,9.87207945018707,0.411402142090699
"UBA3",19.7440924130239,23.2549493164619,18.6308205393978,20.8674192301278,20.7316045219581,20.6474395490329,20.5432874229612,20.7488211003729,20.6460542616671,0.0143278124842849,4.37393044484641,0.935613902666661
"YPR071W",22.4708980148226,22.2419496303281,23.163765715278,24.6614954537874,25.7315797301951,25.1976029423749,22.6255377868096,25.1968927087858,23.9112152477977,0.155211964816613,4.58526963744884,0.302603344492382
"HOS2",38.4277604253484,40.3878570515067,40.8380932359121,33.1319912089344,30.8535055532671,34.8559686357894,39.8845702375891,32.9471551326636,36.4158626851263,-0.27601931517872,5.18969834220915,0.0565222736219284
"YGL193C",23.834300815722,22.3300365595572,19.2962069872334,18.3086236374271,18.1706416104221,14.5948637144931,21.8201814541708,17.0247096541141,19.4224455541425,-0.356987092120099,4.28470042596642,0.0445230148171218
"GCN1",231.32400855259,191.500984143894,168.134838037467,178.100996685044,216.340390717375,180.160714734493,196.98661024465,191.534034045637,194.260322145144,-0.0401263710069581,7.60239135437496,0.759188954705939
"YGL194C-A",12.5231072082607,10.6585184367117,11.9353694080517,15.0439533984642,13.2113166071302,13.9509726682655,11.7056650176747,14.0687475579533,12.887206287814,0.265515696982072,3.69779803509094,0.152097506187444
"MDS3",152.246646100428,150.232257800098,140.729233717237,108.572344028212,121.340861760872,128.091392129551,147.736045872587,119.334865972879,133.535455922733,-0.307787711483146,7.06188818898223,0.00314998295061702
"DSD1",59.7877376394382,69.104195980168,61.2987265068578,61.6757972171641,66.1378834455409,63.9598439252786,63.3968867088213,63.9245081959945,63.6606974524079,0.0118237999463629,5.99442234783216,0.918955227712267
"YGL199C",4.69616520309777,5.1530853598978,2.95265236227063,2.99996724661456,3.13006578076622,3.47701164962924,4.26730097508873,3.20234822567001,3.73482460037937,-0.41052488984332,1.92798477648659,0.142502095534443
"YIP4",111.193072873347,129.928220612808,121.349853424024,134.380885782176,117.682343315821,132.72740766239,120.823715636726,128.263545586796,124.543630611761,0.0858484439648903,6.96158686777692,0.427527040810421
"IME4",97.2560664641537,98.5252303426614,98.5187809326636,86.6019956632998,88.2922451405745,93.922240609738,98.1000259131596,89.6054938045374,93.8527598588485,-0.130706689184138,6.55361906248507,0.153373373258029
"COX13",102.810670467818,112.046573979316,108.333231038239,117.528128602665,102.763718101,99.3738514677987,107.730158495124,106.555232723821,107.142695609473,-0.0161125401577061,6.74457646182984,0.879700594398979
"NMA111",101.598756867018,89.3641897028431,91.2827033124511,133.277956647391,146.259437392167,132.684481592642,94.0818832941042,137.4072918774,115.744587585752,0.546906687561132,6.85607576229468,1.58630265065662e-07
"YLL067W-A",16.8657976111253,12.3321700920631,10.6877698183599,13.6322041059397,12.6015635329549,13.0065991337983,13.2952458405161,13.0801222575643,13.1876840490402,-0.0212504623058054,3.72822451755285,0.92254347235285
"YLL047W",1.16141720076611,0.924912756904734,1.03966632474318,0.264702992348344,0.975604918680381,1.07315174371273,1.04199876080468,0.771153218247151,0.906575989525913,-0.422258380791439,-0.0112509225908969,0.33759296541052
"RNP1",0.252482000166547,0.264260787687067,0.706973100825361,0.74999181165364,0.487802459340191,1.07315174371273,0.407905296226325,0.77031533823552,0.589110317230922,0.879169337594555,-0.547788497485487,0.0623261995357857
"LDB18",47.2141340311442,49.6810280851686,44.3729587400389,47.1171326380052,45.2436781038027,47.3903810023541,47.0893736187839,46.5837305813873,46.8365521000856,-0.0154953929751975,5.55216101165125,0.899997837812881
"YBT1",260.258445771676,239.332186715254,237.917241754229,174.218686130602,192.8852224641,183.637726384122,245.835958080386,183.580544992941,214.708251536664,-0.421099787505485,7.74669925919559,5.85992768510144e-05
"FRE6",100.083864866019,106.497097437888,104.049805780297,88.1019792866071,90.4060557977154,92.5486063777857,103.543589361401,90.3522138207027,96.9479015910521,-0.196743921089927,6.60038903391374,0.0311885267107409
"COF1",784.663560117593,855.147908955348,846.662668217855,732.741999985607,706.216010509761,773.95703756562,828.824712430266,737.638349353663,783.231530891964,-0.168185659505796,9.61345268132762,0.124148594765806
"YAP3",31.3077680206518,27.659295777913,29.9839768055933,35.2937323131125,39.0241967472153,33.8257429618252,29.6503468680527,36.047890674051,32.8491187710518,0.282309587752846,5.04196989577051,0.0643001564037566
"tV(AAC)H",0.0504964000333093,0.132130393843533,0,0,0,0.0429260697485091,0.0608755979589476,0.0143086899161697,0.0375921439375587,-1.74111647461495,-3.01128657190798,0.393796802949423
"YHL009W-A",14.0884956092933,10.2180837905666,10.7293564713496,16.1909996986404,18.0893412005321,16.6982411321701,11.6786452904032,16.9928606771142,14.3357529837587,0.543267512100318,3.85085812135307,0.00595150518846737
"STE20",134.471913288703,124.114483283692,125.716451987945,158.910029739789,168.373148882256,150.412948398776,128.100949520113,159.232042340274,143.666495930194,0.314080743780271,7.16754163122117,0.00180431199990188
"YBL044W",1.46439560096597,1.93791244303849,1.45553285464045,1.72056945026423,1.0162551236254,0.815595325221674,1.6192802995483,1.18413996637044,1.40171013295937,-0.454735251675403,0.568890457092027,0.208120527991303
"SRB8",27.7730200183201,27.5271653840695,26.2827646895076,25.8085417539635,30.9348059631571,27.7731671272854,27.194316697299,28.172171614802,27.6832441560505,0.0515362969130411,4.7956375203911,0.736459205041183
"YHL005C",3.13077680206518,2.99495559378676,3.61803881010626,2.95585008122317,2.52031270659099,3.39115951013222,3.2479237353194,2.95577409931546,3.10184891731743,-0.138553396596923,1.67278107591848,0.611763283969248
"PAT1",185.927744922645,180.402031061038,183.355553031707,190.321451498459,190.730761602015,207.418769024796,183.22844300513,196.156994041757,189.692718523443,0.0983861261241684,7.56820027879849,0.333502779094685
"RRT1",7.97843120526287,5.24117228912683,6.52910451938716,5.38229417774965,6.09753074175238,6.35305832277935,6.58290267125895,5.9442944140938,6.26359854267637,-0.144168731793903,2.66412304485456,0.543865107284161
"YCR075W-A",22.9253656151224,25.765426799489,26.7402178723946,28.4555716774469,24.7153246065697,26.8717196625667,25.1436700956687,26.6808719821944,25.9122710389316,0.0845247638219414,4.70082170063384,0.583950365083217
"FUB1",64.6858884426692,75.8428460661882,70.0735102876902,95.2489600800123,70.8533072191627,64.5178828320092,70.2007482655159,76.8733833770614,73.5370658212887,0.130530997825332,6.20219659812895,0.346563490176051
"SOL2",69.0790752455671,66.4615881032973,62.0056996076832,57.1758463472422,59.9997024988435,63.230100739554,65.8487876521825,60.1352165285466,62.9920020903646,-0.130516187924144,5.97889534977133,0.244128057744148
"SAS3",69.6850320459668,72.8038470077869,77.5591078258411,95.6460145685349,92.2353150202411,88.2130733331863,73.349328959865,92.0314676406541,82.6903983002595,0.326805785574151,6.37142906578137,0.000441324591760693
"TUP1",252.027532566247,226.60362544166,251.141797404962,219.924069476082,255.486538079425,279.491640132543,243.25765180429,251.634082562683,247.445867183487,0.0489084930029632,7.95149109913144,0.674389878847113
"SEC17",172.899673714051,185.467029491706,184.35363270346,162.218817144143,153.57647428227,172.648652528504,180.906778636406,162.814647984972,171.860713310689,-0.152178578375773,7.42580992179827,0.135742088230307
"YVH1",33.5801060221507,22.2419496303281,31.9801361491002,42.8377675950403,48.4143940895139,33.2677040550946,29.267397267193,41.5066219132163,35.3870095902046,0.504538188190573,5.14925718092147,0.0100759075462093
"MTR10",79.4308372523955,76.5034980354059,77.0600679899644,74.4697751806674,73.0077680812485,74.2621006649208,77.6648010925886,73.9132146422789,75.7890078674338,-0.0713052274262474,6.24549402855736,0.457867834989377
"PET123",95.0342248626881,95.3981443550311,100.348593664212,106.498837254817,100.975109083419,106.284948697309,96.9269876273103,104.586298345182,100.756642986246,0.109466355283465,6.65605089031693,0.231762069103325
"SME1",39.6396740261478,49.0203761159509,48.6979706509705,52.1464894926237,59.3492992197232,47.8196416998392,45.7860069310231,53.1051434707287,49.4455752008759,0.213331453171491,5.63091455790407,0.119762136452603
"SMA1",1.00992800066619,1.5855647261224,1.03966632474318,1.63233511948145,0.934954713735366,1.07315174371273,1.21171968384392,1.21348052564318,1.21260010474355,-0.00532165840524413,0.377341733456025,1
"APL5",124.170647681908,130.192481400495,132.869356302178,122.601602622675,128.69854885592,139.338022403661,129.077495128194,130.212724627419,129.645109877806,0.0124941930238373,7.01944703821678,0.902475383523304
"DDC1",21.6629556142897,20.0397763996026,21.9993394315657,20.8233020647364,26.6258842389854,18.629914270853,21.2340238151526,22.0263668581916,21.6301953366721,0.0533900714910134,4.44125057139982,0.771594737474816
"DBP5",176.434421716383,168.950730261265,191.464950364704,176.865716054085,206.096539071231,200.593523934783,178.950034114117,194.518593020033,186.734313567075,0.120335852105954,7.54559434719813,0.270395536614656
"PNS1",687.10451525324,729.844252127064,622.884888480133,409.980817982193,395.079341860609,477.981786649649,679.944551953479,427.680648830817,553.812600392148,-0.668870956578636,9.11341118182002,2.19102288062835e-08
"DAL3",95.337203262888,130.897176834327,157.280721607148,38.2495823943357,29.6339994049166,35.328155403023,127.838367234788,34.4039124007584,81.1211398177731,-1.8943537693604,6.34325099336009,1.15883231308563e-32
"YIR030W-A",5.60510040369733,6.56247622756216,4.4497718699008,4.27936504296489,2.52031270659099,2.40385990591651,5.53911616705343,3.06784588515746,4.30348102610545,-0.852568025785386,2.12636518595575,0.00425164273809389
"CAB2",58.3233420384723,61.0001984910979,61.3403131598475,57.0876120164595,57.3574391774174,52.5844354419237,60.2212845631392,55.6764955452669,57.9488900542031,-0.113374209898574,5.85887662071977,0.316481252602229
"tE(CUC)I",0,0,0,0,0.0406502049450159,0,0,0.0135500683150053,0.00677503415750265,1.84224485636418,-3.39906874081338,1
"DAL7",79.3298444523289,75.5785852785011,90.6589035176052,59.6022904437687,49.5932500329194,55.8038906730619,81.8557777494784,54.99981038325,68.4277940663642,-0.574153790516004,6.09803797345395,1.55801679729027e-06
"LYS12",834.20052855027,895.183418289939,1068.65222187702,427.098278154053,422.843431838055,426.470502951438,932.678722905742,425.470737647849,679.074730276796,-1.13236465801078,9.40756975090253,6.81511196536609e-21
"PRK1",59.8382340394715,64.2594148725718,59.0946338984023,51.617083507927,54.2680236015962,56.1902253007985,61.0640942701485,54.0251108034406,57.5446025367945,-0.176658312624154,5.84869043479633,0.119760920868603
"YIL092W",24.2382720159885,28.7163389286613,27.7798841971377,25.8967760847463,26.0974315747002,27.4726846390459,26.9114983805958,26.4889640994974,26.7002312400466,-0.0236150214318176,4.74386015271985,0.881544807764605
"RSM25",64.2819172424028,68.3995005463358,65.998018294697,68.1169033643071,67.7232414383965,64.2603264135182,66.2264786944785,66.7001570720739,66.4633178832762,0.0101329455432468,6.05643706816568,0.926602749686983
"ICE2",73.7247440486316,72.2753254324128,75.2302552584164,73.5874318728395,81.1784592751967,71.6865364800103,73.7434415798203,75.4841425426822,74.6137920612512,0.0337867732101014,6.22313722407926,0.740260800474822
"UTP25",45.8507312302449,34.7062501162348,50.7357166474671,78.263851404327,83.4955209570627,66.4924820404407,43.7642326646489,76.0839514672768,59.9240920659628,0.797779029015415,5.90784828642205,9.87890997607081e-08
"YIL089W",18.2292004120247,18.0578204919496,19.5457269051718,21.2203565532589,18.1299914054771,16.5694629229245,18.610915936382,18.6399369605535,18.6254264484677,0.00166168679616206,4.22598839992315,0.996262155039596
"PNO1",95.2362104628214,81.5244530014601,111.701749930407,146.160168941677,159.186202564682,118.733508924376,96.1541377982295,141.359960143579,118.757048970904,0.555819588306263,6.89324247315344,5.14106001583242e-05
"YDR286C",26.9145812177539,25.1488182948859,26.9897377903329,20.6909505685622,22.6015139494288,24.9400465238838,26.3510457676575,22.7441703472916,24.5476080574746,-0.212124498041464,4.62227875938579,0.175561402963882
"UBC11",4.898150803231,3.87582488607698,6.23799794845907,6.30875465096886,4.99997520823695,4.37845911434793,5.00399121258902,5.22906299118458,5.1165271018868,0.0613351249790995,2.38072728533468,0.814519473194451
"KRE5",72.159355647599,72.5395862200999,68.7843240450087,66.8816227333482,68.5362455372968,67.6514859236504,71.1610886375692,67.6897847314318,69.4254366845005,-0.0719554454413716,6.11913035537793,0.489553816867104
"TEA1",67.9681544448343,52.2355490328102,62.7542593614983,35.8231382978092,46.056682202703,33.6111126130827,60.9859876130476,38.4969777045316,49.7414826587896,-0.662945968364522,5.63818898456673,1.39983748686316e-05
"YDR282C",24.4402576161217,27.0867307379244,25.451031629713,29.029094827535,23.8616703027243,23.523486222183,25.6593399945864,25.4714171174808,25.5653785560336,-0.0112200670729906,4.68101530882013,0.949214319792045
"SNC2",112.404986474147,113.896399493126,109.580830627931,122.601602622675,120.283956432302,118.475952505885,111.960738865068,120.453837186954,116.207288026011,0.105517493428637,6.86167156478792,0.276407797700054
"RRP45",64.6353920426359,71.3944561401226,70.7388967355259,92.5578129911375,87.072738992224,82.7614624751256,68.9229149727614,87.4640048194957,78.1934598961286,0.343181041742629,6.29085972104502,0.000640376999564723
"YOR325W",1.56538840103259,3.30325984608834,3.49327885113708,3.17643590818012,2.72356373131606,2.48971204541353,2.78730903275267,2.79657056163657,2.79193979719462,-0.003598698169833,1.53405891672283,1
"PRO2",295.10096179466,268.048525643915,269.024058190545,203.777186942833,217.51924666078,234.805601524345,277.391181876373,218.700678375986,248.04593012618,-0.342836786158008,7.95487377388923,0.00142429722886984
"LDS1",0,0,0.332693223917817,0,0,0,0.110897741305939,0,0.0554488706529695,-4.48371731605883,-2.77860098366085,0.0166567808464185
"PSK1",131.139150886504,146.752824095551,125.425345417017,101.337128904024,105.040129577921,117.746209320161,134.439106799691,108.041155934035,121.240131366863,-0.315349046703247,6.92264145893521,0.00405505817065607
"YAL016C-B",1.91886320126575,4.14008567376405,3.03582566825008,2.07350677339536,2.19511106703086,1.97459920843142,3.03159151442663,2.08107234961921,2.55633193202292,-0.546542927343666,1.40608766710091,0.0845740590067735
"DEP1",72.2603484476656,69.5005871616986,75.3966018703753,54.661167919933,66.1378834455409,74.2191745951723,72.3858458265798,65.0060753202154,68.6959605733976,-0.155038523392059,6.10396332113367,0.217497894133627
"YAL016C-A",11.917150407861,13.697517495113,10.6461831653701,12.5733921365463,12.9674153774601,11.7617431110915,12.0869503561147,12.4341835416993,12.260566948907,0.0412858905610439,3.62621453655841,0.835235135075934
"TPD3",199.864751331838,182.339943504076,176.452168635412,190.98320897933,187.275494181688,203.984683444915,186.218954490442,194.081128868645,190.150041679543,0.0598342328644318,7.57161685342932,0.570217892012704
"NTG1",52.2637740344751,60.7359377034109,58.8867006334536,53.5141216197568,51.3818590505001,54.9882953478402,57.2954707904466,53.294758672699,55.2951147315728,-0.105022265413505,5.79143743466013,0.377147705885556
"SYN8",62.8680180414701,55.0543307681389,56.8073679839673,58.1464239858528,55.4468795450017,65.0329956689914,58.2432389311921,59.542099733282,58.892669332237,0.0321663152995564,5.88199638092765,0.792741941345105
"CYS3",189.159514524777,177.627292790323,176.285822023453,262.982422898079,269.673459605235,273.82539892574,181.024209779518,268.827093809685,224.925651794601,0.570614999057246,7.81396784303567,2.22481521203922e-08
"SWC3",43.5278968287126,43.514943039137,50.2782634645801,41.9554242872125,45.5688797433628,47.9054938393362,45.7737011108099,45.1432659566372,45.4584835337235,-0.0204010762836493,5.50946054424139,0.878186490937565
"YBL094C",7.22098520476323,7.00291087370727,6.98655770227416,6.66169197409998,4.87802459340191,6.95402329925848,7.07015126024822,6.16457995558679,6.61736560791751,-0.198513388911583,2.74304699131724,0.378796279260603
"ROX3",80.8447364533282,73.9049336231497,83.4228258973926,77.2932737657163,72.4386652120183,67.6085598539019,79.3908319912902,72.4468329438789,75.9188324675845,-0.132114699512148,6.24795215385515,0.204703992528623
"YJL169W",8.43289880556265,7.53143244908141,9.1906503107297,9.92636221306289,8.04874057911315,8.62814001945034,8.38499385512459,8.86774760387546,8.62637072950002,0.0797111814565136,3.12340006664325,0.715018700609928
"NAT2",83.7230312552268,96.9837090811535,99.3505139924581,114.704630017616,100.040154369684,90.7886375180968,93.3524181096128,101.844473968466,97.5984460390392,0.125031435745536,6.61023684356612,0.262487924708582
"JJJ2",24.9957180164881,27.1748176671534,24.1202587340417,29.2937978198834,30.2437524790918,24.8541943843868,25.4302648058944,28.1305815611207,26.7804231835075,0.145705303303897,4.74811015632722,0.350130128042674
"BRN1",15.9568624105257,14.3141259997161,13.0582090387743,16.5880541871629,19.2275469389925,16.526536853176,14.4430658163387,17.4473793264438,15.9452225713913,0.274174913231489,4.00320260279205,0.129881179956985
"YJL163C",81.4001968536946,99.8024908164823,88.8706774390469,68.9992466721349,53.2517684779708,60.4828322756494,90.0244550364079,60.9112824752517,75.4678687558298,-0.564192705932741,6.23918947929065,3.43354054348232e-06
