"gene.name","SRR975555.primary_colorectal_cancer","SRR975556.primary_colorectal_cancer","SRR975558.primary_colorectal_cancer","SRR975559.primary_colorectal_cancer","SRR975560.primary_colorectal_cancer","SRR975562.primary_colorectal_cancer","SRR975564.primary_colorectal_cancer","SRR975565.primary_colorectal_cancer","SRR975567.primary_colorectal_cancer","SRR975568.primary_colorectal_cancer","SRR975569.normal_colon","SRR975572.normal_colon","SRR975574.normal_colon","SRR975575.normal_colon","SRR975576.normal_colon","SRR975577.normal_colon","SRR975580.normal_colon","SRR975582.normal_colon","SRR975585.normal_colon","SRR975586.normal_colon","primary_colorectal_cancer.average","normal_colon.average","primary_colorectal_cancer.normal_colon.average","fc","log2FC","pval","qval"
"ADCY5",1.84071909370576,2.25634788353479,4.54424730627246,8.42250048126974,3.35075114314494,1.99883846477186,2.09850946972667,3.63563647811173,11.4679286667211,1.79445229805075,7.94404161200044,10.2009610241751,5.70459351655233,10.2599882648916,5.83968902891212,7.29669968104105,5.28271449814875,8.09783923445497,8.85108121441795,5.36905098175977,4.14099312853098,7.48466590563541,5.8128295170832,2.1923837406424,1.13250034039144,2.74885597778551e-05,0.00252693624312091
"SLC7A14",0.94358643481506,0.934085569331564,1.01709123245978,7.61250958309836,1.73726184483331,3.02472190562282,8.74955648067673,1.81713055150108,2.14213926049096,7.21279892386797,0.867577287112291,0.714700346823686,0.775106332061702,0.729927933488141,0.858232592055067,0.729334942278985,1.19954400812738,0.461853956211644,0.70787729905457,1.08608023544535,3.51908817866976,0.813023493265882,2.16605583596782,0.485457958283379,-1.04258173436619,0.00457786925561632,0.0382028621595613
"ADAM15",8.13082102737995,3.23648569839933,2.73624923294019,12.4087815206403,3.65067315101095,14.4399044401853,8.88091959161752,1.68478179928391,5.43135709561921,14.2345274144903,2.30862065690817,3.31744891112047,1.0621703399326,2.82833414258635,2.64545844144903,0.812355440185341,5.0144294930497,0.906123387531592,3.7536889269166,3.36437159730413,7.4834500971567,2.6013001336984,5.04237511542755,0.430594375126368,-1.21559862124914,0.00347034290373904,0.0323629449961157
"HTRA3",2.83657936838452,1.34395169616519,11.1341065729655,18.5375023777546,11.9553596680548,20.0709154613916,2.74227008988374,4.4653754870727,16.0415245393024,1.8287293053965,1.11205272514315,1.34307610012146,1.47793540239459,0.86296031598126,1.34019099809127,2.15619038018393,2.6989802134305,1.42293365434669,1.74968879507201,1.45546605465903,9.09563145663717,1.56194746394239,5.32878946028978,0.351094159455098,-1.51007009808553,0.00246486048906935,0.0261316689919512
"C4orf19",5.44343689532047,6.17812600809492,4.34442006198714,0.746549375027722,3.90531558893324,1.57617503005101,3.19181599611887,2.8026236829674,3.32228737669106,1.66878735329341,8.47443272510534,7.5030956506986,7.45621806719894,8.10023175016633,5.51013431437126,6.31083990141938,6.05053854213795,7.56336090718563,8.61293030394766,5.8236509906853,3.31795373684853,7.14054331529164,5.22924852607008,2.01707159850764,1.01226229514502,0.00035169751255637,0.0086381802866067
"UGDH",8.66323123546512,16.4867205936353,15.4774056940024,5.42448585296818,11.4680321542228,4.1425623375153,9.82175256074051,9.46704800887393,12.4324449121787,4.07375706334149,33.1326995852203,27.6545953133415,25.7043687014994,21.3681151173501,23.8211464101897,26.785880998623,12.5445012700428,29.5032207414321,25.2974539210526,16.1517263880049,9.74574404129437,24.1963708446756,16.971057442985,2.68058043761268,1.42254542747279,1.67665292902797e-05,0.0019700046299314
"RBM47",12.3924563583239,16.4794196229845,13.4555955882715,6.97367323159084,10.2758924901921,3.20980169754545,16.5481517635822,19.8581899098285,19.2391607556742,10.3796437687173,22.3990262950601,19.2884832242991,38.5475444131663,21.3646389247201,18.4367081111225,23.2956056295574,23.5119577892575,20.9005388931909,25.5650981619595,15.6523419305741,12.881198518671,22.8961943372907,17.8886964279809,2.00745669222409,1.00536886416227,0.000695059149018906,0.0126522164283565
"CWH43",1.05393343695186,4.36859317969207,1.1667764607289,0.0291519508867667,0.987443541220035,0.102266413954395,0.00705056908984603,0.299418210875073,3.098230376145,0.305754765152992,10.6372377860066,6.95771760085753,5.64549966965504,8.7539162288053,8.03096408399922,6.65552741960631,4.47540435392711,9.17216999415319,8.85589698889105,5.62465246150848,1.14186189046969,7.48089865874099,4.31138027460534,4.77280404886663,2.25483710665379,9.86503274624795e-07,0.000630020909452387
"SDAD1",48.6175715483212,35.9180132868613,30.539687500438,5.04252111459854,25.1489763367883,8.06864822452555,16.4654538621898,12.1181282027737,25.9338552065693,20.2472207776642,82.3318764962044,75.8244866810219,49.1904730675912,82.3846089230657,45.8144227391241,40.5522605354744,38.0378655959124,45.3721731150365,78.1094113729927,45.2591013981022,22.810007606073,58.2876679924526,40.5488377992628,2.87339751522573,1.52275759383582,0.000485734599552701,0.0104244518861669
"FAM13A",0.140671814865233,0.222380823668209,0.189635117705781,0.167172591342227,0.380627054542154,0.0413842700789545,0.0545548908249387,0.235734906252836,0.873574590979218,0.0958775859878392,3.44451318549778,2.86766221517379,1.51492121199746,2.94535019239495,1.37927530901171,4.27947659152373,1.61176940430166,3.20688282502949,4.52055765976949,1.97199863780742,0.240161364624739,2.77424072325075,1.50720104393774,3.12570082835029,1.64417969960746,1.09942021042642e-08,5.76994050101957e-05
"PTGER4",9.92704250621762,13.2997006717617,13.1622979953368,4.31376816917098,14.5387756227979,3.34132910103627,3.81120714378238,6.5773167484456,9.15359855621762,7.41011155725389,23.4686216735751,15.9598128044041,22.457756434456,13.9136671126943,13.8207126559586,21.5297586484456,13.2081421474093,24.0619016948187,19.171513838601,9.50691780362694,8.55351480720207,17.709880481399,13.1316976443005,2.16367722584202,1.11348529611071,0.000645579021103071,0.0121874327311239
"SEPP1",46.7345995405325,57.0513364053246,101.457280694885,21.128473017948,92.781646099312,31.9184698800479,11.7280695432246,18.0419829350882,120.233296860006,41.641065756207,298.538514332336,221.907525261741,129.578622931798,186.817283352378,98.6996499123542,149.986155962608,143.968978075082,132.832790194735,310.807320194735,81.7864921169608,54.2716220732575,175.492333233473,114.881977653365,4.05341910788175,2.01913935219269,0.000157614078734492,0.0057112885216
"LINC01033",2.72939676923077,3.05006839524703,2.49623318261413,1.35782341463415,3.52214589555972,0.830245744840525,1.21472677235772,0.803258544090056,3.78407653658537,3.29617285115697,7.05172727767355,5.03833675109443,21.322068108818,5.25027472545341,4.94020621513446,5.7496250481551,3.44567981550969,3.57739113508443,8.25924918136335,0.641764711694809,2.30841481063164,6.52763229699812,4.41802355381488,2.14724366925695,1.10248591755041,0.00726415613191445,0.0515182460445617
"H2AFY",6.09153441736304,2.61335740947075,12.6096275622098,22.5110161597029,5.71674886536676,26.5928189763231,3.82731298050139,12.2902583249768,11.7896449582173,14.4371422024141,1.58508034354689,1.44114477808728,1.60632116063138,1.17291291736305,1.12126771959146,1.91695605199629,4.67166582915506,1.84734198328691,1.37805026183844,3.31379388022284,11.8479461856546,2.00545349257196,6.92669983911328,0.278226463964302,-1.84566844418674,8.03576129988492e-05,0.00409446743644137
"AFAP1L1",6.73206044690392,21.6465348597153,14.6968150481139,1.45786641466192,36.794451413879,14.2092963419217,1.12105057046263,4.16553947345196,28.1096011086121,8.80735872199288,156.878936661851,137.290938045979,128.330862731317,141.438880762491,108.797506632242,142.240240400071,69.3924772680427,140.354416517651,151.991488657651,13.3223154991459,13.7740574399715,119.003806317644,66.3889318788078,10.3047907762598,3.36524330824423,3.43598057006567e-05,0.00270488980426994
"TCOF1",0.77257480595428,2.78460887506645,6.01412864540138,4.69846044497608,5.17376669643807,1.38628734077618,1.07344294736842,1.63326711855396,4.30180737267411,1.58389476196172,7.95816488357257,6.97777191919192,5.02980737054758,6.87732984582669,7.97197258904838,8.61265590005316,4.75334609675704,9.89219895055821,11.4810132280702,12.2629194704944,2.94222390091707,8.18171802541202,5.56197096316454,2.7119048410662,1.43930655615475,5.10373163192801e-05,0.00332735828898098
"TNIP1",53.9880279726904,37.6774098842072,194.074206232522,429.073906782928,154.879109603152,383.670817806336,207.748186183677,136.80031132397,199.696645751873,62.5392436064295,32.5480172791823,26.7070992201935,22.6243142833958,26.3630183459738,27.1219751142322,37.1792246991261,48.1084039605181,40.4131408745318,32.12324303402,87.6219730951935,186.014786514778,38.0810409906367,112.047913752708,0.257766745595773,-1.95586194080229,0.000332299185512142,0.00835764301325226
"IRF4",0.758399466398096,1.39521560465116,2.20686380095221,0.366864568943417,1.30507536110602,0.239950665812122,0.584794137520601,0.360020080205091,2.09570044460721,5.39004891210401,7.72089471140817,10.1865806879692,6.59535790148324,6.47450167917964,5.21616204870903,8.43287330653726,2.4893974279436,4.57956541018129,6.76710606006226,2.44181642299945,1.47029330422999,6.09042556564732,3.78035943493866,3.38617835140969,1.75965796257731,1.57535558800159e-05,0.00193058046056166
"FOXQ1",15.650935,0.441949,18.452879,47.589497,12.462255,12.275105,2.326411,2.871217,62.046173,24.589815,0.233855,0.210649,0.295502,0.29612,0.269492,0.456143,2.19747,0.339332,0.435499,0.330827,19.8706236,0.5064889,10.18855625,0.134068012754889,-2.89896302874606,0.000118337444908856,0.00489232734142723
"F13A1",0.311953494834064,4.55617290090795,3.64255934189105,6.52690331903569,1.95570078944897,1.49648147370069,1.25770169849718,1.25023220867251,9.37289568769568,0.855420169380088,14.3298312418597,10.8357333609894,11.8176328569192,7.16201116484033,8.97685573168441,11.0966638105823,2.54231145460238,16.8760105788979,10.7282972309017,2.00999596117721,3.12260210840639,9.63753433924546,6.38006822382592,3.4676225872649,1.79394688555191,8.58957334460841e-05,0.00425257463982278
