"gene.name","SRR5687512.SUM44_Y537S_mut","SRR5687513.SUM44_Y537S_mut","SRR5687514.SUM44_Y537S_mut","SRR5687509.SUM44_normal","SRR5687510.SUM44_normal","SRR5687511.SUM44_normal","SUM44_Y537S_mut.average","SUM44_normal.average","SUM44_Y537S_mut.SUM44_normal.average","fc","log2FC","pval","qval"
".",122.83609,127.527039,125.158211,48.48542,55.926228,52.385223,125.17378,52.2656236666667,88.7197018333333,0.415923974980341,-1.26560824667074,0.0015102438422232,0.0765345588273976
".",10.986611,13.557877,13.025454,1.39182,1.316949,0.889746,12.523314,1.199505,6.8614095,0.141264919034858,-2.82352485581259,0.000900331274089172,0.0690004152360774
".",8.207146,9.597632,9.431739,20.13266,20.872688,20.021107,9.078839,20.3421516666667,14.7104953333333,2.00501345884833,1.00361192094382,0.00279076845396309,0.0899430668177136
".",0.712088708121827,1.0429965858714,1.2460898176819,4.55261542258883,5.52071128341794,5.24880363028765,1.00039170389171,5.10737677876481,3.05388424132826,3.08974204231291,1.62748639482519,0.00750710396070642,0.116810366545193
".",4.3254830744176,5.27814310979293,4.67173271289905,11.7933174406816,12.3236389758412,11.5403987058887,4.75845296570319,11.8857850408039,8.32211900325352,2.00758364154582,1.00546009570255,0.000888138159961471,0.0690004152360774
".",16.59601,20.784693,20.253702,8.922773,10.666883,9.469793,19.2114683333333,9.686483,14.4489756666667,0.489366235145968,-1.03101353181893,0.0156283762476725,0.130213558391044
".",1.712862,2.00707,2.020172,0.080483,0.251118,0.073568,1.913368,0.135056333333333,1.02421216666667,0.371881304883715,-1.42708587188903,0.00288704126672246,0.0904642994377956
".",1.576908,1.816243,1.733346,0.115367,0.059867,0.053072,1.70883233333333,0.076102,0.892467166666667,0.37681509973095,-1.40807131711691,0.000218883761360367,0.0492019335155608
".",2.238279,2.410732,2.360121,6.496499,6.564116,6.293588,2.33637733333333,6.451401,4.39388916666667,2.16386108738244,1.11360788595904,9.26783974541934e-05,0.0455659375899815
".",1.0988,1.457251,1.299187,0.158115,0.068992,0.028936,1.28507933333333,0.0853476666666667,0.6852135,0.427441213199319,-1.22620207783077,0.00146357063519931,0.0765345588273976
".",0.315052607494688,0.352632180509948,0.276345500386324,1.8487242545876,1.97538803834267,1.98937997691713,0.314676762796987,1.9378307566158,1.12625375970639,2.17199922833403,1.11902359058294,0.000242062372514784,0.0511492810233666
".",1.430175,1.335899,1.186971,0,0,0,1.31768166666667,0,0.658840833333333,0.423336011888322,-1.24012487539512,0.000596893888881844,0.0615100401224726
".",83.267891,98.952766,95.080917,302.910797,298.774323,286.229767,92.433858,295.971629,194.2027435,2.92125360431154,1.54658760904034,0.000894435250068937,0.0690004152360774
".",0.242069,0.310279,0.355941,1.591914,1.734541,1.881537,0.302763,1.73599733333333,1.01938016666667,2.14927933739267,1.10385299904375,0.00184118259469357,0.0808018990890297
".",1.116982,1.006828,0.816876,5.767747,6.262329,5.991074,0.980228666666667,6.00705,3.49363933333333,3.43972501387081,1.78229323440927,0.000831268753721304,0.0677757760088894
".",44.511013,52.1230835810385,54.109447,25.961008,26.52515,24.660936,50.2478478603462,25.715698,37.9817729301731,0.499585157481073,-1.00119747932367,0.0084707152711766,0.116810366545193
".",27.950561311828,28.4550632841782,26.4248254946237,12.0113792242704,13.2683776006144,12.7643505391705,27.6101500302099,12.6813691213518,20.1457595757809,0.462129259225722,-1.11363165977912,0.000995504941535219,0.0706028169630518
".",0.002819,3.02818084410646,0,0,0.437549,0,1.01033328136882,0.145849666666667,0.578091474017744,0.223602720655583,-2.16099035280447,0.0173754165446498,0.137773545188665
".",34.784618,36.776588,35.309151,148.899658,147.59256,145.410141,35.6234523333333,147.300786333333,91.4621193333333,3.88393077084635,1.95751748565752,1.60879770161326e-06,0.0198115392965165
".",1.080851,1.079215,1.620419,0,0,0,1.26016166666667,0,0.630080833333333,0.498842157109809,-1.00334470252803,0.00978133077157384,0.116810366545193
".",7.509769,8.316887,7.480311,3.219725,3.379183,3.364255,7.768989,3.32105433333333,5.54502166666667,0.460271739707584,-1.11944222985185,0.000216230543714335,0.0492019335155608
".",0.497805,0.694538,0.795843,3.146451,2.441913,2.743526,0.662728666666667,2.77729666666667,1.72001266666667,2.22570327643117,1.15426127005848,0.0110151201194644,0.116810366545193
".",1.023262,1.458071,1.237412,3.764835,4.422799,4.245199,1.23958166666667,4.14427766666667,2.69192966666667,2.09556480520896,1.06733913741123,0.00645152117018344,0.112851217969068
".",1.581917,2.200021,1.993515,0.713445,0.63129,0.409403,1.925151,0.584712666666667,1.25493183333333,0.467675583274652,-1.09641998536957,0.00815899617011207,0.116810366545193
".",0.964215,1.043939,1.565483,7.13135572536082,7.44170871587629,7.55351923793814,1.19121233333333,7.37552789305842,4.28337011319588,4.29290214160274,2.10195328635817,0.00178469743400844,0.0803570623440474
".",1.464621,2.030363,1.752238,13.836489,11.42247,12.2608,1.749074,12.5065863333333,7.12783016666667,4.33611322779916,2.11640242990477,0.00108118738834018,0.0716660165324695
".",3.458611,3.612207,2.420111,7.077751,8.768764,9.364585,3.163643,8.4037,5.7836715,2.03273074981993,1.02341913223888,0.0444686529085684,0.219835096845671
".",11.5395648989899,10.821476958153,9.42809689321789,0.431011,1.26259772727273,2.11327876911977,10.5963795834536,1.2689624987975,5.93267104112554,0.211106319337408,-2.24395832937006,0.0355797724896243,0.196920048684709
".",2.444195,2.657699,2.555739,8.067584,8.135418,7.310667,2.55254433333333,7.83788966666667,5.195217,2.34931470734742,1.23223998551616,0.000463186345641908,0.0567553060040525
".",16.4015893317536,16.669270149763,28.9745360492891,3.79090698104265,4.31911302559242,5.30292956682464,20.6817985102686,4.47098319115324,12.5763908507109,0.35647755951993,-1.48811683389364,0.0361112625347062,0.198611943940884
".",18.276012,22.780914,21.828529,144.054001,138.361649,138.062012,20.9618183333333,140.159220666667,80.5605195,5.87642336406293,2.55493833790095,0.000425656394216878,0.0552032998491233
".",0,1.323399,0,0,0.083994,0,0.441133,0.027998,0.2345655,0.390666003269793,-1.35599238082497,0.0117823895433457,0.116810366545193
".",0.505664,1.043992,0.866132,5.440226,4.902876,5.152697,0.805262666666667,5.16526633333333,2.9852645,2.9768687471796,1.57379561325633,0.00451934254801711,0.101601737182638
".",41.654949,49.500587,47.074604,4.9927,5.405498,3.599225,46.0767133333333,4.66580766666667,25.3712605,0.102440102292951,-3.28714749621596,0.00105900422852834,0.0714952955978376
".",14.079692,14.335362,13.377163,6.393182,6.25189,6.23259,13.930739,6.292554,10.1116465,0.468929353268079,-1.09255750555169,7.11959150978547e-05,0.0445092150110924
".",1.40803143978382,1.36325015525395,1.20293138500276,0.124262812872321,0.199142279985261,0.186781869065897,1.32473766001351,0.170062320641159,0.747399990327335,0.49346134349178,-1.01899102284413,0.0014174302651393,0.0765345588273976
".",2.305695,3.601337,4.027485,0.279615,0.350496,0.234557,3.31150566666667,0.288222666666667,1.79986416666667,0.281485832749228,-1.82886578194872,0.012993802247407,0.118430789060576
".",25.6768134818778,13.447860917846,13.3029002229893,95.9333028954091,119.152985212979,71.8297842844322,17.4758582075711,95.6386907976067,56.5572745025889,5.87197851948489,2.55384669061142,0.0324936401055558,0.188637160909455
".",6.015752,9.050077,9.64373,0.546815,0.598147,0.453502,8.23651966666667,0.532821333333333,4.3846705,0.15189137024686,-2.71888818986455,0.00423165102073186,0.0982164710785314
".",0.97614,1.275143,1.249506,4.664222,5.255621,4.525228,1.16692966666667,4.81502366666667,2.99097666666667,2.51500849865063,1.33056327515621,0.00269184573545034,0.0887516313499416
".",2.4572,4.287436,3.614402,1.302677,0.86687,1.236347,3.45301266666667,1.135298,2.29415533333333,0.401463463567702,-1.31665939812404,0.0275847460991063,0.173400896292723
".",0.111955389541089,0.038964371398079,0.197006522945571,1.44597837886873,1.77421382497332,1.65764900747065,0.11597542796158,1.62594707043757,0.870961249199573,2.60517580319587,1.3813807321356,0.00092292133964067,0.0690004152360774
".",12.258667,14.522969,13.789323,5.270422,5.906997,5.191192,13.523653,5.45620366666667,9.48992833333333,0.408521611570252,-1.29151569318592,0.00211172894135447,0.0834113665247684
".",8.173069,9.516486,7.994999,0.957724,1.108691,1.008931,8.561518,1.02511533333333,4.79331666666667,0.18831135581914,-2.4088080928642,6.04932151672122e-05,0.0445092150110924
".",8.149868,8.869805,8.07074,3.791939,3.689083,3.858385,8.363471,3.77980233333333,6.07163666666667,0.481250797800643,-1.05513916254139,0.000179892580663976,0.0491520613809672
".",4.112326,5.461701,5.910226,0,0.012703,0.05573,5.16141766666667,0.022811,2.59211433333333,0.16282959240791,-2.61856517820433,0.00185408759827976,0.0808018990890297
".",0.6433,0.489371,0.58313,3.701075,3.791703,3.678427,0.571933666666667,3.723735,2.14783433333333,3.18626796043794,1.67186760049125,6.60002016115158e-05,0.0445092150110924
".",1.399155,0,0.978438,1.999565,1.821842,1.919148,0.792531,1.91351833333333,1.35302466666667,3.18277327490037,1.67028439014162,0.0146564230350885,0.12590618867499
".",0.913602,1.469066,1.545282,6.837857,6.168732,6.241552,1.30931666666667,6.416047,3.86268183333333,2.99196511694381,1.58109335506995,0.00738997056104451,0.116810366545193
".",3.535406,4.538989,4.361657,29.170893,29.160828,27.577671,4.14535066666667,28.636464,16.3909073333333,5.26604312635681,2.39671933640987,0.000477162378230367,0.0576510206786695
".",2.3327930075639,2.71928927464789,1.29783654407929,8.92640182942097,8.71512531559729,8.44398456598852,2.11663960876369,8.69517057033559,5.40590508954964,2.39335028363676,1.25903156088933,0.0171280083081051,0.136874015775575
".",3.81477574420117,3.1664254949057,6.01650198959462,9.14339217255582,10.0529560199436,9.15420150487752,4.3325677429005,9.45018323245899,6.89137548767975,2.69295526543483,1.42919026442133,0.0167301613365249,0.135172537525195
".",9.944144,12.789282,11.659735,5.353613,5.162546,4.923222,11.464387,5.14646033333333,8.30542366666667,0.434640513744587,-1.2021054375006,0.0028150449266342,0.0900817962908553
".",3.480838,0,3.36538,4.072721,3.741012,3.616231,2.28207266666667,3.809988,3.04603033333333,5.77707223407779,2.53033853364191,0.0164886473177215,0.134023212213166
".",0.806011191255987,0.571263766568824,0.48634935223235,3.606996675112,3.90107708759462,3.76360464297853,0.621208103352387,3.75722613522838,2.18921711929039,3.00170939087229,1.58578430985601,0.00230651973953089,0.0847869771118003
".",113.131287,129.221405,124.751442,263.277557,278.125031,269.778961,122.368044666667,270.393849666667,196.380947166667,2.08064419087392,1.05703027216083,0.00171352441911998,0.0790306983492623
".",1.661084,2.1936339038282,1.78019250793651,5.46853881512605,6.19693984407096,5.55395398786181,1.87830347058824,5.73981088235294,3.80905717647059,2.05693832555707,1.0404985373014,0.00223365905150286,0.083901226941331
".",9.424798,10.612099,8.638773,3.83541,3.797489,3.517456,9.55855666666667,3.716785,6.63767083333333,0.388268403132263,-1.36487378784483,8.16216903680722e-05,0.0455659375899815
".",26.4536390859031,23.032978029893,20.5968030594714,7.63213648049087,8.50302534959094,7.47538372781624,23.3611400584225,7.87018185263268,15.6156609555276,0.356583384012671,-1.48768861671701,0.00575709911970501,0.109265347199709
".",131.160507,95.456482,91.108093,35.171207,41.26107,38.63166,105.908360666667,38.3546456666667,72.1315031666667,0.40579465331505,-1.3011782383849,0.0264095694688495,0.16991674149642
".",1.816288,0,1.475958,1.92707,1.878129,1.93192,1.09741533333333,1.912373,1.50489416666667,3.29869793499878,1.72189667495303,0.0147631505534375,0.12644724876077
".",0,1.738389,0.351833,0,0,0,0.696740666666667,0,0.348370333333333,0.333257877138998,-1.58528911852267,0.0297941970974243,0.180561338659563
".",6.95467161411823,8.28888687702669,8.37507328510851,19.7330092025443,18.3882421623846,17.9289663656772,7.87287725875114,18.683405910202,13.2781415844766,2.08885138041888,1.06270984982,0.0055958450060074,0.108896813336422
".",2.730188,2.531769,2.296416,7.323772,8.320405,7.104384,2.51945766666667,7.58285366666667,5.05115566666667,2.3553567742029,1.23594560649977,0.00352056037816373,0.0944021611625949
".",3.860779,4.465419,4.86359,15.160131,16.401192,15.930134,4.396596,15.8304856666667,10.1135408333333,3.13734019720114,1.64954197617039,0.00192258474715223,0.0813835999419585
".",0,3.143386,0,0,0,0,1.04779533333333,0,0.523897666666667,0.198339070721515,-2.33395919349841,0.0126587637969078,0.116810366545193
".",13.478129,15.787255,14.514922,5.854237,6.455458,5.944119,14.5934353333333,6.08460466666667,10.33902,0.415990648075749,-1.26537699951714,0.000992095105130542,0.0706028169630518
".",3.657201,5.540739,5.902096,0.234635,0.488196,0.425044,5.03334533333333,0.382625,2.70798516666667,0.218540485584443,-2.19402752481198,0.00899862959049524,0.116810366545193
".",7.11166876580588,5.46300762243989,4.40825479341051,1.42732935351736,1.17131378539626,1.2896717871772,5.66097706055209,1.29610497536361,3.47854101795785,0.3416523872925,-1.54939888722301,0.0180959040681101,0.140727509091722
".",2.639999,3.570927,3.054616,1.203935,1.299702,1.157623,3.088514,1.22042,2.154467,0.474109364536252,-1.07670820564802,0.00238856687807842,0.0855644229596002
".",3.692799,4.862914,4.448713,12.575874,13.864304,14.689285,4.33480866666667,13.709821,9.02231483333333,2.56313490313354,1.35790941267551,0.00612324321519386,0.111415537103279
".",8.595146,10.42861,9.561738,0.825421,0.851461,0.786205,9.528498,0.821029,5.1747635,0.156783517840448,-2.67315419346802,8.64889626566168e-05,0.0455659375899815
".",0.171713,0.290545,0.27493,2.191064,2.303489,2.31698,0.245729333333333,2.270511,1.25812016666667,2.55201139477333,1.35163477077452,0.000508949813194826,0.0585062522821621
".",2.522296,2.812623,2.790101,0.578163,0.70024,0.958953,2.70834,0.745785333333333,1.72706266666667,0.480112866240785,-1.05855449650165,0.0103572005692585,0.116810366545193
".",4.233284,4.211156,4.205832,9.793024,10.52456,10.57963,4.21675733333333,10.2990713333333,7.25791433333333,2.19443011035206,1.13384632303232,0.000322926400632584,0.0541200431238541
".",0,12.362676,0,0,0,0,4.120892,0,2.060446,0.0523188235951512,-4.25652608801599,0.0126587637969078,0.116810366545193
".",0,1.782122,0,0,0,0,0.594040666666667,0,0.297020333333333,0.312083062564463,-1.67999803374472,0.0126587637969078,0.116810366545193
".",1.370239,3.279566,1.087411,0,0.620125,0,1.91240533333333,0.206708333333333,1.05955683333333,0.237235991672291,-2.07560519348535,0.0152883655249358,0.128702593345899
".",0,1.758638,0,0,0,0,0.586212666666667,0,0.293106333333333,0.315108372459068,-1.66608000747984,0.0126587637969078,0.116810366545193
".",0.888729,1.447777,0,0,0,0,0.778835333333333,0,0.389417666666667,0.356501054291427,-1.4880217516859,0.0493949339096892,0.231961684703152
".",2.40645,1.083712,1.494465,3.177277,3.393097,3.12468,1.66154233333333,3.23168466666667,2.4466135,2.05186480995655,1.03693568005301,0.04231713362004,0.21498116417656
".",35.2686884338323,35.6021050045141,32.8421032380613,17.136944739368,18.5729450254217,15.88571911713,34.5709655588026,17.1985362939732,25.8847509263879,0.477693251772998,-1.06584359844745,0.00252926764108541,0.0872455640508299
".",2.94918174492174,0.384463,2.383729,3.07262495604396,3.26303534365634,2.606558,1.90579124830725,2.98073943323343,2.44326534077034,3.11881578813467,1.64099834290348,0.0363489186612382,0.199363318840246
".",1.805971,2.033451,1.574221,0,0,0,1.80454766666667,0,0.902273833333333,0.321718279720214,-1.63613018403669,0.000135653856407236,0.0476358116135114
".",6.657042,10.29756,8.506372,3.329064,4.279799,4.584634,8.48699133333333,4.064499,6.27574516666667,0.459343256800081,-1.12235544493957,0.0426210826176839,0.21550322017178
".",0,1.518077,0,0,0,0,0.506025666666667,0,0.253012833333333,0.349588106130051,-1.51627199334144,0.0126587637969078,0.116810366545193
