"gene.name","SRR975555.primary_colorectal_cancer","SRR975556.primary_colorectal_cancer","SRR975558.primary_colorectal_cancer","SRR975559.primary_colorectal_cancer","SRR975560.primary_colorectal_cancer","SRR975562.primary_colorectal_cancer","SRR975564.primary_colorectal_cancer","SRR975565.primary_colorectal_cancer","SRR975567.primary_colorectal_cancer","SRR975568.primary_colorectal_cancer","SRR975569.normal_colon","SRR975572.normal_colon","SRR975574.normal_colon","SRR975575.normal_colon","SRR975576.normal_colon","SRR975577.normal_colon","SRR975580.normal_colon","SRR975582.normal_colon","SRR975585.normal_colon","SRR975586.normal_colon","primary_colorectal_cancer.average","normal_colon.average","primary_colorectal_cancer.normal_colon.average","baseMean","log2FC","lfcSE","stat","pval","padj"
"PRAME",86.9655790926679,104.261232387934,343.395520105838,80.2090449881819,196.479412818327,42.1250649024505,91.7831022681601,51.399711062732,117.656370131132,124.600041336661,332.415858529619,368.15048971414,265.667870095461,161.297668473601,625.839811590365,1011.48694521995,217.438498718785,381.797421271915,212.337452008055,122.756670211806,123.887507909409,369.91886858337,246.903188246389,246.903188246389,-1.57668398744899,0.392981821049614,-4.01210413051125,6.01799421784917e-05,0.000772411330703372
"GOLGA8H",0,3.2924599701453,3.12888856588463,0,0,2.40714656585432,0,5.24486847578898,0,0,5.93599747374319,7.75053662556083,2.07553023512079,8.86250925679126,12.2115085188364,2.16129689149563,3.13613219305939,6.09251204157311,5.51525849371571,10.0437275627841,1.40733635776732,6.37850092926804,3.89291864351768,3.89291864351768,-2.20136884091858,0.718155937452406,-3.06530758309642,0.00217446244689183,0.0129844614041537
"ARRB1",650.999477779399,2029.25282826622,4727.75062305168,7300.95584199655,5475.07995049059,686.03677126848,6317.89457571655,614.698585362468,4825.72127337844,2134.45288202802,1162.60750521456,1279.80736029573,308.216239915438,1197.3250005925,1495.90979355746,1703.10195049855,4199.28100650653,1710.98046500845,1357.67279920302,1053.47542436313,3476.28428093384,1546.83775451554,2511.56101772469,2511.56101772469,1.16826418170799,0.45570566707413,2.56363759794531,0.0103581634612365,0.0432954249121945
"TRIP12",14.9083849873145,9.8773799104359,6.25777713176926,0,9.87885315846338,10.8321595463444,0,0,0,6.50087172191274,20.3519913385481,19.3763415639021,3.11329535268119,9.74876018247039,11.1938828089334,8.64518756598251,16.7260383629834,13.2004427567417,9.19209748952619,8.92775783358586,5.82554264562402,12.0475795255355,8.93656108557975,8.93656108557975,-1.05393174034331,0.637972034926368,-1.65200303876165,0.0985339313807032,0.233657204614662
"LINC01091",1.65648722081272,3.2924599701453,5.47555499029811,5.79824421601315,0,2.40714656585432,20.8167860814384,15.7346054273669,0,1.08347862031879,0,2.90645123458531,0,0.886250925679126,4.07050283961213,0,4.18150959074586,5.07709336797759,0.919209748952619,0,5.62647630922477,1.80410177075526,3.71528903999002,3.71528903999002,1.64717629240418,0.931095782649702,1.76907287423928,0.0768817140142465,0.195284769230802
"TNIP1",21823.3908905972,17343.5816360687,72700.5080504709,164135.730892864,74753.2818500924,185866.618509158,88701.2717105581,49915.4132840837,75262.0648258823,25472.5823636947,12885.3545162183,10998.0114716708,10230.2885289104,11597.479613437,12592.1005343401,17489.2144459826,22910.4910476966,17659.1461524997,13588.6777187666,41807.5739649534,77597.444401347,17175.8337994475,47386.6391003973,47386.6391003973,2.17563248121628,0.387891258512511,5.60887216061381,2.03649378597008e-08,1.40635448395392e-06
"TLR8-AS1",53.0075910660071,55.9718194924701,143.928874030693,100.502899744228,43.906014037615,38.5143450536691,49.2033125561271,91.2607114787282,165.623967184594,204.777459240251,304.431870439115,306.146196709653,268.781165448143,263.2165249267,163.837739294388,323.113885278596,81.5394370195442,187.852454615171,253.701890710923,22.3193945839647,94.6696993884383,217.49405590262,156.081877645529,156.081877645529,-1.19954130016755,0.393308514837334,-3.04987371215104,0.00228937610070687,0.0134809161438605
"TLR8",3.31297444162544,0,0,3.86549614400876,0,7.22143969756295,0,5.24486847578898,2.71514700302613,0,9.32799603016787,11.6258049383413,13.4909465282851,6.20375647975388,6.10575425941819,9.72583601173032,4.18150959074586,9.13876806235966,5.51525849371571,0,2.23599257620123,7.53156303945179,4.88377780782651,4.88377780782651,-1.77114150602256,0.720463270703918,-2.45833698682806,0.0139582129022142,0.054716285911297
"GDF15",1.65648722081272,20.8522464775869,0,2.89912210800657,18.6600559659864,3.61071984878147,1.89243509831258,0,0,0,11.0239953083802,19.3763415639021,24.9063628214495,31.0187823987694,14.2467599386424,15.1290782404694,22.9983027491022,30.4625602078655,4.59604874476309,5.57984864599116,4.95710667194866,17.9338080619335,11.4454573669411,11.4454573669411,-1.87377683128224,0.743194830860849,-2.52124578034514,0.0116940140013775,0.0474955351720353
"SRCIN1",13058.9170052771,3323.18959653332,7227.7325871935,7157.93248466823,3865.924536012,4127.05278715723,6905.4956737426,14948.9241296937,14824.7026365227,10735.1061701186,5116.82982236663,2730.1265263538,4722.86905001736,4039.53171924546,1902.96007751867,2771.86326334314,2935.41973270359,3755.01825495623,3847.81200911566,4392.45685412425,8617.49776069189,3621.48873097448,6119.49324583319,6119.49324583319,1.25069404714695,0.280915251547186,4.45221126392586,8.49904831414635e-06,0.00017014427297568
"CD47",0,3.2924599701453,3.91111070735579,0,3.29295105282113,0,2.83865264746887,6.29384217094677,0,3.25043586095637,33.9199855642468,32.9397806586335,32.1707186443723,25.7012768446947,24.4230170376728,29.177508035191,0,14.2158614303373,6.43446824266833,18.97148539637,2.28794524096942,21.7954101854187,12.041677713194,12.041677713194,-3.25992511330385,0.661451012628354,-4.92844526815394,8.28865464180884e-07,2.67399932098486e-05
"LINC01215",38.0992060786926,68.0441727163362,7.82222141471158,74.4108007721687,16.4647552641056,6.01786641463579,5.67730529493774,522.388900188582,36.2019600403484,14.0852220641443,83.9519642715108,100.756976132291,115.191928049204,119.643874966682,147.55572793594,62.6776098533732,31.3613219305939,64.9867951101132,115.82042836803,43.5228194387311,78.9212410248663,88.5469446056469,83.7340928152566,60.6566715217851,-1.43492130920158,0.446701039561613,-3.21226319645416,0.00131693666048806,0.00871039282232275
"SARM1",3.31297444162544,5.4874332835755,4.69333284882695,0,2.19530070188075,0,0,0,5.43029400605226,4.33391448127516,0,8.71935370375594,14.5287116458455,4.43125462839563,9.15863138912729,3.24194533724344,0,9.13876806235966,12.8689364853367,11.1596972919823,2.54532497632361,7.32472985440465,4.93502741536413,4.93502741536413,-1.51044704143942,0.787506476066639,-1.91801221620888,0.0551094621653348,0.152589016766333
"LSP1",6.62594888325088,7.6824065970057,2.34666642441347,5.79824421601315,12.0741538603441,2.40714656585432,0,2.09794739031559,7.24039200806968,3.25043586095637,12.7199945865925,21.3139757202923,11.4154162931644,18.6112694392616,21.3701399079637,31.3388049266866,28.2251897375345,11.1696054095507,11.949726736384,20.0874551255682,4.95233418062233,18.8201577882999,11.8862459844611,11.8862459844611,-1.92904507723429,0.403090920702901,-4.78563266538097,1.70449552563113e-06,4.69480761847113e-05
"HNRNPL",0,3.2924599701453,1.56444428294232,4.83187018001095,12.0741538603441,4.81429313170863,0,3.14692108547339,0,0,16.1119931430172,3.87526831278042,2.07553023512079,5.31750555407476,8.14100567922426,15.1290782404694,6.27226438611879,2.03083734719104,6.43446824266833,2.23193945839647,2.97241425106247,6.76198905990614,4.86720165548431,4.86720165548431,-1.21744044741951,0.721114992537357,-1.68827504630816,0.0913584430478925,0.22128617867328
