"fc","primary_colorectal_cancer.normal_colon.average"
1.00101216086901,0.00642605
1.0055424565394,0.00221275
0.998856135911735,0.0008839
1.00037246652221,0.0001573924226254
0.993568147606931,0.00419815
1.00022979745295,0.000176538897515528
1.0004270871635,0.000241069213528932
0.999170234739051,0.000279
1.00022098463825,9.33284171714511e-05
1.00366814007691,0.001684
0.998993474873145,0.0007769
1.00122622445285,0.00253805
1.00423329672718,0.0020271
0.999637865392192,0.00027805
1.00152251428116,0.0008594
0.999091589390028,0.000668226396276596
0.989110895834527,0.00713416629622533
1.00318277062023,0.00182215
1.01057037183612,0.00478529674208145
1.01038203104448,0.006072
1.00087754022318,0.0006773
1.00278836781577,0.0119591
0.997247670184191,0.00517548156424581
1.01078381983925,0.0087364
1.00243655898052,0.00188855
1.00399579914086,0.00172085
1.00169906220082,0.000721523100420008
0.995721870858922,0.00280225462866653
0.990253443069997,0.00941146304495913
0.998895857558601,0.000452638935698448
0.999027025763161,0.00047345
0.999338083906037,0.0002708
1.0013165978174,0.00062275
1.0098110595859,0.03473945
0.994859873098196,0.012254275
1.00421984423082,0.0026471
1.00132965192915,0.00154941951898538
1.00752148956232,0.03390225
0.999746407529092,0.0010667
1.00071803601556,0.0003291
1.01414013220788,0.1147751
0.999468447685054,0.00026
0.99779476585947,0.01733705
1.00128797835282,0.00047495
0.998548552421493,0.00141635
1.00223202459024,0.002973
0.998865859893903,0.00055655
1.01059847306285,0.0212754983164983
1.00083640740396,0.000643985990338164
0.999790151051387,0.000199321042576419
0.999313740808781,0.000224595674067292
1.00263918816979,0.0033187
0.993789549054855,0.00709685
1.00265368435296,0.0072199
1.00204701093157,0.0052996
0.999753152574132,0.00023455
1.02843868369407,0.0569167954710145
1.00237607295208,0.0015446
0.999847030374739,0.000804170488779588
1.00680077740903,0.0166168187971058
1.00162338343532,0.0007468
1.00779016879659,0.00614651286945813
1.00410963852645,0.00637276843853821
0.999373157106155,0.000237
0.999637166026544,0.0013503
0.999156681549424,0.0008061
0.99875125877072,0.00040955
1.00682937568821,0.00549765
1.00262381765186,0.00148940409448819
1.02513254471872,0.0131518
1.00054400490032,0.000305539094796864
1.04216332158515,0.031866
1.00598762719804,0.00450469443929564
0.997589047217675,0.0007942
0.996826273649198,0.00251683107229894
0.996536661548235,0.00198234442535319
1.00162882787942,0.00310105
1.00454236878153,0.00273807339104253
1.00024141511269,0.0011157
1.0010272482654,0.0007937
0.999363566373632,0.00535964099936948
0.985294985121703,0.00819415
1.0450636211,0.04643855
0.999690052146737,0.0001266
0.994527684345667,0.0237307147605083
1.40251455122781,0.46767505
0.998846936722775,0.0004728
1.0004310671573,0.000331640223463687
0.999461202462379,0.0008739
0.999019834003861,0.0034081
0.998101307272854,0.0021214
1.00004914551733,0.001352
1.00078352209852,0.00226144009474068
0.998268734537293,0.00058415
1.01325734997486,0.0101031
1.0014735525392,0.00069745
0.998533011009397,0.0326655043200963
1.04485142347085,0.0461912
0.998403798342047,0.00078525
0.998558935509363,0.0027488
1.01629741172039,0.00862585
0.997160910669873,0.00093675
0.997345134980937,0.0020771
0.993008931170112,0.01762555
0.99444269793526,0.0026357
0.994884733482907,0.00351945
0.990421759999336,0.00677505
1.08309834077528,0.06252615
1.00164723935555,0.00287545
0.999031199951429,0.00516945
1.00023763134166,0.0006472
1.00194835562751,0.0011165273528848
0.999269211907415,0.00074495
0.998098144451509,0.00181365
1.00054143816414,0.00245415
1.00069878736539,0.000295643921083285
1.00141413018886,0.0219655811020489
1.14280038079179,0.2405951
0.99891283635233,0.0016574
1.00793248624224,0.00679365
0.997947900962533,0.00102661239766082
0.98526210925534,0.0302154
1.00130601111261,0.0006112
0.990459513578591,0.0078086588711687
1.00154084791093,0.00164075
1.00434082048772,0.0016163
0.993313587697944,0.00774229929128278
0.999427742060612,0.00064085
1.00342933314351,0.0019604627164266
1.05006235847161,0.02971785
1.00059532620062,0.000219048171589311
1.00157260312436,0.001616
1.00056028052341,0.00043145
0.999229103134796,0.0008653
0.999808309487025,9.53e-05
1.01317126391,0.01334605
0.957680422966759,0.0366122
1.00098064978858,0.000458313743637205
0.999546915071209,0.00536995632553606
0.999691788051955,0.00026355
0.995983382364672,0.00225375
0.998017567274789,0.00149325684608121
1.00129582624839,0.0007347
1.00126226264837,0.000690472615184945
0.999258936886445,0.00048085
1.08454152878562,0.0598464
1.00089402512323,0.00181045
1.00114785872513,0.00048645
1.00096733364273,0.0004849
0.990050957602523,0.00689585
0.999411033686939,0.00019785
