"SRR975555.primary_colorectal_cancer","SRR975556.primary_colorectal_cancer","SRR975558.primary_colorectal_cancer","SRR975559.primary_colorectal_cancer","SRR975560.primary_colorectal_cancer","SRR975562.primary_colorectal_cancer","SRR975564.primary_colorectal_cancer","SRR975565.primary_colorectal_cancer","SRR975567.primary_colorectal_cancer","SRR975568.primary_colorectal_cancer"
0.116085,0,0.163753,0.095047,0.05119,0,0.05177,0,0.164635,0.159812
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.00328479303714199,0,0,0,0,0,0.00193519684242486,0,0.00188962858010323,0.00460045541949195
0.009979,0,0,0,0,0,0,0,0,0
0,0,0.015954,0,0.017375,0,0,0,0,0
0,0,0,0,0,0,0,0,0.033777,0
0,0,0,0.020588,0,0,0,0,0,0
0,0,0,0.063893,0,0,0.016269,0,0.034822,0
0,0.012102,0,0,0,0,0,0,0,0.029236
0,0,0,0,0,0,0,0.016451,0,0
0,0,0,0,0,0.00888582960131076,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.031267,0,0,0.006574,0
0,0,0.00698302809533036,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0217111121076233,0,0,0,0,0
0.00148999266936299,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.036634,0.045516,0.032619,0,0.071079,0.026594,0.026415,0.060175,0.067035,0.128082
0,0,0,0,0.00607695398075241,0,0,0,0.00725211268591426,0
0,0.086144,0.054281,0.022856,0.083597,0,0.016048,0,0.014694,0
0.012225,0,0.02903,0.00975,0,0,0.013179,0,0.014281,0.030035
0.010311,0.006433,0.011994,0.021332,0.012081,0.005708,0,0,0,0
0,0,0,0,0,0,0,0,0,0.015511
0,0.010095,0,0,0,0,0,0,0,0
0.033712,0,0.083169,0.143312,0.177359,0.30627,0.036462,0.011825,0.10474,0.024485
0,0,0,0.0225143141361257,0,0,0,0,0,0
0,0,0,0,0,0.013917,0,0,0.017606,0
0,0,0,0,0,0,0,0,0.009368,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.009048,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.006926,0
0.00666705214521452,0,0.0172945376237624,0,0.0143524828382838,0,0.00400420132013201,0.0086509297029703,0.0145345511551155,0.00699213927392739
0,0.042357,0.044167,0.156633,0.070703,0.044137,0.068704,0.025537,0.095989,0
0.021901,0,0.012275,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00589605771708323,0,0,0,0,0
0,0,0,0,0,0,0,0,0.005855,0
0.00904187675786244,0,0,0,0.0100354262336998,0,0.00977983226796216,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.025542,0,0.016747,0,0.009689,0,0
0,0,0,0,0,0,0.0153228942065491,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0802930055370986,0.0569627641196013,0.0398120664451827,0.146768726467331,0.0434666843853821,0.0567957740863787,0,0,0.0473092801771872,0.0385464097452935
0.005494,0,0,0,0,0,0,0,0,0
0,0,0,0,0.057832,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0133887987860395,0.0215993165402124,0.0233916831562974,0.0594857905918058,0.0147345723823976,0.000718345371775417,0,0,0.063201404552352,0.0136925220030349
0.062789,0.112093,0.077738,0,0.061097,0,0.078795,0.068967,0.037991,0
0,0,0.0197157472647702,0,0,0,0,0,0,0
0.0102061483405483,0,0,0,0,0,0,0,0,0
0,0,0.005774,0,0,0,0,0,0,0
0.0611015998190591,0.067367619119421,0.0604809755729795,0.120469671290712,0.120603290108565,0.161318350422195,0.0650292898069964,0.11628792973462,0.0772255232207479,0.0542879191797346
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0070964631725579,0,0,0,0
0,0,0.01667,0.020167,0,0,0,0,0.01917,0
0,0,0.020978,0,0.011367,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.0546363407407407,0,0,0.0409946592592593,0,0,0,0,0
0.0305353784786642,0,0.0137375435992579,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0134907654796278
0,0.0223589469093667,0.0862641877133106,0.0137783625331816,0,0,0,0,0.0686560678801668,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.00154599250655676,0,0,0,0,0,0.00144151105282877,0
0.042348,0,0.030589,0.033626,0.025927,0,0,0.024403,0.051876,0.023792
0,0.030217,0.0369165,0.0394515,0.0395195,0.035894,0.01175,0,0,0.056845
0.0177706829145729,0.0286565974874372,0.0177519972361809,0.0219098620603015,0.141393925628141,0.212392873115578,0,0.0722074889447236,0.0202817969849246,0.0487647984924623
0.006721,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.016059
0,0,0.009688,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.00864728250147958,0.0124420546458868,0,0.00770453738409943,0,0.0037729631090945,0.00489414578812389,0.0163121670941014,0.00452934010652989
0,0,0,0,0,0,0,0,0,0
0,0,0.011067,0.025399,0,0,0,0,0.02846,0
0.0201441761125903,0.155283658425257,0.0566320458349182,0.13673833225561,0.167405016926588,0.0847399992392545,0.122691497527577,0.225731139026246,0.106335424496006,0.314916302966908
0.006145,0,0,0,0,0,0,0,0,0.004356
0.097214,0.072695,0.304908,0.342778,0.437015,0.076089,0.023237,0.150722,0.149832,0.235445
0,0.079632,0.074762,0,0.037987,0,0.011335,0.02213,0.08764,0.024439
0,0,0,0,0,0,0,0,0,0.025387
0,0,0,0,0,0,0,0,0,0
0.022637,0.009537,0,0.010545,0.007977,0,0,0,0.008156,0.035175
0,0,0,0,0,0,0,0,0.002741,0
0,0,0,0,0.00093039133192389,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.012065,0,0.008918,0.014875,0.006696,0,0.006525,0.020951,0.00707,0
0,0.008851,0,0,0,0,0,0,0,0
0,0.007542,0.007023,0,0.015296,0,0,0,0.016152,0
0,0,0,0,0,0.0180616865417376,0,0,0,0.0262939425042589
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0195494349056604,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.00411126703645008,0,0,0,0,0.0235898858954041,0.00679109191759113,0.00855239746434231
0,0,0,0,0,0,0,0,0,0
0,0,0,0.023126,0.027758,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.07699,0.029862,0.064542,0.080719,0.038777,0.010372,0,0.012002,0.064918,0.044426
0,0,0,0,0,0,0,0,0,0
0,0.066624,0,0,0,0,0,0,0,0
0,0,0.061601,0,0,0,0,0,0,0
0,0.000171130763575255,0.00389371662640479,0,0,0,0.0022158483352589,0.00327705577145258,0.00308133725449007,0
0,0.00270600894266176,0.00122050867964229,0,0,0,0,0,0.00507255786428196,0
0,0,0.00684334474327628,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.009693,0
0,0,0,0,0,0,0,0,0.00488707662255829,0
0,0,0,0,0,0,0,0,0.006094,0
0,0,0.01513,0,0,0,0,0,0,0
0,0,0,0,0,0.010752,0,0,0,0
0,0,0,0,0,0,0,0,0.00984378047607598,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.016035,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.035615,0,0,0.017889,0.022236,0,0,0.010555,0,0.006451
0,0,0,0,0,0,0,0.028445,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.048142,0.023912,0.017121,0,0,0.010276
0.0988799082080925,0.0378222543352601,0.016665998150289,0.0294901197687861,0.0204672427745665,0.037986510982659,0.0114322626589595,0.00641724786127168,0,0.0212323329479769
0,0,0,0,0,0,0,0.0341324055727554,0.0176494963880289,0
0.00498935139202408,0,0.00667877163280662,0,0.00288732091798345,0,0,0,0,0.00335412189616253
0,0,0,0,0,0.00656417859220477,0,0,0,0
0,0,0,0,0,0.015834,0,0,0,0
0,0,0,0.011574,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.011358,0,0.035161,0.058541,0.019146,0.035413,0.18039,0,0.028925,0.031489
0,0,0.033444,0,0,0,0,0,0,0
0,0,0.0578678292894281,0,0,0,0,0,0.0118309358752166,0
0,0.034711,0,0,0,0,0,0.010463,0.01748,0
0.028359,0.044036,0.026944,0,0.01566,0,0,0.1048,0.024927,0.01841
0,0,0,0,0,0,0,0,0,0
0.00646760301415181,0.0147518154750965,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.029711,0,0,0
0,0.024136,0,0,0.039183,0,0,0,0,0
0,0,0,0,0,0,0.017549,0,0.019206,0
0,0,0,0,0,0,0,0.0140360543140028,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.00173964245450153,0.00127822515703012,0.00597807376389113,0.00173135126429377,0,0,0,0.00211689160895474
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0108095192409067,0,0
0,0,0.0197922268266085,0,0,0,0,0,0,0
0,0,0.029487,0,0,0,0.022808,0,0,0
0,0,0,0,0,0,0,0.075522,0,0
0,0,0.005829,0,0,0,0,0.018597,0,0
0,0,0,0,0.00699188314926968,0,0,0.0176764830780192,0,0
0.083593450867052,0.0659964936416185,0.2800308,0.13349758265896,0.0398425838150289,0,0.0741743063583815,0.0570776115606936,0.0200102080924855,0.0263281734104046
0.00438307100031556,0,0.00481846797096876,0,0,0.00469733827705901,0,0,0,0
0,0,0,0.022432,0,0,0,0,0,0
