"SRR5687509.SUM44_normal","SRR5687510.SUM44_normal","SRR5687511.SUM44_normal"
1.87606952364879,1.82350892253197,2.06025621243742
0,0,0
0.0168257356381058,0.0233783195196406,0.0451150995424252
0.067302942552423,0.171441009810698,0.105268565598992
0.0168257356381058,0.0155855463464271,0.0225575497712126
0,0.00779277317321354,0.00751918325707086
28.1915200616462,28.8800173799294,27.6480368362495
24.1112791694056,24.6875054127405,24.4674223185086
0.126193017285793,0.0389638658660677,0.0827110158277794
0.067302942552423,0.140269917117844,0.142864481884346
0.235560298933481,0.0545494122124948,0.225575497712126
0.0252386034571586,0,0.0375959162853543
0,0,0.0375959162853543
0.17667022420011,0.140269917117844,0.127826115370205
0.0504772069143173,0.0623421853857083,0.0601534660565669
0.143018752923899,0.116891597598203,0.157902848398488
0.252386034571586,0.272747061062474,0.240613864226267
0.286037505847798,0.0389638658660677,0.323324880054047
44.4535935558754,39.4781888954998,39.7088067805912
0.0252386034571586,0,0
1.52272907524857,1.80013060301233,1.99258356312378
0.159844488562005,0.13247714394463,0.180460398169701
0.319688977124009,0.249368741542833,0.187979581426771
0.336514712762115,0.467566390392812,0.578977110794456
0.067302942552423,0.0467566390392812,0.0225575497712126
0.269211770209692,0.163648236637484,0.323324880054047
205.063653089414,155.995733381389,158.760035289794
0.260798902390639,0.225990422023193,0.210537131197984
4.13913096697402,6.3900740020351,7.01539797884711
2.17051989731564,1.91702220061053,2.25575497712126
0.218734563295375,0.202612102503552,0.210537131197984
0.0252386034571586,0,0
0.067302942552423,0.0233783195196406,0.165422031655559
0.159844488562005,0.155855463464271,0.308286513539905
0,0,0
0,0,0
0,0,0.0225575497712126
0,0,0
0,0.0233783195196406,0
0.0252386034571586,0,0
0,0,0
0.00841286781905288,0,0.0225575497712126
0,0.00779277317321354,0.00751918325707086
0.227147431114428,0.50653025625888,0.240613864226267
0,0.0389638658660677,0
0.0925415460095817,0.272747061062474,0.240613864226267
0.151431620742952,0.148062690291057,0
0,0,0
0.61413935079086,0.37405311231425,0.827110158277794
0.260798902390639,0.0935132780785625,0.187979581426771
260.310956057134,278.989072374218,261.885633660521
0.0168257356381058,0.0311710926928542,0.0300767330282834
0.100954413828635,0.163648236637484,0.240613864226267
107.230413221648,114.873269346341,110.246264915173
128.691639028052,142.202524864801,138.014608683536
0,0,0.0150383665141417
0,0,0.0601534660565669
0.17667022420011,0.296125380582115,0.233094680969197
0.0336514712762115,0,0
0.134605885104846,0.218197648849979,0
0,0.0623421853857083,0
0.0168257356381058,0.0155855463464271,0.0375959162853543
0.0336514712762115,0.0155855463464271,0.00751918325707086
0,0,0
0.0168257356381058,0,0
0.00841286781905288,0.00779277317321354,0.0375959162853543
0,0,0.0225575497712126
0,0,0
0.0757158103714759,0.0467566390392812,0.0827110158277794
0,0,0.0150383665141417
0.0252386034571586,0.0155855463464271,0.0225575497712126
0,0,0
39.8349291232154,44.0291684286565,40.8066075361236
0,0.0623421853857083,0.0451150995424252
0,0,0
2.25464857550617,1.58193295416235,2.33094680969197
