"SRR975587.metastasized_cancer","SRR975588.metastasized_cancer","SRR975589.metastasized_cancer","SRR975591.metastasized_cancer","SRR975593.metastasized_cancer","SRR975598.metastasized_cancer","SRR975599.metastasized_cancer","SRR975601.metastasized_cancer","SRR975603.metastasized_cancer","SRR975604.metastasized_cancer"
23.7062698804293,136.901930124959,7.22421002431945,16.5986941006873,4.49518918879565,6.47270841449505,7.01801926728407,3.28807337814524,5.3945854003016,3.48992572377811
49.2360989824302,25.2616656778199,12.0403500405324,8.29934705034367,11.2379729719891,56.0968062589571,51.4654746267498,47.1290517534151,2.31196517155783,29.664368652114
8.20601649707169,4.07446220609998,5.61883001891512,4.61074836130204,1.49839639626522,5.39392367874588,0,17.5363913501079,3.08262022874377,4.36240715472264
93.0015203001459,96.9722005051796,62.6098202107685,53.4846809911036,91.4021801721783,202.811530320845,182.468500949386,97.5461768849754,69.3589551467348,84.6306988016193
20.0591514372864,30.1510203251399,28.0941500945756,17.5208437729477,28.4695315290391,66.8846536164489,70.1801926728407,0,26.202271944322,27.9194057902249
4.55889805392872,2.44467732365999,0,1.84429934452081,2.24759459439783,5.39392367874588,2.33933975576136,0,1.54131011437188,0
0,0,6.42152002161728,1.84429934452081,1.49839639626522,0,4.67867951152271,0,2.31196517155783,1.74496286188906
106.678214461932,63.5616104151597,113.981980383707,106.969361982207,88.4053873796478,74.4361467666931,107.609628765022,123.850763910137,76.2948506614083,79.3958102159521
0.911779610785744,2.44467732365999,3.21076001080864,1.84429934452081,2.24759459439783,5.39392367874588,2.33933975576136,3.28807337814524,0.770655057185942,5.23488858566717
4.55889805392872,4.88935464731998,6.42152002161728,1.84429934452081,4.49518918879565,6.47270841449505,9.35735902304542,6.57614675629047,6.16524045748754,6.97985144755623
0,0,2.40807000810648,0,0,3.23635420724753,0,0,0,0
21.8827106588578,8.96381685341996,21.6726300729583,15.6765444284269,35.2123153122326,14.0242015647393,7.01801926728407,18.6324158094897,7.70655057185942,8.72481430944529
113.060671737432,135.272145242519,101.138940340472,131.867403133238,149.090441428389,117.58753619666,58.4834938940339,95.3541279662119,84.7720562904536,73.2884401993404
82.0601649707169,58.6722557678398,42.5425701432145,48.8739326298016,88.4053873796478,75.5149315024423,42.1081156037044,39.4568805377428,53.945854003016,35.7717386687257
9.11779610785744,16.2978488243999,4.81614001621296,12.9100954116457,11.9871711701217,9.70906262174258,0,5.48012229690873,7.70655057185942,8.72481430944529
33.7358455990725,12.2233866182999,16.8564900567454,32.2752385291143,31.4663243215696,5.39392367874588,23.3933975576136,15.3443424313444,42.3860281452268,31.409331514003
51.9714378147874,31.7808052075799,71.4394102404923,52.5625313188432,34.4631171141,45.3089589014654,35.0900963364203,62.4733941847595,107.121052948846,54.0938487185608
0,0,0,2.76644901678122,0,0,0,0,0,0
8288.98844165319,8095.95640352067,3925.15411321357,4259.40933617082,4487.69720681433,10217.1702322804,7733.85723254704,3371.37123705825,8331.55182323722,8443.0028072502
21.8827106588578,20.3723110304999,4.0134500135108,3.68859868904163,13.485567566387,22.6544794507327,14.0360385345681,16.4403668907262,13.101135972161,9.59729574038981
7206.70604365052,4815.19943516896,6018.5696402608,4624.58060638594,6066.25781027973,12301.3823417478,5111.45736633856,6888.51372721427,8080.3182745946,8207.43282089518
4.55889805392872,0,0.802690002702161,2.76644901678122,5.99358558506087,6.47270841449505,14.0360385345681,2.19204891876349,0.770655057185942,2.61744429283359
0,0,16.0538000540432,105.125062637686,50.9454774730174,3.23635420724753,7.01801926728407,0,8.47720562904536,0
2.73533883235723,0,4.81614001621296,0,4.49518918879565,0,0,6.57614675629047,4.62393034311565,0
