"SRR975569.normal_colon","SRR975572.normal_colon","SRR975574.normal_colon","SRR975575.normal_colon","SRR975576.normal_colon","SRR975577.normal_colon","SRR975580.normal_colon","SRR975582.normal_colon","SRR975585.normal_colon","SRR975586.normal_colon"
154.476292586504,281.737446221026,148.351458426494,154.299587038521,166.491180373114,224.338502133363,53.3257167915566,145.259903171008,129.931228977408,112.57721817243
60.2195716862641,15.7615354529245,32.6162780937681,37.8981441848998,43.7039348479425,55.2557887027989,19.1972580449604,38.1178469313992,5.64918386858294,21.6057287401634
12.2184638204014,9.85095965807782,6.31282801814867,4.51168383153569,5.20284938665983,3.31534732216793,2.13302867166226,6.18127247536204,12.2398983819297,2.27428723580667
68.0742984279507,66.9865256749292,74.7017982147592,91.1360133970209,88.448439573217,90.6194934725902,84.2546325306594,77.2659059420255,110.159085437367,125.085797969367
37.5281388769472,31.523070905849,19.9906220574708,29.7771132881356,49.9473541119343,26.5227785773435,74.6560035081792,19.5740295053131,33.8951032114976,94.382920285977
0.872747415742958,0,3.15641400907433,0,0,0,0,0,0.941530644763823,0
0,3.94038386323113,5.26069001512389,1.80467353261428,1.04056987733197,3.31534732216793,0,3.09063623768102,0,1.13714361790334
105.602437304898,165.496122255707,107.318076308527,200.318762120185,166.491180373114,103.880882761262,97.052804560633,72.1148455458904,82.8546967392164,68.2286170742002
1.74549483148592,5.91057579484669,4.20855201209911,5.41402059784283,4.16227950932786,2.21023154811196,4.26605734332453,2.06042415845401,2.82459193429147,4.54857447161335
5.23648449445775,11.8211515896934,8.41710402419822,12.6327147282999,8.32455901865572,5.52557887027989,3.19954300749339,7.21148455458905,9.41530644763823,7.96000532532336
0,5.91057579484669,0,0,0,0,3.19954300749339,0,5.64918386858294,0
6.98197932594366,25.6124951110023,14.7299320423469,11.7303779619928,20.8113975466393,9.9460419665038,15.997715037467,22.6646657429941,9.41530644763823,10.23429256113
123.057385619757,109.345652204664,143.09076841137,120.010789918849,105.097557610528,104.985998535318,106.651433583113,106.111844160382,92.2700031868546,151.240101181144
54.1103397760634,50.2398942561969,67.3368321935858,44.2145015490498,68.6776119039097,71.8325253136385,129.048234635567,59.7523005951664,32.9535725667338,111.440074554527
27.0551698880317,31.523070905849,10.5213800302478,15.3397250272213,19.7708276693073,26.5227785773435,13.8646863658047,13.3927570299511,13.1814290266935,13.64572341484
6.98197932594366,0.985095965807782,3.15641400907433,2.70701029892141,1.04056987733197,8.84092619244782,3.19954300749339,3.09063623768102,10.3568370924021,14.7828670327434
34.9098966297183,79.7927732304303,97.8488342813043,58.651889809964,89.489009450549,72.9376410876945,111.984005262269,64.9033609913014,102.626840279257,86.4229149606536
0,10.8360556238856,0,1.80467353261428,0,9.9460419665038,11.7316576941424,7.21148455458905,0,0
10198.0535529565,9947.49906272698,6561.13258686252,8149.00333651976,6710.63513891384,6078.13675730788,9611.42719451016,5418.91553673405,7799.63986122351,4840.82038141451
28.8006647195176,15.7615354529245,11.5735180332726,28.8747765218284,17.6896879146434,12.1562735146158,9.59862902248018,17.5136053468591,8.47377580287441,10.23429256113
5034.00709400538,8571.31999849351,9046.28255000704,5477.18417148433,4793.90542486836,7991.09216219877,10098.824245985,5944.32369713983,5049.42884786838,10831.2929605293
2.61824224722887,3.94038386323113,5.26069001512389,2.70701029892141,1.04056987733197,0,9.59862902248018,3.09063623768102,2.82459193429147,0
0,0,0,0,0,0,44.7936021049075,0,0,3.41143085371001
0,0,0,0,0,0,0,0,0,0
4.36373707871479,0,0,2.70701029892141,4.16227950932786,7.73581041839184,8.53211468664905,0,0,12.5085797969367
3.49098966297183,11.8211515896934,0,6.31635736414997,11.4462686506516,0,4.26605734332453,8.24169663381605,7.53224515811058,21.6057287401634
1.74549483148592,20.6870152819634,10.5213800302478,0,9.36512889598769,0,4.26605734332453,0,2.82459193429147,9.0971489432267
2.61824224722887,0,0,0,1.04056987733197,2.21023154811196,0,0,0,4.54857447161335
157.967282249475,110.330748170472,128.360836369023,133.545841413456,116.54382626118,119.352503598046,108.784462254775,96.8399354473386,162.884801544141,136.4572341484
0,0,0,0,0,2.21023154811196,0,0,1.88306128952765,1.13714361790334
1.74549483148592,1.97019193161556,0,0,0,0,0,0,5.64918386858294,0
342.11698697124,381.232138767612,199.906220574708,337.47395059887,485.946132714028,212.182228618748,190.906066113773,192.64965881545,252.330212796705,424.154569477945
0,3.94038386323113,0,1.80467353261428,3.1217096319959,0,0,0,0,3.41143085371001
1822.2966040713,1759.3813949327,2087.44179800116,1526.75380859168,1697.16946992844,2121.82228618748,1559.24395898511,2221.13724281343,2179.64344262825,1839.8983737676
0,0,0,0,0,0,4.26605734332453,0,0,0
0.872747415742958,7.88076772646226,4.20855201209911,1.80467353261428,4.16227950932786,2.21023154811196,14.9312007016358,0,0.941530644763823,12.5085797969367
416.300517309391,606.819114937594,452.419341300655,519.745977392912,648.275033577814,425.469573011551,800.95226620918,516.13625169273,481.122159474313,609.508979196189
14.8367060676303,20.6870152819634,8.41710402419822,10.8280411956857,24.9736770559672,17.6818523848956,2.13302867166226,10.3021207922701,6.59071451334676,2.27428723580667
184.149704721764,166.481218221515,153.612148441618,155.201923804828,150.882632213135,193.395260459796,161.043664710501,69.0242093082094,181.715414439418,195.588702279374
9.60022157317254,41.3740305639268,25.2513120725947,28.8747765218284,18.7302577919754,18.7869681589516,9.59862902248018,9.27190871304306,12.2398983819297,14.7828670327434
9.60022157317254,2.95528789742335,2.10427600604956,1.80467353261428,0,0,2.13302867166226,0,9.41530644763823,6.82286170742002
