"gene.name","SRR975555.primary_colorectal_cancer","SRR975556.primary_colorectal_cancer","SRR975558.primary_colorectal_cancer","SRR975559.primary_colorectal_cancer","SRR975560.primary_colorectal_cancer","SRR975562.primary_colorectal_cancer","SRR975564.primary_colorectal_cancer","SRR975565.primary_colorectal_cancer","SRR975567.primary_colorectal_cancer","SRR975568.primary_colorectal_cancer","SRR975569.normal_colon","SRR975572.normal_colon","SRR975574.normal_colon","SRR975575.normal_colon","SRR975576.normal_colon","SRR975577.normal_colon","SRR975580.normal_colon","SRR975582.normal_colon","SRR975585.normal_colon","SRR975586.normal_colon","primary_colorectal_cancer.average","normal_colon.average","primary_colorectal_cancer.normal_colon.average","log2FC","logCPM","pval"
"SLC26A10",146.92766836494,57.9873378738031,95.9338093833724,151.396718779717,91.8482168269982,101.04500559342,493.261984200104,148.576807589193,105.554375323126,163.48762676788,43.2682677652357,56.955103793139,62.7381601898553,56.65035333257,56.9728024764043,56.2377323181938,75.9450502712573,71.5996698412561,60.1836084578928,91.0066326661739,155.601955070255,63.1557381111978,109.378846590727,-1.30088150094505,6.77366545471526,5.55914646367076e-06
"LOC101927583",0.0773384926649858,0.0595556362962715,0.161603660523292,0.180277112145412,0.986532798010283,0.0220574122666273,1.61295197679433,0.114686844916398,0.119637407263906,0.159792426895912,0.046725991107166,0.104986366438966,0.0560495772988582,0,0.0558192055614673,0.0389053838244164,0.134586165037671,0.0549920659303042,0.0164615996876075,0.101615266487465,0.349443376777742,0.0610141621373922,0.205228769457567,-2.48452766411649,-2.05354337139154,0.000797205446411591
"B4GALNT1",12.4360296205297,4.42696896468952,16.6598682757648,16.1167738257999,10.5699942643959,14.8005236309069,295.010689030383,17.7382320137362,17.8088826241414,16.9579713043287,4.47011981591888,4.95185695037122,12.2748574284499,8.59885678576605,4.1492276134024,13.4223574194236,5.61416574157142,3.9044366810516,3.48985913377278,29.2448736950925,42.2525933554676,9.01206112648205,25.6323272409748,-2.22900760835875,4.68193676199642,0.000204494223272306
"LOC115110",0.10827388973098,0,0,0,0.0603999672251194,0,0.0708989879909597,0.114686844916398,0,0,0,0,0,0,0,0,0,0,0,0,0.0354259689863457,0,0.0177129844931728,-4.06952419223946,-4.214351526499,0.00708817730907792
"TNFRSF14",0.201080080928963,0,0.0293824837315076,0.0360554224290825,0.744932929109806,0.198516710399646,0.478568168938978,0.821922388567516,0,0.099870266809945,0,0,0,0,0,0,0.134586165037671,0,0,0.101615266487465,0.261032845091544,0.0236201431525136,0.142326494122029,-3.37368015517601,-2.49721487280322,0.00418160702597304
"DNMT3L",0.912594213446832,1.82637284641899,1.61603660523292,0.847302427083438,1.42946589099449,2.07339675306297,0.850787855891517,3.3068040284228,1.53819523625022,1.93748317611293,0.513985902178826,0.892384114731209,0.61654535028744,0.654087436394078,1.26523532605993,0.836465752224952,1.1535957003229,0.623243413876781,0.460924791253009,0.447107172544847,1.63384390329171,0.746357495987396,1.19010069963955,-1.12787437742069,0.293214425221598,0.00276415299247771
"CCDC87",0,0,0,0.0540831336436237,0.0402666448167463,0,0,0,0,0,0.046725991107166,0,0.0560495772988582,0.0319067042143453,0.111638411122935,0,0.11535957003229,0.0549920659303042,0,0.101615266487465,0.00943497784603699,0.0518287586193363,0.0306318682326867,2.22120051091438,-3.91337205792526,0.030452449266624
"S100P",0.726981831050866,0.476445090370172,0.543575949032891,0.540831336436237,0.261733191308851,0.0882296490665092,0.354494939954799,0.0573434224581988,0.290547989069486,0.379507013877791,0.171328634059609,0.139981821918621,0.149465539463622,0.159533521071726,0.297702429661159,0.0972634595610409,0.230719140064579,0.109984131860608,0,0.121938319784958,0.37196904126258,0.147791699744592,0.259880370503586,-1.32555088868341,-1.75331871184654,0.0110239845417691
"PPP2R2C",1.80972072836067,0,1.85109647508498,0.306471090647201,0.161066579266985,0.485263069865801,0.159522722979659,2.15993557925882,2.27311073801421,0.719065921031604,0.155753303690553,0.157479549658449,0.0560495772988582,0.30311369003628,0.204670420392047,0.136168843385457,0.269172330075342,0.201637575077782,0.115231197813252,0.365814959354875,0.992525290450993,0.19650914467829,0.594517217564641,-2.32646889352544,-0.662177387768127,0.000264791470083511
"TBX20",2.98526581686845,0.0595556362962715,0.161603660523292,5.93111698958406,0.0603999672251194,0.81612425386521,5.05155289435588,0.993952655942113,4.0676718469728,0.739039974393593,0.093451982214332,0.104986366438966,0.0560495772988582,0,0.204670420392047,0.136168843385457,0.557571255156066,0.146645509147478,0.0658463987504298,0.121938319784958,2.08662836960268,0.148732867256859,1.11768061842977,-3.79581833096232,0.207434803316566,1.09033313802805e-06
"CDNF",0,0,0,0,0,0,0,0,0,0,0,0,0.186831924329527,0.0957201126430358,0.130244812976757,0.0972634595610409,0,0,0.0493847990628224,0.0609691598924792,0,0.0620414268465663,0.0310207134232831,4.83194277520663,-3.90081493217792,0.000202571844137208
"MGAM2",0.10827388973098,0,0.132221176791784,0,0,0,0.141797975981919,0,0.051273174541674,0.19974053361989,0.311506607381107,0.29746137157707,0.298931078927244,0.175486873178899,0.0930320092691121,0.252884994858706,0.134586165037671,0.293291018294956,0.0823079984380373,0.0812922131899723,0.0633306750666248,0.202078033015277,0.132704354040951,1.62232030057489,-2.56176674379422,0.0180607382057541
"LOC101928673",0,0,0.0881474511945229,0,0.0603999672251194,0.0661722367998819,0,0,0,0,0.124602642952443,0.174977277398276,0,0.0478600563215179,0.0930320092691121,0.0583580757366245,0.134586165037671,0.109984131860608,0.0658463987504298,0.162584426379945,0.0214719655219524,0.0971831183706627,0.0593275419463076,2.06430106244338,-3.3901944631466,0.0110520355143083
"ATCAY",0,0,0.455428497838368,0.0901385560727061,0.281866513717224,0,0.10634848198644,0,0.222183756347254,0,0.327081937750162,0.734904565072761,0.261564694061338,0.717900844822768,1.13499051308317,0.875371136049368,0.134586165037671,0.69656616845052,0.70784878656712,0.934860451684681,0.115596580596199,0.652567526257956,0.384082053427077,2.46103622148151,-1.24978403847361,0.00109314977850142
"KLB",0.278418573593949,1.34992775604882,0.631723400227414,0.180277112145412,1.28853263413588,0.0661722367998819,0.354494939954799,0.248488163985528,1.02546349083348,0.099870266809945,2.64780616273941,1.17234775856845,1.3825562400385,1.83463549232485,1.52572495201344,1.22551959046912,0.346078710096869,1.7964074870566,1.64615996876075,2.07295143634429,0.552336857453511,1.56501877984123,1.05867781864737,1.49908796794065,0.131286083332056,0.00338610460307087
"GJB2",0.371224764791932,0.119111272592543,0.146912418657538,0.126193978501789,0,0.0661722367998819,0.124073228984179,0.229373689832795,0,0.499351334049725,0.124602642952443,0,0.0560495772988582,0,0.0558192055614673,0.0778107676488327,0,0,0.0493847990628224,0,0.168241292421038,0.0363666992524423,0.10230399583674,-2.13337827432004,-2.85145248376987,0.0125721605981751
"LPIN1",0,0.0595556362962715,0.146912418657538,0.14422168971633,0.120799934450239,0.0661722367998819,0,0.172030267374596,0.0683642327222319,0.059922160085967,0.0778766518452767,0,0.0560495772988582,0.0478600563215179,0,0,0,0,0.0329231993752149,0.0406461065949861,0.0837978576103056,0.0255355591435854,0.0546667083769455,-1.60643934795316,-3.46208904091497,0.0398389755030603
"TIGD6",0.0464030955989915,0.0794075150616954,0,0.0901385560727061,0.161066579266985,0.0661722367998819,0,0.0573434224581988,0,0,0.23362995553583,0.314959099316897,0.242881501628386,0.175486873178899,0.186064018538224,0.466864605892996,0.211492545059197,0.329952395581825,0.164615996876075,0.121938319784958,0.0500531405258459,0.244788531139329,0.147420835832587,2.26765033977033,-2.44793446209303,0.000160540078499564
"SHISA7",0,0,0,0,0.100666612041866,0.154401885866391,0,0,0,0.059922160085967,0.0778766518452767,0.0524931832194829,0.0934159621647637,0.111673464750208,0.130244812976757,0.0972634595610409,0,0.164976197790913,0.13169279750086,0.243876639569917,0.0314990657994224,0.110351316937922,0.0709251913686721,1.79371061661615,-3.23372105158281,0.0390286957669927
"UBE2S",0.0773384926649858,0,0,0,0.100666612041866,0,0.567191903927678,0,0.102546349083348,0.259662693705857,0,0,0,0,0,0,0,0,0,0,0.110740605142373,0,0.0553703025711867,-5.64948068368399,-3.45258997684046,0.00018385199463902
"CERS1",0.464030955989915,1.92563224024611,14.5737119308278,34.0182910618393,35.0521143129776,90.3251032318388,1.01031057887118,1.96879083773149,15.1597686061549,1.2783394151673,0.327081937750162,0.507434104455001,0.261564694061338,0.638134084286905,0.725649672299075,0.272337686770915,1.44199462540362,0.531589970659607,0.197539196251289,1.97133616985683,19.5776093171644,0.687466214179474,10.132537765672,-4.8284919515441,3.34554273873538,5.42992194659287e-10
"NAT8L",0.0928061911979829,0.0595556362962715,0.235059869852061,0.630969892508943,0.825466218743298,0.198516710399646,0.372219686952538,0.191144741527329,0.854552909027899,0.459403227325747,0.560711893285992,0.752402292812588,0.298931078927244,1.38794163332402,0.576798457468495,1.4200465095912,0.999782940279843,1.11817200724952,0.888926383130802,0.79259907860223,0.391969508383172,0.879631227467193,0.635800367925182,1.1621409872368,-0.573626310381741,0.0147007531489026
"LINC00907",3.03166891246744,13.9360188933275,11.5326248646167,8.90568933998337,8.23452886502461,1.6984207445303,2.65871204966099,6.72829490176199,14.0830319407798,5.23320198084112,23.6900774913332,20.3673550891594,19.9723327108265,20.3564772887523,21.2857237207729,19.8611984423646,6.88312101192661,19.8887971781267,18.3711452513699,11.787370912546,7.60421924929939,18.2463599097178,12.9252895795086,1.26236125761816,3.69621679946363,0.000436582453820151
"IFI35",2.42842866968055,0.575704484197291,1.54258039590415,1.56841087566509,0.946266153193537,1.19110026239787,2.44601508568811,1.54827240637137,1.94838063258361,1.03865077482343,0.482835241440715,0.507434104455001,0.878110044348779,0.654087436394078,0.427947242637916,0.758654984576119,0.903649965252935,0.604912725233346,0.592617588753868,1.32099846433705,1.5233809740505,0.713124779742981,1.11825287689674,-1.09642834566736,0.207440038456144,0.00329111812931646
"VAT1",0.32482166919294,0.0595556362962715,0.102838693060277,0.14422168971633,0.241599868900478,0.286746359466155,0.354494939954799,0.707235543651119,0.17091058180558,0.439429173963758,0.171328634059609,0.0874886386991382,0.186831924329527,0.0638134084286905,0.0372128037076449,0.0972634595610409,0.11535957003229,0,0.0329231993752149,0.243876639569917,0.283185415600771,0.103609827776307,0.193397621688539,-1.43428702578776,-2.1277000067061,0.0105333718130301
"KRT81",0.10827388973098,0.0992593938271192,0.0146912418657538,0,0.100666612041866,0.0441148245332546,0,0,0.0854552909027899,0,0.327081937750162,0.314959099316897,0.0934159621647637,0.30311369003628,0.241883224099692,0.155621535297665,0.11535957003229,0,0.246923995314112,0.0812922131899723,0.0452461252901763,0.187965122720183,0.11660562400518,2.00557967768003,-2.70415211438766,0.00542516660346926
"SRRM1",9.60544078899123,0.138963151357967,6.00871792309331,3.82187477748274,0.664399639476313,3.08803771732782,1.50660349480789,1.18509739746944,7.70806723943165,1.97743128283691,0.171328634059609,0.332456827056725,0.280247886494291,0.319067042143453,0.353521635222626,0.583580757366245,2.76862968077495,0.256629641008086,0.214000795938897,0.52839938573482,3.57046334122753,0.58078622857997,2.07562478490375,-2.61822203811739,1.07957790031423,2.83688023304903e-05
"LOC100335030",1.6550437430307,0.138963151357967,0.602340916495907,5.89506156715498,0.543599705026074,1.12492802559799,4.0412423154847,0.592548698734721,2.70038719252816,2.01737938956089,0.093451982214332,0.104986366438966,0.130782347030669,0.175486873178899,0.130244812976757,0.194526919122082,0.519118065145303,0.274960329651521,0.279847194689327,0.203230532974931,1.93114947049721,0.210663542342279,1.07090650641974,-3.18566146201459,0.14691633470207,3.53927946982834e-08
"COL27A1",0.170144683862969,0.218370666419662,0.279133595449323,0.342526513076283,0.241599868900478,0.0661722367998819,0.265871204966099,0.0573434224581988,0.444367512694508,0.179766480257901,0.685314536238435,0.734904565072761,0.354980656226102,0.414787154786488,0.61401126117614,0.564128065454037,0.269172330075342,0.256629641008086,0.411539992190186,0.52839938573482,0.22652961848853,0.48338675879624,0.354958188642385,1.07972856455455,-1.35289212222882,0.0108532540289627
"CYP4F30P",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478600563215179,0,0.0583580757366245,0,0,0.0493847990628224,0.162584426379945,0,0.0318187357500909,0.0159093678750455,3.91012166845322,-4.27401292719525,0.0129707599265594
"GCLC",2.22734858875159,1.17126084716001,1.35159425164935,2.55993499246485,1.67106575989497,2.84540618239492,1.13438380785536,5.54319750429255,2.40983920345868,3.61530365852001,1.09027312583387,0.699909109593105,0.579178965421535,0.654087436394078,1.28384172791375,1.10880343899587,0.942103155263698,0.568251347946477,0.658463987504298,0.386138012652368,2.45293347964423,0.797105030751905,1.62501925519807,-1.6181021454889,0.731523908414412,3.32611968809326e-05
"AHNAK2",0,0,0,0,0,0,0,0,0.0854552909027899,0,0.046725991107166,0,0,0.0957201126430358,0.186064018538224,0,0.134586165037671,0.0549920659303042,0.0987695981256447,0.101615266487465,0.00854552909027899,0.0718473217869511,0.0401964254386151,2.74414743592164,-3.7107710078241,0.0158675853552882
"SOD3",2.1809454931526,1.11170521086374,3.21738196860009,1.47827231959238,1.42946589099449,1.72047815679693,0.407669180948018,1.54827240637137,1.16219195627794,0.499351334049725,0.794341848821822,0.507434104455001,0.20551511676248,0.861481013787322,1.37687373718286,0.583580757366245,0.922876560258316,0.238298952364652,0.823079984380373,0.630014652222285,1.47557339176473,0.694349672760136,1.08496153226243,-1.0858620007097,0.165683725004352,0.012153243017582
"VPS13B",22.0260027109879,8.04001089999666,9.85782329192081,9.50060381006323,3.12066497329783,8.84502231891755,18.8414060585975,16.0561582882957,20.9536373293641,18.0165961325141,4.51684580702605,6.3341774418176,4.89499641743362,4.64242546318723,6.04708060249229,3.46257916037306,4.8066487513454,7.49725165516481,5.76155989066261,5.64980881670307,13.5257925813955,5.36133740062057,9.44356499100806,-1.33487492195814,3.24489276451597,4.5876920766523e-05
"B4GALNT4",1.16007738997479,1.15140896839458,0.396663530375353,63.6919037209742,2.97973171643922,12.5947824042442,29.5294284982347,18.0822925484854,10.2204527919737,38.2702862415709,2.74125814495374,3.25457735960794,1.04625877624535,3.6692709846497,5.76798457468495,5.81635488175024,5.21040724645841,4.36270389713747,2.93016474439413,3.57685738035878,17.8077027810667,3.83758379902407,10.8226432900454,-2.21363189335226,3.44065243077009,0.000241545919463876
"IFITM3",419.251968736888,131.101807366859,339.029788536001,620.892401940014,237.351737872311,710.050158274999,340.3683165976,268.615705268356,295.538578058209,479.297384474288,68.3757003201529,64.96906309798,136.61150306975,68.2803470186988,90.3154745984541,116.404908402654,373.399701599516,108.151062996265,69.9453370726441,241.295611801135,384.149784712553,133.774870997725,258.962327855139,-1.52187209094105,8.01679421164786,4.75529780202633e-06
"NPIPB11",0.170144683862969,0.0794075150616954,0.528884707167138,0.0901385560727061,0.120799934450239,0.352918596266037,0.407669180948018,0.191144741527329,0.0683642327222319,0.19974053361989,0.420533919964494,0.699909109593105,0.467079810823818,0.893387718001667,0.297702429661159,0.389053838244164,0.999782940279843,1.06317994131921,0.230462395626504,0.142261373082451,0.220921268169825,0.560335347659642,0.390628307914734,1.33032498835676,-1.22722703557236,0.00754930806058605
"MIEN1",0,0.0595556362962715,0,0,0.161066579266985,0,0,0.0573434224581988,0.051273174541674,0,0.140177973321498,0.192475005138104,0.0560495772988582,0.223346929500417,0.316308831514981,0.175074227209874,0.096132975026908,0.0366613772868695,0.263385595001719,0.121938319784958,0.0329238812563129,0.162155081108419,0.0975394811823658,2.25563884698745,-2.90222013274537,0.00210338771278744
"IKZF3",4.47016487603618,0.317630060246782,138.273968440475,17.0001316753124,32.9582487825068,26.0056890623536,49.2925214007147,0.936609233483914,32.5926479503241,26.6054390781694,0.046725991107166,0.122484094178793,0.20551511676248,0.111673464750208,0.0558192055614673,0.21397961103429,2.24951161562965,0.073322754573739,0,0.690983812114764,32.8453050559623,0.377001566571255,16.6111533112668,-6.43982677752574,4.05739327639229,1.04044258415574e-11
"CD3E",0.154676985329972,0.119111272592543,0.0440737255972615,0.0540831336436237,0,0,0,0.0573434224581988,0.0854552909027899,0.059922160085967,0.124602642952443,0.157479549658449,0.186831924329527,0.143580168964554,0.186064018538224,0.252884994858706,0.0576797850161448,0.073322754573739,0.0493847990628224,0.101615266487465,0.0574665990610356,0.133344590444207,0.0954055947526215,1.16135888354335,-2.92479142101671,0.0449031948189906
"H2AFY",15.4676985329972,7.3253432644414,29.837912229346,54.0110227987655,17.0126574350753,79.3846267475917,10.2980780056869,27.48661383163,28.2173370561012,36.4526473856299,3.87825726189478,3.60453191440449,4.40923341417685,3.12685701300584,3.20030111885746,5.4662064273305,13.7662420238532,4.93095524508395,3.52278233314799,9.69409642290419,30.5493937287265,5.55994631746593,18.0546700230962,-2.45784843435578,4.17705625299948,8.78191210833156e-10
"HMCN2",22.1652119977849,27.4750002113466,52.873779474848,59.3832807406988,22.4889211301528,14.4034902101076,24.3715271218924,18.3881241349291,18.6634355331693,78.5978999794267,12.5692916078277,14.7505844846747,13.3397993971283,16.9584132899245,19.3506579279753,15.8150385246252,10.8053463930245,15.1228181308337,18.2394524538691,25.7086624213287,33.8810670534356,16.2660064631212,25.0735367582784,-1.05860019325278,4.65016656097833,0.000458295514013469
"KIAA0196",0,0,0,0,0,0,0,0,0,0,0.046725991107166,0.0699909109593105,0,0,0,0.0389053838244164,0,0.0916534432171737,0,0.0609691598924792,0,0.0308244889000546,0.0154122444500273,3.8727362952618,-4.2815937260928,0.00451789793680428
"LTBP4",0,0,0.0587649674630153,0,0,0,0,0.0191144741527329,0,0,0.093451982214332,0.0699909109593105,0.0934159621647637,0.0797667605358632,0.0372128037076449,0.155621535297665,0.0384531900107632,0.0549920659303042,0.214000795938897,0,0.00778794416157482,0.0836906006759544,0.0457392724187646,2.99672023790705,-3.60107581097924,0.000257117000984728
"SLC1A3",0.742449529583863,0.575704484197291,3.04108706621104,4.52495551484985,1.67106575989497,3.3968414890606,9.55363863178182,0.726350017803852,7.38333713400105,2.09727560300885,1.77558766207231,1.62728867980397,2.26066628438728,1.99416901339658,0.520979251907028,0.486317297805204,0.672930825188356,1.70475404383943,2.91370314470652,1.1584140379571,3.37127052303932,1.51148102410638,2.44137577357285,-1.15562672072877,1.30919548059827,0.0212104313812475
"ATRNL1",0.0464030955989915,0.0992593938271192,0.0440737255972615,0.0540831336436237,0.0201333224083731,0.0441148245332546,0.0177247469977399,0.0764578966109318,1.62365052715301,0.039948106723978,0.0623013214762213,0,0.112099154597716,0.0159533521071726,0.0186064018538224,0.0389053838244164,0.0192265950053816,0.0916534432171737,0.0493847990628224,0.0406461065949861,0.206584877309428,0.0448776557739713,0.1257312665417,-2.15317861298154,-2.62052340743258,0.0123951663071685
"BEND4",0.139209286796974,0.536000726666444,0.367281046643845,0,0.523466382617701,0,0.194972216975139,0,0.239274814527812,0.519325387411714,1.09027312583387,0.734904565072761,1.77490328113051,1.22840811225229,0.800075279714364,0.291790378683123,0.442211685123777,1.02651856403235,0.642002387816691,0.589368545627299,0.251952986163963,0.862045592528704,0.556999289346333,1.76666003356829,-0.75254817068878,0.00509356709259667
"CLEC10A",2.7223149418075,0.694815756789835,0.852092028213722,5.10184227371517,1.61066579266985,3.50712855039374,0.726714626907337,2.71425532968808,1.28182936354185,1.97743128283691,0.872218500667099,0.419945465755863,0.597862157854488,0.558367323751042,0.725649672299075,0.680844216927286,3.26852115091487,0.274960329651521,0.378616792814971,1.1787370912546,2.1189089946564,0.895572270189081,1.50724063242274,-1.24144656142076,0.625187673226583,0.0109558336131409
"CCBE1",0.0618707941319886,22.3532154898672,10.6511503526715,0.126193978501789,23.6365205074301,3.6394730239935,0.0531742409932198,5.82991461658355,9.22917141750131,0.139818373533923,67.3165778550572,5.07434104455001,44.1110173342014,41.0798816759695,24.1511096062615,42.0372672222819,29.878128638363,50.2994096375849,48.7921814740685,42.9222885643054,7.57205027952081,39.5662203052643,23.5691352923926,2.38525732383382,4.56105656436931,0.00110167769245337
"MRPL51",0,0,0.0881474511945229,0,0.0603999672251194,0.0882296490665092,0.0531742409932198,0,0.051273174541674,0.039948106723978,0,0,0,0,0,0,0,0.0549920659303042,0,0,0.0381172589745023,0.00549920659303042,0.0218082327837664,-2.39066020768593,-4.11476690373729,0.0444764501513831
"HNRNPC",50.0380047542458,102.495250065883,148.381542844114,47.863573274607,80.1104898629167,45.2618099711192,90.6620808934397,30.4111283769981,87.4378536517346,65.395050707152,188.399196144093,209.342814679298,121.702315508254,220.810346515376,187.087370640185,127.726375095559,107.034454394959,122.412338760857,224.355142142402,201.950180617189,74.805678440221,171.082053449817,122.943865945019,1.19340034751275,6.94228720808399,2.45201410299963e-06
"ATR",0,0,0,0,0.0402666448167463,0,0.0354494939954799,0,0.034182116361116,0,0.171328634059609,0.0524931832194829,0.0373663848659055,0.0319067042143453,0,0,0.0384531900107632,0,0.164615996876075,0.121938319784958,0.0109898255173342,0.0618102413031138,0.036400033410224,2.28422992552536,-3.77761878633305,0.0233552698813694
"RAP2C-AS1",0.139209286796974,0,0,0.0540831336436237,0.161066579266985,0.220574122666273,0.177247469977399,0.152915793221864,0.051273174541674,0.19974053361989,0,0,0,0,0.0372128037076449,0,0.0769063800215264,0.0549920659303042,0,0,0.115611009373468,0.0169111249659475,0.0662610671697079,-2.63873666875965,-3.30180129742999,0.00328416090427658
"CHKA",0,0,0,0,0,0,0,0,0,0,0.0778766518452767,0.0349954554796553,0,0,0,0,0,0.0366613772868695,0,0.101615266487465,0,0.0251148751099267,0.0125574375549633,3.60133171736682,-4.36266353624433,0.0173599660496416
"TARBP2",0,0,0,0,0,0,0.248146457968359,0.955723707636647,0.222183756347254,0,0,0,0,0,0,0,0,0,0,0,0.142605392195226,0,0.071302696097613,-6.00693899508243,-3.22507857642823,0.00102497652105235
"KRT78",8.36802490635146,0.0992593938271192,15.6902463126251,2.00107594481408,15.4221249648138,2.86746359466155,7.47984323304625,4.89330538309963,4.97349793054237,57.1457666686506,0,0,0.280247886494291,0,0,0,0.11535957003229,0.128314820504043,0,0.345491906057382,11.8940608332432,0.0869414183088006,5.990501125776,-7.0715038122323,2.59108690923158,4.60833890135099e-11
"SEC16A",0.464030955989915,0.25807442395051,0.440737255972615,0.937440983156144,1.42946589099449,3.35272666452735,0.212696963972879,0.172030267374596,0.666551269041761,0.119844320171934,2.10266959982247,4.09446829111967,0.82206046704992,4.00429137890033,2.23276822245869,0.175074227209874,2.51868394570499,2.45631227822026,2.68324074908001,0.406461065949861,0.80535989951522,2.14960302255161,1.47748146103341,1.41742686068794,0.598185832798604,0.0157309894504207
"CDH3",0.0928061911979829,0,0.323207321046584,0.198304823359954,0.181199901675358,0.198516710399646,0.283595951963839,0.0764578966109318,0.051273174541674,0.039948106723978,0,0.0524931832194829,0,0.111673464750208,0,0,0.134586165037671,0,0.0164615996876075,0,0.144531007751995,0.031521441269497,0.0880262245107458,-2.11483628869999,-3.0064661573715,0.0120268929677143
"EMX1",0,0,0,0,0,0,0,0,0,0,0,0.0524931832194829,0,0,0,0.0583580757366245,0.096132975026908,0,0.0329231993752149,0.142261373082451,0,0.0382168806440682,0.0191084403220341,4.15363686958051,-4.19202279346299,0.003216279146801
"LOC100506476",0.0309353970659943,0,0.0146912418657538,0,0,0,0,0,0,0,0.0778766518452767,0.0874886386991382,0,0,0.0930320092691121,0.0194526919122082,0.0576797850161448,0.0183306886434347,0.0164615996876075,0,0.00456266389317481,0.0370322065072922,0.0207974352002335,2.42197807141239,-4.12874952155012,0.0217441070985436
"NFIA",0.386692463324929,0,0,0.108166267287247,0.0603999672251194,0.374976008532664,0,0,0.0683642327222319,0,0.0311506607381107,0,0,0,0,0,0,0,0,0,0.0998598939092192,0.00311506607381107,0.0514874799915151,-4.18986285164712,-3.51740761740168,0.00372438662633045
"ESPN",0,0.0595556362962715,0.205677386120553,0.432665069148989,0.0603999672251194,0.220574122666273,0.0886237349886996,0.0955723707636647,0.153819523625022,0.19974053361989,0,0.0524931832194829,0,0,0,0,0.11535957003229,0,0,0.142261373082451,0.151662834445448,0.0310114126334224,0.0913371235394353,-2.23826839880548,-2.97891486734,0.0133485820167591
".",2.39749327261456,3.15644872370239,5.77365805324125,3.78581935505366,4.63066415392582,1.63224850773042,2.71188629065421,2.58045401061895,8.35752745029285,5.15330576739316,19.4847382916882,14.6630958459756,10.3878549927217,13.5922559953111,8.78222167500419,14.4728027826829,4.0760381411409,10.2651856403235,12.3626613653932,2.84522746164903,4.01795055852273,11.093208219189,7.55557938885588,1.46442101598069,2.92462029985178,8.08838486269945e-05
".",1.97986541222364,2.46163296691256,8.97634877997558,5.2460639634315,5.79839685361146,2.02928192852971,5.60102005128582,0.860151336872982,1.98256274894473,0.679117814307626,6.18340615651497,6.98159336819123,2.54091417088157,16.6552995998882,0.725649672299075,3.46257916037306,22.8411948663933,21.4835670901055,2.18939275845179,6.34079262881784,3.56144418560956,8.94043894719166,6.25094156640061,1.32690287950167,2.65250041729158,0.0135763465154486
".",0,1.80652096765357,1.95393516814526,0.396609646719907,2.35559872177966,0.860239078398465,1.11665906085762,0,2.34147497073644,0.179766480257901,8.14589778301594,6.47415926373623,4.25976787471322,6.46110760340491,14.3827486330047,7.35311754281469,5.72952531160371,5.84748967725568,6.1895614825404,3.00781188802897,1.10108040945488,6.78511870601185,3.94309955773337,2.6208440915909,1.99264855892719,3.40218528241128e-05
".",0,0,0.146912418657538,0.0721108448581649,0.140933256858612,0.132344473599764,1.20528279584632,0,0,0,0,0.104986366438966,0,0,0,0,0.0384531900107632,0,0,0,0.169758378982039,0.0143439556449729,0.0920511673135061,-3.37399210872218,-2.96236872771291,0.0217157885535487
".",56.5653735351706,16.9138007081411,16.6011033083018,1.26193978501789,20.8581220150746,10.5434430634478,9.44729014979538,9.78661076619927,15.3819523625022,16.9779453576907,43.0502131400689,25.686664322067,51.8458590014438,41.2394151970412,22.3835014301484,55.2845504144956,43.432878117157,42.9488034915676,44.8084743496675,44.2839331352374,17.4337581051341,41.4964292598895,29.4650936825118,1.25080358383661,4.88272334000098,0.000717717059297654
".",6.32628869999584,0.0595556362962715,0.0587649674630153,0.0360554224290825,0.0402666448167463,0.0661722367998819,0.779888867900557,0,0,0,0,0.0349954554796553,0.0373663848659055,0.0638134084286905,0.0930320092691121,0.21397961103429,0,0.73322754573739,0.0658463987504298,0,0.736699247570139,0.124226081356547,0.430462664463343,-2.54938775056056,-1.08907916832512,0.037445963403991
".",0,0,0,0.540831336436237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540831336436237,0,0.0270415668218118,-4.64587804160997,-3.98537287870078,0.0365725857315198
".",312.555784256274,169.3166739903,50.8023143717767,41.4276803710157,106.122742414535,51.1511390463087,20.4720827823896,28.7863980740158,63.8863754789257,49.7353928713526,175.284767973349,142.11654470288,228.794374533939,161.846757127266,199.069893434046,197.833876747157,195.399885039693,246.969368092996,223.597908556772,164.596408656396,89.4256583656893,193.55097848645,141.488318426069,1.11390103192501,7.14491122711782,0.0017894885368823
".",0.154676985329972,0.158815030123391,0.381972288509599,0.324498801861742,0.362399803350716,0.441148245332546,0.478568168938978,0.0764578966109318,0.393094338152834,0.139818373533923,0.093451982214332,0.104986366438966,0.130782347030669,0.111673464750208,0.0930320092691121,0.136168843385457,0.307625520086105,0.073322754573739,0.148154397188467,0.182907479677438,0.291144993174463,0.138210516461449,0.214677754817956,-1.06902495777176,-1.99710893009326,0.0192345178402567
".",5.429162185082,0.595556362962715,1.83640523321923,7.04883508488562,1.91266562879545,1.78665039359681,0.903962096884736,0.439632905512858,6.34078258498701,0.539299440773703,0.046725991107166,0,0.354980656226102,0.414787154786488,0.483766448199383,0.136168843385457,1.92265950053816,0,0.345693593439756,0.304845799462396,2.68329519167001,0.400962798714491,1.54212899519225,-2.7377079984974,0.65917547212797,0.000245314324885668
