"gene.name","SRR975587.metastasized_cancer","SRR975588.metastasized_cancer","SRR975589.metastasized_cancer","SRR975591.metastasized_cancer","SRR975593.metastasized_cancer","SRR975598.metastasized_cancer","SRR975599.metastasized_cancer","SRR975601.metastasized_cancer","SRR975603.metastasized_cancer","SRR975604.metastasized_cancer","SRR975569.normal_colon","SRR975572.normal_colon","SRR975574.normal_colon","SRR975575.normal_colon","SRR975576.normal_colon","SRR975577.normal_colon","SRR975580.normal_colon","SRR975582.normal_colon","SRR975585.normal_colon","SRR975586.normal_colon","metastasized_cancer.average","normal_colon.average","metastasized_cancer.normal_colon.average","log2FC","logCPM","pval"
"LINC00323",0,0,0,0,0,0,0,0,0,0,0,0.12060420757284,0,0,0.0547635877034595,0,0,0,0,0.058596720534763,0,0.0233964515811062,0.0116982257905531,3.59605861937271,-4.4714116317292,0.034140682742632
"EPGN",0.0948987352755761,0,0,0.0477295382156463,0,0,0,0,0.0817898304914075,0,0,0,0,0,0,0,0,0,0,0,0.022441810398263,0,0.0112209051991315,-3.57386907745911,-4.45913073737875,0.0306847357790745
"H3F3C",0.0948987352755761,0,0.0842755953311045,0,0.0259275363486788,0,0,0,0.0408949152457037,0,0,0,0,0,0,0,0,0,0,0,0.0245996782201063,0,0.0122998391100532,-3.70803214503636,-4.41868244080551,0.0115195209107409
"TMC1",0,0.0282765434100117,0,0,0.0518550726973575,0.0372691789006131,0,0,0,0,0.136629494876405,0.0861458625520285,0.0905067876837508,0.187719872318154,0.0912726461724325,0.0942953330549808,0.0186927060710219,0.0713377670584742,0.12954046666588,0.0390644803565087,0.0117400795007982,0.0945205416809636,0.0531303105908809,2.72692097616686,-3.51881509890448,0.000107081764729305
"B3GALT5-AS1",0,0,0.0702296627759204,0,0,0,0,0,0.0408949152457037,0.122535945356485,0,0,0,0,0,0,0,0,0,0,0.0233660523378109,0,0.0116830261689054,-3.6306110345304,-4.44004957320583,0.0273285295793385
"ZNF836",0,0,0,0,0,0,0,0,0,0,0,0.103375035062434,0.0905067876837508,0.093859936159077,0,0,0.0560781182130657,0,0.0485776749997049,0,0,0.0392397552118033,0.0196198776059016,4.30359716890273,-4.23011873604887,0.00180252291620666
"PHAX",0,0,0,0,0,0,0,0,0,0,0,0,0.343925793198253,0,0,0.264026932553946,0,0,0,0,0,0.0607952725752199,0.03039763628761,4.90081010207689,-3.98110445476854,0.0159643741794327
"CEACAM1",0.0632658235170508,0.0706913585250293,0.0702296627759204,0,0,0,0.0378309592063318,0.0379882811370448,0.0272632768304691,0.0306339863391211,0.0607242199450688,0.172291725104057,0.0905067876837508,0.140789904238615,0.127781704641405,0.24516786594295,0.0560781182130657,0.0356688835292371,0.0971553499994099,0.117193441069526,0.0337903348330967,0.114335800036709,0.0740630674349027,1.69093737869771,-3.21768758650736,0.00474503348016644
"MERTK",0.158164558792627,0,0.224734920882945,0.238647691078231,0.285202899835466,0.0931729472515328,0.226985755237991,0.0379882811370448,0.163579660982815,0.168486924865166,0,0.0861458625520285,0.0724054301470006,0.0469299680795385,0,0,0.0934635303551096,0,0,0,0.159696364006382,0.0298944791133677,0.0947954215598748,-2.33857198146829,-2.96289506100939,0.00282414858714028
"TMEM87B",0.205613926430415,0.0706913585250293,0.618021032428099,0.334106767509524,0.596333336019611,0.204980483953372,0.302647673650654,0.0949707028426121,0.449844067702741,0.398241822408575,0.0303621099725344,0.0689166900416228,0.253419005514502,0.062573290772718,0.0912726461724325,0.132013466276973,0.243005178923285,0.0891722088230927,0.0485776749997049,0.175790161604289,0.327545117147063,0.119510243310115,0.223527680228589,-1.45580331963364,-1.95546774609131,0.00569922122339775
"LOC102546294",0,0,0.337102381324418,0.190918152862585,0.674115945065648,0.447230146807357,0,0.0949707028426121,0.218106214643753,0.55141175410418,0.0910863299176032,0,0,0.031286645386359,0,0,0.168234354639197,0.0713377670584742,0.0485776749997049,0.0390644803565087,0.251385529765055,0.0449587252357847,0.14817212750042,-2.43583432420567,-2.4389462451997,0.00778099694193487
"FBXO38",0,0,0.0842755953311045,0,0.557442031496593,0.298153431204905,0,0.132958983979657,0.14994802256758,0.505460774595499,0,0,0,0,0,0,0.0560781182130657,0,0,0,0.172823883917534,0.00560781182130657,0.0892158478694202,-4.54544676504421,-2.99795003421162,0.000385256580735595
"DNM1",0.458677220498618,3.74664200182655,0.252826785993313,0.397746151797052,0.661152176891308,0.428595557357051,0.113492877618995,0.303906249096359,0.204474576228519,0.27570587705209,3.26392682204745,5.40996016826739,0.959371949447758,2.40907169474964,2.50087050512465,1.60302066193467,1.25241130675847,1.10573538940635,4.35579819164021,3.24235186959022,0.684321947435986,2.61025185589668,1.64728690166633,1.92108088471028,0.750472448339723,0.000611582713378325
"UST",0,0,0,0.0159098460718821,0.0648188408716969,0.149076715602452,0,0.0379882811370448,0.0136316384152346,0.0306339863391211,0,0,0,0,0,0,0,0,0,0,0.0312059308437432,0,0.0156029654218716,-3.99490509927751,-4.3389686524396,0.00262354707747206
"TRIM74",0,0,0,0.0954590764312926,0.20742029078943,0,0,0,0.286264406719926,0.26038888388253,0,0,0,0,0,0,0,0,0,0,0.0849532657823178,0,0.0424766328911589,-5.38877472418996,-3.67211906215112,0.000590636405176494
"POM121C",1.39184811737512,33.3521829521088,18.7934577588363,25.4239340228676,145.803500656795,13.193289330817,43.8082507609322,2.84912108527836,33.6019886935532,41.8919763187481,6.77075052387517,7.13287741930796,9.84713849999208,8.93233725780549,6.38908523207027,11.8434938317056,29.9831005379191,14.7847522228688,9.44026150827599,16.0359691863468,36.0109549697312,12.1159766220167,24.063465795874,-1.57149234642442,4.59083530879644,0.00189259519043301
"ADGRF2",1.29694938209954,5.01908645527708,23.1617427834985,7.23897996270635,6.85783336422553,10.3981009132711,2.30768851158624,4.04575194109528,28.1493333274594,2.49666988663837,5.93579249963048,2.49823001400883,3.71077829503378,4.94328997104472,3.13977902833168,2.4328195928185,13.2157431922125,4.45861044115463,2.00787723332114,1.03520872944748,9.09721365278574,4.33781289970037,6.71751327624306,-1.06868540985029,2.75575294549363,0.0366507726098381
"PRSS36",184.514774287479,288.053147717789,201.306305380898,119.148837232325,128.302413621437,609.928747297984,241.285857817984,171.175194803524,109.775584157884,154.150219258458,266.047988634333,370.427208973722,396.636946345269,370.684174537581,423.139987655397,545.781387722229,802.926496574675,358.293935051186,536.896656655072,611.456778780252,220.764108157576,468.229156092972,344.496632125274,1.08472503134525,8.42848339695912,0.000205466483187585
"DEGS2",0,0.0424148151150176,0.112367460441473,0,0.181492754440751,0,0.189154796031659,0.0949707028426121,0.109053107321877,0.0765849658478028,0,0,0,0,0,0,0,0.0891722088230927,0,0.058596720534763,0.0806038602041192,0.0147768929357856,0.0476903765699524,-2.30106896905127,-3.63932699983144,0.0393592735899349
"MAP10",0.0474493676377881,0,0.0421377976655522,0,0,0,0,0.0949707028426121,0.0272632768304691,0,0,0,0,0,0,0,0,0,0,0,0.0211821144976422,0,0.0105910572488211,-3.48152444091161,-4.49349809953943,0.0192923002976174
"MAP1S",0,0,0.0421377976655522,0,0,0.0559037683509197,0,0,0.0681581920761729,0,0,0,0,0,0,0,0,0,0,0,0.0166199758092645,0,0.00830998790463224,-3.18438188582383,-4.56172757295968,0.0480382351617406
"KLF12",0.964803808635024,0.395871607740164,0.603975099872915,0.38183630572517,0.401876813404521,0.670845220211036,0.113492877618995,0.607812498192717,0.422580790872272,0.490143781425938,0.48579375956055,0,0.0362027150735003,0.172076549624974,0.419854172393189,0.150872532887969,0.261697884994307,0.178344417646185,0.145733024999115,0.351580323208578,0.505323880369875,0.220215538038837,0.362769709204356,-1.19618545804416,-1.32954950993434,0.0226175590754259
"CEND1",0.23724683818894,0.381733336035158,0.140459325551841,0.222737845006349,0,0.111807536701839,0.567464388094977,0.132958983979657,0.095421468906642,0.199120911204287,0.166991604848939,0.344583450208114,0.307723078124753,0.406726390022667,0.474617760096649,0.4903357318859,0.635552006414745,0.410192160586226,0.469584191663814,1.25006337140828,0.208895063366969,0.495636974526009,0.352266018946489,1.27261267973174,-1.3823475569478,0.0166440044165793
"ABCA13",0,0.0424148151150176,0.0702296627759204,0,0,0,0,0.189941405685224,0.190842937813284,0.0919019590173634,0,0,0,0,0,0,0,0,0,0,0.058533078040681,0,0.0292665390203405,-4.86606866609302,-3.96898761970109,0.000585888351674741
"LOC729739",0.17398101467189,0,0,0.0795492303594105,0,0.0559037683509197,0,0.265917967959314,0.136316384152346,0.122535945356485,0,0,0.0181013575367502,0,0,0,0,0,0,0,0.0834204310850364,0.00181013575367502,0.0426152834193557,-4.4745654596089,-3.70313705432613,0.000189080301874547
"CACNA1D",24.325709142306,8.29916549083844,6.39089931260876,11.3755399413957,18.5770797938283,5.66491519289319,29.8107958545895,19.9058593158115,9.77388474372319,42.3361691206654,6.39122414921849,9.78616998591044,4.70635295955504,9.98043987824851,12.3400617625129,8.29798930883831,4.261936984193,8.82804867348618,9.19737313327747,10.1177004123358,17.646001790866,8.39072972475761,13.0183657578118,-1.07186099965571,3.70596769400322,0.00311287793036722
"CHDH",1.42348102913364,0.466562966265193,0.463515774321075,0.445475690012699,1.27044928108526,0.465864736257664,2.76166002206222,1.272607418091,0.599792090270321,2.28223198226452,0.455431649588016,0.671937727905822,0.325824435661503,0.688306198499898,0.565890406269081,0.584631064940881,0.299083297136351,0.178344417646185,0.340043724997935,0.878950808021446,1.14516409897636,0.498844373066712,0.822004236021536,-1.18776146489216,-0.231483557976005,0.00981023219876083
"MED18",0,0,0,0.0477295382156463,0,0,0,0,0,0,0,0.137833380083246,0.0905067876837508,0,0.182545292344865,0,0.0560781182130657,0,0,0.0781289607130174,0.00477295382156463,0.0545092539037944,0.0296411038626795,3.01239450629037,-3.99252160421742,0.0293163064730438
"ASAP1-IT2",0,0,0,0,0,0,0,0,0,0,0.0910863299176032,0.0516875175312171,0,0.0469299680795385,0.109527175406919,0,0.0560781182130657,0.160509975881567,0,0.0390644803565087,0,0.0554883565386419,0.027744178269321,4.77823003997239,-4.02869945283411,5.49068671096729e-05
"LOC442497",0,0.749328400365311,0.0421377976655522,0.286377229293878,0.0648188408716969,0.0559037683509197,0,0.227929686822269,0.136316384152346,0,0.37952637465668,0.603021037864199,0.524939368565754,0.547516294261282,0.821453815551892,0.207449732720958,0.336468709278394,0.410192160586226,0.680087449995869,1.44538577319082,0.156281210752197,0.595604071667208,0.375942641209702,1.89713638139367,-1.28620171782926,0.00552149910296235
"ATP11A",0.268879749947466,0.0565530868200234,0,0,0,0,0,0.0569824217055673,0.14994802256758,0.0459509795086817,0,0,0,0,0,0,0,0,0,0,0.0578314260549318,0,0.0289157130274659,-4.85176230566087,-3.97296823041215,0.000699012558761932
"SOD2",0.253063294068203,0.183797532165076,0.969169346307701,1.2409679936068,2.4371884167758,0.559037683509197,1.92937891952292,0.664794919898285,1.30863728786252,0.750532665308468,0.121448439890138,0,0.126709502757251,0,0.127781704641405,0.24516786594295,0.224312472852263,0.0356688835292371,0.0485776749997049,0.195322401782543,1.0296568059025,0.112498894639549,0.571077850271023,-3.17758338153223,-0.73081990122341,4.55109994744976e-07
"LINC00336",0.0474493676377881,0,0.0421377976655522,0,0,0.0372691789006131,0,0.0569824217055673,0,0,0.10626738490387,0.0689166900416228,0.126709502757251,0.125146581545436,0,0.0565771998329885,0,0.0535033252938556,0.0971553499994099,0.234386882139052,0.0183838765909521,0.0868662916513486,0.0526250841211503,2.1190665713707,-3.53641333822319,0.0113540430179918
"B3GLCT",7.57608236616683,12.3851260135851,59.7794889548634,38.9473031839674,65.2466452214501,4.88226243598032,12.6733713341212,6.59096677727728,29.5533920842286,38.3997018760883,8.4254855173783,10.234128471181,15.4404579788479,10.715676044828,8.70741044485006,13.1447694278643,9.68282174478935,11.2178638699451,8.20962707495013,3.82831907493785,27.6034340247728,9.96065596495719,18.782044994865,-1.47062708738038,4.23409096161605,0.000402460833386749
"SLC25A23",41.1702346537208,176.997023474968,39.5393001428432,38.3109093410921,26.1479204076425,110.074519882961,55.4980171556887,79.7184079660886,37.5279005571408,63.856544523898,156.182693698717,148.20534193451,211.76778182244,202.408952327049,167.558323843352,207.713759653512,246.164246249288,191.969931154354,205.370217340419,132.25279824696,66.8840778106044,186.95940462706,126.921741218832,1.48295351889112,6.9881784787686,4.51935897371289e-07
"USP22",0,0,0.0561837302207363,0,0,0.0559037683509197,0,0.0569824217055673,0,0,0,0,0,0,0,0,0,0,0,0,0.0169069920277223,0,0.00845349601386116,-3.17874917983679,-4.57054462620589,0.0496055934812579
"C1orf198",408.887017390699,2.05004939722585,73.5164109938335,348.807465279943,106.834413524731,173.618469908506,64.0099829771134,313.631249067442,377.010223650143,751.528269864489,3.85598796651187,3.89379298735169,6.4259819255463,5.67852613762416,2.93897920675233,6.80812304656961,16.2813469878601,2.44331852175274,6.8494521749584,24.1223166201441,261.989355205413,7.92978255750713,134.95956888146,-5.04590138521363,7.07676856171935,7.17876537562953e-16
"DYNC1I2",0,0,0.0983215278862886,0,0.0648188408716969,0,0,0,0.136316384152346,0,0,0,0,0,0,0,0,0,0,0,0.0299456752910331,0,0.0149728376455166,-3.96656963014592,-4.32380433553232,0.0167102415597605
"APBB1",0.0474493676377881,0.127244445345053,0.0702296627759204,0.0636393842875284,0.0259275363486788,0,0.0756619184126636,0.0949707028426121,0.136316384152346,0.0153169931695606,0.166991604848939,0.258437587656085,0.271520363051252,0.0782166134658974,0.237308880048324,0.207449732720958,0.168234354639197,0.107006650587711,0.16192558333235,0.117193441069526,0.065675639497215,0.177428481142024,0.12155206031962,1.40032480437448,-2.68943559898417,0.00565224709890504
"USH2A",0.680107602808296,0.183797532165076,0.393286111545154,0.429565843940816,0.337057972532824,0.48449932570797,0.567464388094977,6.59096677727728,0.817898304914074,0.0612679726782423,0.27325898975281,0.603021037864199,0.126709502757251,0.203363195011333,0.255563409282811,0.132013466276973,0.224312472852263,0.0891722088230927,0.0647702333329399,0.195322401782543,1.05459118316647,0.216750691773622,0.635670937470046,-2.26928829532725,-0.582672599745241,0.000624663867822195
"DPCD",0.142348102913364,0,0,0,0.0777826090460362,0.0372691789006131,0,0.189941405685224,0.095421468906642,0.229754897543408,0,0.0344583450208114,0,0,0,0,0,0,0,0,0.0772517662995288,0.00344583450208114,0.040348800400805,-3.84204114239428,-3.73890816044363,0.00137126112765287
"SPIB",207.717515062357,19.4966766812031,103.04096122483,363.57180243465,101.895217850307,99.3782655384848,48.57495162093,103.708007504132,274.118616891952,575.995528141325,24.6236711877254,29.4791141653041,33.5056128005245,24.8885264048486,30.39379117542,40.1320937481998,35.7030685956519,33.9389426780691,27.8188152164977,42.9709283921596,189.749754295017,32.3454564364401,111.047605365729,-2.55245283315872,6.79550539583461,2.84560763632866e-10
"KCNIP2",0.253063294068203,0,0.0842755953311045,0,0.0777826090460362,0.0931729472515328,0,0.189941405685224,0.0817898304914075,0.26038888388253,0,0,0,0,0,0,0,0,0,0,0.104041456575604,0,0.0520207282878019,-5.67131917304178,-3.52609588759639,1.85766901453974e-06
"KCNIP2-AS1",0.0632658235170508,0,0,0,0,0.0931729472515328,0,0.0759765622740897,0.0545265536609383,0,0,0,0,0,0,0,0,0,0,0,0.0286941886703612,0,0.0143470943351806,-3.87629767071352,-4.38044335660344,0.00853918558947612
"POLL",0.41122785286083,0,0.0421377976655522,0.222737845006349,0,0,0,0.398876951938971,0.204474576228519,0.153169931695606,0,0,0,0,0.0912726461724325,0,0.0560781182130657,0,0,0,0.143262495539583,0.0147350764385498,0.0789987859890662,-3.13307774620152,-3.1384295904211,0.0121307916605848
