"gene.name","SRR5687512.SUM44_Y537S_mut","SRR5687513.SUM44_Y537S_mut","SRR5687514.SUM44_Y537S_mut","SRR5687509.SUM44_normal","SRR5687510.SUM44_normal","SRR5687511.SUM44_normal","SUM44_Y537S_mut.average","SUM44_normal.average","SUM44_Y537S_mut.SUM44_normal.average","log2FC","logCPM","pval"
"TMEM156",1.89628793618454,2.78521534203205,2.53458180001213,6.63775270923272,6.82646929973506,7.6620477389552,2.40536169274291,7.04208991597433,4.72372580435862,1.54947065550948,2.24347308194286,6.50333969029435e-05
"ICAM1",0.682663657026435,0.645127829780251,1.08924176529447,0.353340448400221,0.272747061062474,0.26317141399748,0.805677750700386,0.296419641153392,0.551048695926889,-1.44020406150306,-0.818493269308627,0.00554087381947403
"DHFR",0.0505676782982545,0.0496252176754039,0,0,0,0,0.0333976319912195,0,0.0166988159956097,-5.27356758592379,-4.94905597573848,0.0460657371468761
"LOC100506142",0,0,0,0.0841286781905288,0,0.0375959162853543,0,0.0405748648252944,0.0202874324126472,5.53764680042284,-4.92508813700092,0.0333940607382339
"VAPB",2.76225942704215,2.31997892632513,3.14902587274235,1.11049855211498,1.75337396397305,1.24066523741669,2.74375474203654,1.36817925116824,2.05596699660239,-1.00303171030513,1.05095010689952,0.0214504286880697
"ACSM6",0.0948143968092271,0,0.0837878280995746,0,0,0,0.0595340749696006,0,0.0297670374848003,-6.08320500631977,-4.46438890037246,0.010615342843631
"EPGN",0.0948143968092271,0.142672500816786,0.0558585520663831,0,0.0233783195196406,0,0.0977818165641322,0.00779277317321354,0.0527872948686729,-3.49837345158696,-3.84868023221874,0.00306628876957187
"FBXO45",0.2085916729803,0.148875653026212,0.0977524661161704,0,0.0311710926928542,0.0451150995424252,0.151739930707561,0.0254287307450931,0.0885843307263269,-2.51737261634404,-3.24523631616146,0.00701048528925329
"ZNF829",0,0,0,0.0588900747333702,0,0.0601534660565669,0,0.0396811802633123,0.0198405901316562,5.50962547052208,-4.93143475997104,0.0311133047383991
"PRG4",0.562565421068081,0.6327215253614,0.740125814879576,0.201908827657269,0.342882019621396,0.26317141399748,0.645137587103019,0.269320753758715,0.457229170430867,-1.25577628948492,-1.07891237381451,0.0162847579797765
"UBR3",1.03663740511422,1.09795794106831,1.11018872231936,0.386991919676432,0.10909882442499,0.496266094966677,1.08159468950063,0.3307856130227,0.706190151261665,-1.70627639568694,-0.467706572127633,0.00388861018889095
"ONECUT1",0.0758515174473817,0.0620315220942549,0.0977524661161704,0,0,0.0150383665141417,0.0785451685526023,0.00501278883804724,0.0417789786953248,-3.70570910081701,-4.11565830071926,0.00238667461634201
"GDAP1",0.151703034894763,0.0806409787225314,0.104734785124468,0,0,0.0451150995424252,0.112359599580588,0.0150383665141417,0.0636989830473647,-2.80105006285704,-3.642258935821,0.0145192165752675
"SP2",0.284443190427681,0.136469348607361,0.195504932232341,0.0504772069143173,0,0,0.205472490422461,0.0168257356381058,0.111149113030283,-3.58365942690074,-2.96518213007123,0.000813668022581736
"TBKBP1",0.189628793618454,0.210907175120467,0.46083305454766,0.0925415460095817,0.0233783195196406,0.0751918325707086,0.287123007762194,0.0637038993666436,0.175413453564419,-2.15836870373648,-2.38528332480554,0.00456943138254448
"DHCR24",0.176986874043891,0.210907175120467,0.216451889257234,0.0841286781905288,0.0857205049053489,0.0751918325707086,0.201448646140531,0.0816803385555288,0.14156449234803,-1.29341514253053,-2.66850437780769,0.0384816324528823
"FIBCD1",30.4291004159746,31.6608888769077,26.7492641207892,61.9860100907816,61.1732694097263,64.8905515085215,29.6130844712238,62.6832770030098,46.1481807371168,1.08177864266047,5.52858703136716,3.20108939784694e-09
"RPS16P5",0.0379257587236908,0.0992504353508079,0.104734785124468,0,0.0233783195196406,0.0225575497712126,0.0806369930663223,0.0153119564302844,0.0479744747483034,-2.30928808832295,-3.97308803701156,0.0413933379100391
"ALS2CL",0.24651743170399,0.266735545005296,0.328168993390001,0.0504772069143173,0.0779277317321354,0.052634282799496,0.280473990033096,0.0603464071486496,0.170410198590873,-2.19775545792558,-2.418850909682,0.000958748158068477
"ZNF80",0,0,0,0.0504772069143173,0.0233783195196406,0.0225575497712126,0,0.0321376920683902,0.0160688460341951,5.20853666770654,-5.10383512347123,0.0204215091066143
"GGT5",0.214912632767581,0.279141849424147,0.13266406115766,0.0588900747333702,0.101306051251776,0.0902301990848503,0.208906181116463,0.0834754416899988,0.146190811403231,-1.31321124628693,-2.6215335169364,0.0489267092645636
"ADCY3",0.600491179791772,0.403204893612657,0.851842919012342,0.210321695476322,0.187026556157125,0.338363246568189,0.618512997472257,0.245237166067212,0.431875081769734,-1.32877463841807,-1.15899833524532,0.018852750410443
"TTLL2",0.391899506811472,0.545877394429443,0.307222036365107,0.100954413828635,0.0857205049053489,0.210537131197984,0.414999645868674,0.132404016643989,0.273701831256332,-1.63876636077095,-1.78236381448908,0.00949423596495665
"RPS6KA2",18.0084144339659,19.4654916331772,17.6582847719854,44.9667784928376,45.6734435682046,43.0698816965019,18.3773969463761,44.570034585848,31.4737157661121,1.27805734473271,4.97662129953783,3.19306574999494e-12
"OTUD7A",0.360294707875063,0.334970219308977,0.139646380165958,0.67302942552423,0.545494122124948,0.736879959192944,0.278303769116666,0.651801168947374,0.46505246903202,1.2224403868274,-1.06610179355285,0.0274237036836831
"HACL1",0.101135356596509,0.111656739769659,0.00698231900829789,0,0,0,0.0732581384581552,0,0.0366290692290776,-6.38488790127651,-4.2283200665226,0.0019499257116381
"ANKRD63",0.227554552342145,0.0310157610471275,0.118699423141064,0.0252386034571586,0.0233783195196406,0.0451150995424252,0.125756578843446,0.0312440075064081,0.0785002931749268,-1.97332682491423,-3.40386894556811,0.037853720931304
"KRT6A",0.214912632767581,0.12406304418851,0.279292760331915,0.0925415460095817,0.0623421853857083,0.0300767330282834,0.206089479096002,0.0616534881411911,0.133871483618597,-1.73277029448396,-2.74172513793662,0.019959448840071
"DNAJA2",0.391899506811472,0.272938697214722,0.446868416531065,1.10208568429593,1.21567261502131,0.992532189933353,0.370568873519086,1.10343016308353,0.736999518301308,1.57308057934818,-0.417854237180426,0.00138596987098654
"KCNN3",0,0,0,0,0.0467566390392812,0.0601534660565669,0,0.035636701698616,0.017818350849308,5.36527240935381,-4.99747920708998,0.0381356712856196
"CNTNAP3B",0.1390611153202,0.0682346743036804,0.0837878280995746,0,0.0311710926928542,0.0225575497712126,0.0970278725744849,0.0179095474880222,0.0574687100312536,-2.36276052699589,-3.76475776461753,0.0222749217040016
"MIR4779",0,0.037218913256553,0.0139646380165958,0.0757158103714759,0.0935132780785625,0.0827110158277794,0.0170611837577162,0.0839800347592726,0.0505206092584944,2.2341587453703,-3.98152424155493,0.0360997329797037
"HIP1R",5.32224814089128,6.08529231744641,5.48112042151384,10.9619667682259,11.4631693377971,11.5870613991462,5.62955362661718,11.3373991683897,8.48347639750346,1.00986689174719,3.08676912295047,0.00197341485010135
"ZNF329",0.461430064471572,0.50865848117289,0.411956821489575,0.143018752923899,0.163648236637484,0.308286513539905,0.460681789044679,0.204984501033763,0.332833145039221,-1.16201472544517,-1.51798840078229,0.0419102644784729
"BCO2",0.0821724772346635,0.0620315220942549,0,0,0,0,0.0480679997763061,0,0.0240339998881531,-5.78623806243828,-4.63836701264418,0.0189726045862136
"ZBTB49",0.227554552342145,0.148875653026212,0.39799218347298,0.0757158103714759,0.0389638658660677,0.135345298627275,0.258140796280446,0.083341658288273,0.170741227284359,-1.61517721790413,-2.42282964173281,0.0279818578260797
"LOC51145",0.031604798936409,0.0496252176754039,0.0209469570248937,0,0,0,0.0340589912122355,0,0.0170294956061178,-5.29958764565722,-4.94329766796903,0.0138596485085693
"CTC1",0.0695305576600999,0,0.0349115950414894,0,0,0,0.0348140509005298,0,0.0174070254502649,-5.32543810574693,-4.93651013318038,0.043536858964357
"TIGD6",0.195949753405736,0.0620315220942549,0.174557975207447,0,0,0,0.144179750235813,0,0.0720898751179063,-7.34750863923093,-3.49330084055121,2.1623935715462e-06
"KRT75",0,0,0.0279292760331915,0.143018752923899,0.116891597598203,0.187979581426771,0.00930975867773052,0.149296643982958,0.0793032013303442,3.93889792706795,-3.45973171273141,0.000352431391004223
"PTX4",0.998711646390526,1.14758315874372,1.12415336033596,0.403817655314538,0.319503700101755,0.43611262891011,1.09014938849007,0.386477994775468,0.738313691632767,-1.49382686975581,-0.405531015703483,0.00183416436024108
"RBMX2",0.189628793618454,0.303954458261849,0.146628699174256,1.50590333961047,1.46504135656415,1.29329952021619,0.213403983684853,1.42141473879693,0.817409361240893,2.72745058012231,-0.272687895395077,2.14390242228096e-07
"PNPO",0.0884934370219453,0,0.0418939140497873,0,0,0,0.0434624503572442,0,0.0217312251786221,-5.63864104070638,-4.7489952186771,0.0277134203897812
"C2CD4C",1.85204121767357,1.30266196397935,1.60593337190851,0.967479799191081,0.77148454414814,0.556419561023244,1.58687885118715,0.765127968120822,1.17600340965398,-1.0524453446772,0.253194563969082,0.0254870045667454
"ZNF354C",0.0758515174473817,0.0310157610471275,0.0418939140497873,0,0,0,0.0495870641814322,0,0.0247935320907161,-5.82654024762972,-4.62621819755434,0.00252925201756728
"GAB1",0.328689908938654,0.186094566282765,0.195504932232341,0.0252386034571586,0.124684370771417,0.052634282799496,0.23676313581792,0.0675190856760238,0.152141110746972,-1.79185079089715,-2.56723770782118,0.0181031868446478
"LOC100507639",0.031604798936409,0,0.0139646380165958,0.151431620742952,0.0857205049053489,0.150383665141417,0.0151898123176683,0.129178596929906,0.0721842046237871,3.01790217204485,-3.57194331952833,0.00194636929623316
"DOCK6",37.9889683215637,27.976216464509,27.4125844265775,10.9619667682259,11.2215933694275,13.0382637677609,31.1259230708834,11.7406079684714,21.4332655196774,-1.40649077787692,4.42291988946787,1.02636248803902e-09
"LOC100506688",0.1390611153202,0.12406304418851,0.111717104132766,0.0252386034571586,0.0389638658660677,0.0601534660565669,0.124947087880492,0.0414519784599311,0.0831995331702115,-1.56346709523001,-3.33454802246274,0.0420739861800174
