"SRR975587.metastasized_cancer","SRR975588.metastasized_cancer","SRR975589.metastasized_cancer","SRR975591.metastasized_cancer","SRR975593.metastasized_cancer","SRR975598.metastasized_cancer","SRR975599.metastasized_cancer","SRR975601.metastasized_cancer","SRR975603.metastasized_cancer","SRR975604.metastasized_cancer"
0.00699710124200226,0,0.00960546706812194,0,0,0,0,0,0.0055605455400828,0
0,0,0,0,0.005245,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.0093218001261034,0.0117867276166456,0.0116822982345523,0.0099483764186633,0,0.00514856557377049,0,0.00885088272383354,0.0071938051702396
0,0.022006,0,0,0.001952,0,0,0.26363,0.072099,0
0,0.0165525757575758,0.119880171065494,0,0.0788964525904203,0.0953921397849462,0.0603218377321603,0.04961680742913,0.0145145679374389,0
0.288576,0.759987,0.330318,0.510779,0.260766,0.097304,0.127327,0.340374,0.299885,0.199913
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.049772,0,0,0,0,0
0,0,0,0,0,0.028448,0,0.01417,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0124153821989529,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.016881,0,0,0
0.0427284459687124,0.0245299581227437,0.0317126777376655,0,0.00782431119133574,0.0235913513838748,0.0270555576413959,0.0776714062575211,0.0521543095066185,0.0112331910950662
0,0.024506,0,0,0,0,0,0.009814,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.009211,0
0,0,0,0,0,0.266585,0,0,0,0
0.078423,0,0,0.065144,0.138925,0,0,0.061992,0.05099,0.05613
0,0,0.012658,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00739629937733499,0
0,0.0118647878090857,0.0133993628522139,0,0,0,0,0,0,0
0,0,0.055168,0,0,0,0,0,0,0
0,0.002728,0,0,0,0,0,0,0,0
0.011315,0,0,0,0,0,0,0,0,0
0,0,0.001666,0.002564,0.01035,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.09613,0.373512,0.088345,0.19831,0.026392,0.023506,0.012219,0.021559,0.106799,0.02813
0,0,0,0,0,0,0,0,0,0.005836
0,0.002357,0,0,0.003658,0,0,0,0.004946,0.003094
0,0.071587,0,0,0,0,0,0,0.029172,0.034745
0,0,0,0,0.00765650777202073,0,0,0,0,0
0,0,0,0,0,0,0.015056450459482,0,0.00493778245614035,0
0,0,0,0,0,0,0,0,0,0
0.0182138270620483,0,0.0174196194866683,0,0.00810091726887615,0,0,0.0152078263144779,0,0
0,0,0,0,0,0.013743,0,0,0,0
0,0,0,0.02082,0,0,0,0,0,0.007757
0,0,0,0,0,0,0,0,0,0
0,0,0,0.0245620393338058,0.011519942593905,0.0151469099929128,0,0.0277413990077959,0,0
0,0.00695067656045395,0,0.00367081405499782,0,0,0,0,0.0093185508511567,0
0,0.029538,0,0.068446,0.078174,0,0,0.021929,0.013609,0.018997
0,0,0,0,0,0,0,0,0,0
0.011626,0,0,0,0,0,0,0,0,0
0,0.00724,0,0,0,0,0.019263,0,0,0
0,0,0,0,0,0.01302,0,0,0.010018,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.043504,0.047867,0.096883,0,0,0.024872,0.017583,0
0.0384559941520468,0,0,0,0,0,0,0.0116219335282651,0,0
0,0,0,0.004952,0,0,0,0,0.009138,0
0,0,0.020192,0,0,0,0,0,0,0.016975
0,0,0,0,0,0,0,0.0190194995278565,0,0
0.007174,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.001688,0,0,0,0,0.001246
0,0.059504,0,0,0.012911,0,0,0,0,0
0,0,0,0,0,0.00430363152173913,0,0,0,0
0,0.023568,0,0,0,0,0,0,0,0
0.00858,0,0,0,0,0,0,0,0,0.010169
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.015968,0,0
0,0,0,0,0,0,0,0,0,0
0.011685,0,0,0,0.005976,0,0,0.006745,0.008114,0.005012
0.0313196264118158,0,0.0101222606429192,0,0,0,0.0170093501303215,0.0117833796698523,0,0
0,0,0,0,0,0,0,0,0,0
0.05196,0.09545,0.06748,0,0.02392,0.010449,0.032791,0.030262,0,0
0,0,0,0,0,0,0.018,0,0,0
0.017488,0,0,0,0,0,0,0.015376,0,0
0.00354114285714286,0.00192742857142857,0.0109014285714286,0.00639157142857143,0.00101071428571429,0.003009,0.00251885714285714,0.00424157142857143,0.007371,0.00247657142857143
0.000422016035994462,0.000200637113520997,7.83136248269497e-05,0.00182049261652054,0.000974732060452238,0,0.00117084852330411,0.000692989155514536,0.000990022496538994,0
0,0.007691,0.002858,0,0.002668,0,0,0,0,0
0.0315312957142857,0.0233098078571429,0.0518604867857143,0.0562013725,0.0806113703571429,0.0191522871428571,0,0.0434818289285714,0.0353230219642857,0.0239150994642857
0.150378,0,0,0.257449,0,0,0,0.05905,0.099249,0.055033
0,0,0,0,0,0,0,0,0,0.00439530706214689
0,0,0.009493,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00806167870225013,0
0,0,0,0.033298,0.017642,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.266152,0.0337055,0,0,0,0.0511005,0.015804
0,0,0,0,0,0,0,0,0,0
0.0122446062520785,0,0,0.0301476395078151,0,0,0,0,0,0
0,0,0.0239070939352485,0,0,0,0,0,0.0131138791609667,0.0410912225262198
0.017339,0.080354,0,0,0.026544,0.091395,0.133656,0.049521,0,0.087147
0,0,0,0,0,0,0,0,0,0
0.019982,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.020383,0,0,0.007038
0.0532168883858268,0,0.00674967027559055,0.0624950358267716,0.0265397956692913,0.0458406275590551,0,0.0938807722440945,0.0639212084645669,0.0256975842519685
0,0.177464,0.020308,0.043218,0.032274,0.043669,0,0.018289,0,0
0,0,0,0,0,0,0,0.027229,0,0
0,0,0.00756668941979522,0.0286380204778157,0.052819837883959,0.0278711262798635,0.0182566467576792,0.146473139931741,0,0.032773771331058
0.022667,0,0.022388,0,0.040978,0.034665,0,0.05297,0.0062,0.023096
0.052135,0,0,0.112915,0.018445,0.011576,0,0.191242,0.015098,0.020045
0,0.003446,0,0,0.00782,0,0,0,0,0
0,0,0,0,0.020629480679547,0,0,0,0,0
0,0,0.011259,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.022914,0.009865
0.016471,0.030614,0.015797,0.055035,0.01102,0.004921,0.017567,0.004597,0.016778,0.021061
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.001156,0
0,0,0,0,0,0.0218889469417833,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.013361,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.017226,0
0,0,0,0,0,0,0,0,0,0
0,0.067776,0.043195,0,0,0.090278,0.014303,0,0.008145,0.019757
0,0,0,0,0,0,0,0,0,0
0.013612,0.021041,0,0.023046,0.009164,0.005412,0.110367,0.020197,0.029429,0
0,0,0,0,0,0,0,0.015882,0,0
0,0,0,0.007917,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.066573,0.469474,0.200236,0.570783,0.235228,0.03366,0.034494,0.076759,0.23872,0.222177
0,0,0,0.014459,0,0,0,0,0.019941,0
0,0,0,0,0,0.004886,0.012536,0,0,0
0,0,0,0,0.037267,0.006647,0,0.010736,0,0.022085
0,0,0,0,0,0,0,0,0.001881,0
0,0,0,0,0,0,0.00765855018899622,0,0.00150880197396052,0
0.00975785010706638,0.0151082200214133,0,0,0.00870178104925053,0,0.0641604700214133,0.0358346948608137,0.0102048677730193,0
0,0,0,0.00187937498113777,0,0,0,0,0,0.00184428851667421
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.026718,0,0.044157,0
0,0,0,0,0,0,0,0,0,0
0.03868,0.049679,0.067427,0,0.011403,0,0,0.060823,0.041665,0.007118
0,0,0,0,0,0,0,0,0,0
0,0.000745,0.003845,0,0.014306,0,0,0,0,0
0.024751,0,0,0.012698,0.032624,0,0,0,0.014461,0.010573
0,0,0,0,0,0,0,0,0.046235,0
0.007332,0,0.012864,0,0.027496,0,0,0,0,0
0,0,0,0,0.016271,0,0,0,0,0
0,0.008467,0,0,0,0,0.016981,0.008123,0.011045,0
0,0,0,0,0,0,0,0,0.053118,0.092587
0,0,0.045218,0,0.082652,0,0,0.036883,0,0.028208
0,0,0.032754,0,0.019786,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.020716846124475,0,0,0,0,0,0,0,0,0
0,0.005561,0,0,0,0,0,0,0,0
0.014074,0.02947,0.068653,0.019607,0,0.042081,0.07719,0.048386,0.02272,0
0.071494,0.01096,0,0,0,0.014095,0,0,0,0
0.036965,0,0,0,0,0.034785,0,0.034421,0,0
0,0,0,0,0,0,0,0.027637,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.023215,0.018788,0,0.024342,0,0.014182,0.033628,0.026893
0,0,0,0,0,0,0,0,0,0
0.057711,0.017694,0.01808,0.019429,0,0,0.045332,0.021257,0.031031,0.008048
0,0.076266,0.111745,0.04759,0.025554,0,0,0.042093,0.047646,0.041521
0,0,0,0,0,0.085138,0,0.016633,0,0.020276
0.005452,0.011337,0,0,0.009405,0,0.010547,0.009003,0,0
0.121847,0.150697,0.086349,0.240717,0.062873,0.025084,0.14867,0.059586,0.098427,0.143855
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.024116,0,0,0,0,0
0,0,0,0,0,0.0579861569060773,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00785763622108977
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0101198644256456,0.00767979674977738,0
0,0,0,0,0,0,0,0,0,0
0.0772892672672673,0,0.329215654654655,0.101004411411411,0.192258,0.0524456636636637,0.0370467117117117,0,0.079100051051051,0.0361748528528529
0,0,0,0,0,0,0,0,0,0.0327433634361234
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.0860975,0.045913,0.0460115,0.0314845,0,0,0,0.015451,0.01619
0,0,0,0,0,0,0,0,0,0.0187533088857546
0,0,0,0,0,0,0,0,0,0
0.052745,0.102895,0.083136,0.125372,0.076657,0.054592,0.064901,0.064346,0.146779,0.044724
0.01013849498998,0.0145998148296593,0,0.0135109891783567,0,0.0115797563126253,0,0.00487679278557114,0.00456447174348697,0
0,0,0.0194036778574123,0,0.0135084024896266,0,0,0.0109643625047152,0.089278809883063,0.0452649188985289
0,0,0,0,0,0,0,0,0,0
0.0338674656261613,0.0262192772203642,0.0354879319955407,0,0.0430910813823857,0.0234756503158677,0,0.0349596618357488,0.0220165737643999,0.0494819305091044
0.009651,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008737,0,0,0.015894,0,0
0,0,0,0.02082,0.009011,0,0,0,0,0
0.04635,0.019713,0.090175,0,0,0,0.026999,0,0,0.031848
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0116634678628816,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.010801,0,0,0,0,0
0.102803,0.021309,0.10347,0.148932,0.059402,0,0,0.096617,0.139121,0.072519
0,0,0.0017446840741479,0,0,0,0,0,0,0
0,0,0,0,0.008973,0.132818,0,0,0,0
0.009906,0,0,0.069713,0,0.021483,0,0,0,0
0,0,0.0285996355213656,0,0,0,0,0.0187832187096412,0,0
0.0519722724177072,0,0.0395894415437003,0,0,0,0.0608842519863791,0,0,0.0251008059023837
0.027193,0,0,0,0.020577,0,0,0,0,0
0.005725,0,0,0,0.062429,0,0,0,0.01995,0
0,0,0,0,0.013014,0,0,0,0,0
0,0,0,0,0.016519,0,0,0.020674,0,0.015811
0.0725806916361588,0.00953771191213743,0.0283520126724866,0.0420446533370881,0.0453672523232892,0.0244687671078569,0.0317206921993805,0.0229154688820051,0.0166840357645734,0
0,0.025502,0,0,0,0,0,0,0,0
0,0.0129130969479354,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.006036,0
0,0,0.0465399391575663,0.0233210109204368,0.050466127925117,0.138906126365055,0.0813164024960999,0,0.00882171918876755,0.0145632043681747
0,0,0,0,0,0,0,0.00934,0,0
0.007489,0,0,0,0,0,0,0,0.007703,0
0.02169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.014653,0,0
0.098429,0.23509,0.089163,0,0,0.071503,0,0.135547,0.057091,0.185659
0,0,0,0,0,0,0,0,0,0
0,0,0.0170042087083435,0,0.0131020063244953,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.0011421151705293,0.00162882299362413,0,0,0.00095790304625038,0.003005566238235,0
0,0,0,0.024078,0,0,0,0.018011,0,0
0,0,0,0,0,0,0,0,0.016717,0
0.024678,0,0,0,0,0,0,0,0,0
0.349275,0,0.130056,0.153859,0.077633,0.02702,0.046625,0.054377,0.300776,0.056329
0,0,0,0,0,0,0,0,0,0.023366
0.012028,0.027694,0,0,0,0,0,0,0,0
0,0,0.008425,0,0,0,0,0,0,0
0,0,0,0,0.0122860425996723,0.0110771785909339,0,0,0,0
0,0,0,0,0.00717824199602561,0,0,0,0.00503266416427467,0
0,0,0,0,0.0916924391046741,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.01236,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.006379,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.109531,0,0.061141,0.160951,0.102602,0.059116,0.042369,0,0.13379,0.09289
0.017776,0,0,0,0,0,0,0,0,0
0,0,0.0188809200298954,0,0,0.0581234745889387,0.0251721464872945,0,0.0484553863976084,0.0859447967115097
0,0,0,0,0,0,0,0,0,0
0.044402,0,0,0,0,0.019796,0,0,0.018448,0
0,0,0,0,0,0,0,0,0,0
0,0,0.018666,0,0,0,0,0,0,0
0.025239,0.044739,0.010247,0.069976,0.06163,0.07512,0.023106,0.025426,0.054647,0.064469
0,0,0,0.00625825026068822,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.01301,0
0,0,0,0,0,0,0,0,0,0
0.086806,0.010484,0.020142,0.084348,0.036263,0.074991,0,0.03978,0,0.029076
0,0,0,0.012877,0.02181,0,0,0,0,0.010757
0,0,0,0,0.0123145,0,0,0,0,0
0.118994,0.163348,0.075438,0.02572,0.047182,0.129567,0.036507,0.032396,0.037859,0.044122
0,0,0,0,0,0,0,0,0,0
0.035099,0.06441,0.487005,0.303526,0.092897,0.081392,0.021476,0.038786,0.394025,0.304638
0.0332076509598604,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.009845,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.010435,0,0.004375,0,0
0,0,0.038861,0.012719,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.041912,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.009052
0,0,0,0,0,0,0,0,0.003539,0
0,0,0,0,0.007546,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.004592,0,0,0.005748,0,0
0,0,0,0,0,0,0,0,0.00801481583943586,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.022219,0,0,0.007945,0,0
0,0,0,0,0,0,0.035218,0,0,0
0.119522888150609,0.0380399645625692,0.0290298028792913,0,0.247456416389812,0.096343211517165,0.0249481284606866,0.05217115393134,0.0429721018826135,0.0828936699889258
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.01998,0,0,0,0
0.017759815477997,0.0166338415781487,0.00441098027314112,0.0202645329286798,0.0418598531107739,0.040057495599393,0.0176039575113809,0.0083743684370258,0.0314113748103187,0.0222836928679818
0,0,0.001488,0,0,0,0,0,0,0
0,0,0,0,0.019763,0,0,0,0,0
0,0,0.00838863203883495,0,0,0,0,0,0,0
0.0142378836653386,0,0,0,0,0,0,0,0,0
0.156236439987937,0.0783955669481303,0.131266423401689,0.0894507659831122,0.0699221999396864,0.0501140892641737,0.0376154553679132,0.0724952412545235,0.0844840138721351,0.04164335946924
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0412221594985199,0,0,0,0
0,0,0,0,0.008772,0,0,0,0,0
0,0,0,0,0,0,0,0.015192,0,0
0,0.038356,0,0,0,0,0,0,0.008643,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.016656,0,0
0.019118,0,0,0,0,0,0,0,0,0
0,0,0.0237725185185185,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0122621410488246,0,0
0,0,0,0,0,0,0,0,0.007064,0.007514
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00695998299647097
0.0139624012135002,0.079199731513083,0.0325459260523322,0,0,0,0,0.021811212741752,0.01572829616989,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.035917,0.113249,0.023426,0.060264,0.065368,0,0.083769,0.095445,0.03973,0.040989
0,0,0,0,0,0,0,0,0,0
0,0.029223,0,0.018891,0,0.032289,0,0,0,0
0,0,0.025977,0,0,0.007949,0,0,0,0
0.017458,0,0,0,0,0.020446,0,0.019292,0,0.139875
0,0,0,0,0,0,0,0.0263,0,0
0,0,0,0,0,0,0,0,0,0
0,0.00658236338528309,0.00651991023870586,0,0.0029204280923259,0,0,0.0109669708029197,0,0
0.046505,0,0.024661,0.030032,0,0,0.022338,0,0,0.011048
0,0,0,0,0,0,0,0,0,0
0,0,0.023054,0,0,0,0,0,0,0
0.107777151007988,0.10866942164321,0.128304136934196,0.0105910715100799,0.0123356177253709,0.349674862685432,0.241059720045645,0.1082180488779,0.0385761829593001,0.0422010353746672
0,0,0,0,0,0,0.004275,0,0,0.002952
0.122919,0.204634,0.074426,0.11341,0,0.052919,0.148112,0.061796,0.044747,0.08479
0.12775,0.078699,0.067896,0.078013,0.01399,0.013036,0.040457,0.042623,0.047416,0.009314
0,0,0,0,0,0,0,0,0.016328,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.004734,0,0,0,0,0
0.007765,0,0.019035,0.032612,0,0.011453,0,0,0.018914,0.012762
0,0,0,0,0,0,0,0,0,0
0,0,0,0.009291,0.011092,0,0,0,0,0.003672
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.003377,0,0,0,0,0
0,0,0,0,0.026979,0,0.045934,0,0,0
0,0,0,0,0,0,0,0,0.00700362877358491,0.00597167688679245
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00252,0,0,0,0,0
0,0,0,0,0,0,0,0.00256840597407477,0,0
0.00502105863708399,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00813,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0043626899000526,0,0.00273018700683851,0.0104555620725934,0.00715960836401894,0,0,0,0.002778543135192,0.00198550263019463
0,0,0,0.00763121707167654,0,0,0,0,0,0
0,0.00771725429756965,0,0,0.020135265560166,0.0379415462359218,0.00737203941908714,0,0,0
0,0,0,0,0.0110639075794621,0,0,0,0,0.00663824449877751
0,0,0,0.022146,0,0,0,0,0,0
0,0.00211300189035917,0,0,0,0,0,0,0,0
0,0,0,5.2e-05,0,0,0,0,0,0
0,0,0,0,0,0,0,0.005447,0,0
0,0,0,0,0,0.01287,0,0,0,0
0,0,0,0,0,0,0.018915,0.016235,0,0
0,0,0,0.00746640346237076,0,0,0,0.0110102827602789,0,0
0.013056,0,0,0,0,0,0,0.056092,0.010914,0
0,0,0,0,0,0,0,0,0,0
0,0,0.009393,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.015607,0,0,0,0,0,0,0.010412
0.010421,0,0,0,0,0,0,0,0,0
0,0.00413180662151994,0.00821892964635064,0.00175787170805117,0.00598474981188864,0.00198699398043642,0.00205544544770504,0,0.00588872761474793,0
0,0,0,0.00835820864149474,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.009073,0
0,0,0,0.047581,0,0,0,0,0,0
0,0,0.012907,0,0,0,0,0,0,0.011491
0,0.022841,0,0,0,0,0,0,0,0
0,0.018496,0,0,0,0,0,0,0,0
0,0,0,0.01615,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.015529,0.007142,0,0,0.027423,0,0.038006,0,0.012339,0
0,0.08639,0.013945,0,0.012971,0.041538,0.035876,0.037252,0,0
0,0.041915,0.019885,0.059808,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.02618,0.036145,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.007281,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.007825,0
0.00790049927524561,0.00201551296505073,0,0,0,0.00164831373812208,0.000964416170075697,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.00597111254612546,0,0,0,0,0,0
0,0.00757153616866594,0,0,0,0,0,0,0,0
0.020777,0,0,0.033427,0.035474,0,0,0,0,0.039009
0.013004,0,0,0,0,0,0,0,0.007384,0
0,0,0,0,0.012362,0.007586,0,0.019563,0.01647,0.015677
0,0,0.00622631991449947,0,0,0,0,0.0144585721410759,0,0
0,0.0370498751445087,0.128218473988439,0.046037025433526,0.0297514647398844,0.0167832,0.0780458323699422,0,0.0457190393063584,0.0299778277456647
0,0,0,0,0,0,0,0.028592,0,0
0,0,0,0,0,0,0,0,0,0
0,0.0109434275996113,0,0,0,0.0105810566083576,0,0.0098854101068999,0,0
0,0,0,0.033366,0,0.029717,0,0,0,0
0,0,0,0,0,0,0,0,0.00980095818639798,0
0,0.064522,0.013073,0,0,0,0.022403,0.040344,0.014474,0.016662
0,0,0,0,0,0,0,0.0123647042139384,0,0
0,0,0,0,0,0,0.051722,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.015641,0,0,0,0,0.003792,0.005477,0
0,0,0,0,0,0.006037,0,0,0,0
0,0,0.00586,0,0.004463,0,0,0.004497,0,0
0,0,0,0.002342,0,0,0.006441,0,0,0
0,0,0,0,0.001939,0,0,0.000193,0.000289,0
0,0,0,0,0,0.0087644653877113,0,0,0,0
0.001797,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00351875626402393,0,0,0
0,0,0,0,0,0,0.02888,0,0,0
0,0,0,0,0,0,0,0,0,0
0.014853,0,0,0,0,0,0,0,0,0
0,0,0.080489,0,0,0,0,0,0.021761,0
0.018931,0,0,0.081067,0.0608,0.053336,0.034366,0.086615,0.044947,0.038684
