"fc","metastasized_cancer.normal_colon.average"
1.00441907935921,0.00221355
1.00031584762916,0.000157490394877268
0.997477870390627,0.0012694
1.00101060855435,0.00050575
1.00007089991865,0.000317050161749482
0.997500414504871,0.0017434054197229
0.999109520571697,0.000635347484856466
1.00335011938613,0.0016849
1.00117819477597,0.0032833
1.00053508736025,0.00378475
0.996864874874546,0.00159195673325499
0.998021308718654,0.00099645
0.998186836593723,0.00197003378999808
1.0035750040302,0.00182195
1.00955441130017,0.00478709511312217
0.991772659004557,0.0125237
1.01035195625068,0.0068426
1.00133539585372,0.00067735
0.996671646182013,0.01290495
1.00144098747879,0.00370743016759777
1.00293557451308,0.0019252
0.999587045988964,0.00166291027109584
0.99827175354572,0.00141994551695444
0.999676056254935,0.00016227522309133
0.988294096424006,0.0098217913147139
0.997326092856911,0.00136775095343681
1.00124057634881,0.0006229
0.999372902889067,0.009701875
0.999257416342841,0.00037575
0.995918866240341,0.02275455
0.999828444210118,0.00076965
1.00431862794913,0.0031098
1.02993340225172,0.0205062
0.999024505222068,0.0014031
1.000658146408,0.0003292
0.999663456079563,0.000169
0.999640148749029,0.00017355
0.987653260423967,0.11205045
0.999168827831976,0.000416596853932584
1.00703986485866,0.0105225
0.999530999965372,0.0011913
0.999227815806242,0.0010868
0.975815090821805,0.0458122
0.985751204886479,0.01142975
0.999618383384789,0.00019215
1.00127134364139,0.000644172463768116
0.99940597065947,0.000298723908296943
0.999629410155649,0.000185341128148959
1.00663673117589,0.00476885
0.999232846306455,0.0003877
0.953559842160311,0.0931899063607085
1.00250671780946,0.00149485
1.00075487059347,0.00037714067015063
1.00855004493793,0.01423308013265
1.00026305885604,0.00136775
1.00723384911909,0.0074315460591133
0.990387483099624,0.0135800370431894
0.998848571207776,0.00058705
0.993039222444062,0.004649
1.00343130780757,0.00269955
1.00006726384049,0.00296161086614173
1.01566353697428,0.01726975
1.00060826029012,0.000305716785459729
0.965304665969356,0.07569915
1.00425506925213,0.00489233002780352
0.999487897262916,0.000727644931271478
1.0018790902274,0.0023899
0.999592440862343,0.0002038
1.00248662318449,0.00345692870718856
1.000814114421,0.0009303
1.00156325794256,0.00079375
0.998345032833563,0.00555455942622951
1.02990658953835,0.0514015
0.979613742603492,0.0325944519061584
1.26770511449239,0.5000554
1.00065591740176,0.000331673627998685
1.00086965621048,0.00043905
1.00305823979244,0.0015324
0.99519257052249,0.0024886
0.997422544580486,0.0029523
1.00237506348532,0.00118754542694036
0.998719148223887,0.000620769109947644
1.00138842625762,0.0006976
0.998262680513743,0.00084405
0.998072997157404,0.0289741202888087
1.06331453722255,0.03590005
1.00265352857373,0.00134085
1.01593097839954,0.00803075
0.999085788364663,0.00046055
0.983763410247962,0.01706915
1.04825774646461,0.0703541
1.00208565496725,0.00231615
1.0006203662208,0.00031025
0.999265173560301,0.00036981496886675
0.999725606333209,0.00237963594019551
0.994685991506476,0.0027584
0.999729393552192,0.0001364
0.999431627099566,0.00084275
0.999326401380985,0.0011121
1.00213057604456,0.0010716
1.00059245184963,0.000295779309842749
1.19067341718125,0.20078705
1.00021431721183,0.00069035
0.999687320332648,0.00124945
0.996625651114964,0.01182105
0.999243562344669,0.000382825388601036
0.997958445278603,0.000999711645781119
1.00121695690957,0.000611
0.995542454501912,0.0036266315100922
0.998633551594809,0.00068715
0.999268673908843,0.00247415
1.00321301728371,0.0016168
0.996491791918603,0.00610342432671864
1.00191314757865,0.00295791619380183
1.03044201568205,0.03875345
1.00044092759418,0.000219145569620253
1.00076391798261,0.0015434
0.998155386216781,0.00175665
0.997712345912558,0.0011519
1.00003763075995,1.875e-05
1.01971694845089,0.00992985
0.986853055559204,0.0160832
0.999374708333734,0.00465428785575049
0.998605999992057,0.0007045
0.996336355667722,0.00185835
0.998117851299874,0.000950974976392823
0.999288906561139,0.0003587
1.0014553108522,0.0007346
1.00137458382443,0.000690615373134328
0.99970792509284,0.0001467
1.09246904715385,0.0541744
0.999569884888444,0.000215181576086957
0.997688486760122,0.0011784
1.00047882306628,0.0021101
1.00097320750843,0.0004867
0.99841720895403,0.0007984
1.00096763326573,0.0004849
0.997918205498201,0.00271095
0.993032953310341,0.00351173084274544
1.00166956425724,0.00083995
0.990980081431954,0.0264732
1.00175899068819,0.00274285
0.996754301023328,0.0016432
0.998454119708346,0.00355585
1.00008494197586,0.000677220062298108
1.00223265876754,0.0024373
0.990796559400642,0.0316046903660714
0.944503136413517,0.03105795
0.999560590270782,0.000219765353107345
0.999062975094301,0.00047465
0.999199358833881,0.000403083935112507
1.00093653321509,0.00552135
1.00255547128503,0.00130342044581091
0.976830860291767,0.02328975
1.00118945544248,0.00059315
0.995865875714915,0.00211961228799468
0.992350009993042,0.00390560978112175
0.993557847787482,0.0451865
1.00669333520162,0.0033804
0.998033105364755,0.0009991
0.999861115755091,0.0027066
0.965575952030238,0.0197039570767717
1.03482764920987,0.05116385
0.997317354062281,0.00136145
0.99002700477943,0.0259621531569966
0.982491688503266,0.0112727
0.96168333858677,0.0213204
1.00094266598123,0.00159295
1.00328953152165,0.003746088491006
0.998889727396967,0.00056295
0.996761515887622,0.00163895
1.05703887461353,0.04866225
1.00536947718206,0.0027433
0.999884757420103,5.78e-05
0.997833196743142,0.00109444734708917
1.00094299581754,0.00047285
1.00218439095968,0.00243085
0.99829771765409,0.0008613
1.00294528827034,0.0014868
1.04659767977662,0.04825265
1.00653567833886,0.00330238317261331
1.01007501575655,0.02839215
0.998425660034602,0.0007941
1.00111907464556,0.00134495
1.00075284459266,0.000374692725430598
1.14882877482441,0.299655
0.996619211956857,0.00172
1.00378413180718,0.00368195
0.997025805107988,0.00614585
0.999812556225685,9.405e-05
0.999666158860438,0.000763376984460311
1.03286135982395,0.0311969489025696
1.0002146996806,0.000478030586992606
1.00020559275889,0.00010275
0.995857872257996,0.0050266
1.00048461082546,0.0002425
1.02551718125356,0.040744
1.00175390256306,0.000891322990886495
1.0064210518081,0.00510745
0.991719364322953,0.00527925
0.995501459268169,0.00231175
0.996447866333763,0.00295025
0.9996683429989,0.0014515
1.00741673659348,0.00823575
0.986061467056322,0.00728525
0.981497145431673,0.00964805
0.997758968589981,0.0040952
1.00201851217136,0.0010171
0.99946783987888,0.00179544352806415
0.999965722878901,0.000539
0.995586061031553,0.03011805
0.990686927374469,0.00482745
0.992980675554644,0.00703925
1.01314646015452,0.0095739
1.00094255649862,0.00047155
0.989180285662273,0.00857955
1.00222893031826,0.00113429388458226
0.999293550769695,0.0218149
1.062908011921,0.07195615
0.993684522296954,0.00889555
1.00732942752608,0.008279
1.04833259932427,0.14139605
1.00235378627852,0.00118635
1.00052727390793,0.00266715
0.99436910905312,0.00289930784530387
1.00130003757966,0.00143660976087809
1.0012097766935,0.000603338408479139
1.07814242597624,0.0399484858497724
1.00209850410485,0.0010672875
0.998817581683535,0.00118386920080142
1.00301103479351,0.0015160233778626
0.938837920706909,0.0552703114114114
0.996776438678542,0.00163716817180617
1.00074606478373,0.000373323460350155
1.00466887330098,0.0024044
1.00276992516518,0.0014004
0.99121743035918,0.019415275
0.998139792208642,0.000937665444287729
1.00195725968888,0.000983662699868938
1.06919525918233,0.11927535
0.998405763869219,0.00511313480961924
0.985789412753615,0.0104349872689551
1.00350564612302,0.0017944
0.998836101713609,0.0262470043664065
0.999044676606786,0.00048255
0.997563162121667,0.00123155
0.997080430665964,0.00149155
0.987008942575946,0.01474335
1.00025954447148,0.00012945
0.998839003561323,0.000583173393144081
1.00234925878266,0.00118275
1.00156059052486,0.00188125
0.950328504759554,0.04702855
0.99982705614387,8.72342037073949e-05
0.986709714592262,0.00708955
0.996412602557704,0.0081809
0.995352230830754,0.00236914271155034
1.01717121365951,0.0268451671963678
0.998040837586178,0.00376095
0.994204280664313,0.0057789
0.998718007290619,0.0006507
0.994770004359961,0.0026502
0.99409213227542,0.0262694122359899
1.00003885319116,0.0025725
0.998726177741313,0.000645654847396768
1.00052303356487,0.00087085
0.98231247547259,0.0270523549141966
0.999662452882976,0.0007646
0.998493210031466,0.0007596
0.99989348004708,0.00210105
0.998546517925823,0.00073265
1.02285469607672,0.09904915
1.0007796128721,0.000388061727349704
0.997039961674818,0.00150531075164194
1.00121928130848,0.00061217341576507
1.00144534548828,0.00139322538204635
0.995875265294491,0.00210445
0.998347561436821,0.00083585
0.998968092199255,0.00194085
0.906612151230937,0.0647897
0.997688013635916,0.0011683
0.996103985173835,0.0019861
0.999167909503655,0.00042125
1.00084315997631,0.00277241867831786
0.998790338464381,0.000610545308015014
0.991333983490996,0.00458462195523371
1.00209098434238,0.00106342663934426
1.00004277460494,0.0012527
1.0050065574319,0.00255087463312369
1.00019219939978,0.0007316
1.0007806742821,0.000394982522766906
1.00056930774183,0.00028465
0.945311895494387,0.0462817
0.99824815946872,0.0008888
0.982533290458768,0.0146161273916293
1.00014663901029,7.32670121334681e-05
0.995203028537787,0.0058085
1.00018758527186,9.31264992860543e-05
0.998166692810789,0.0009333
1.02480917948481,0.05834915
0.999384422019637,0.000312912513034411
0.998711398876966,0.0006505
1.00203962869145,0.00101975629046369
0.984839150214321,0.0301012
1.01417775814561,0.0116945
0.99878645265684,0.000615725
1.03133152028432,0.0874724
1.00126837650394,0.0006394
0.91140358746285,0.12495535
0.996754420525005,0.00166038254799302
0.999840593785161,0.0009044
1.00203652338075,0.00102333147482014
1.0009157436983,0.0004609
1.00098807411974,0.0004977
0.999970545291559,0.0014672
0.996529227654876,0.00336835
1.01832147208719,0.0139075
1.00269364218824,0.00135752431952663
0.999097351243941,0.0004526
0.999647655292313,0.00017695
