"gene.name","SRR975587.metastasized_cancer","SRR975588.metastasized_cancer","SRR975589.metastasized_cancer","SRR975591.metastasized_cancer","SRR975593.metastasized_cancer","SRR975598.metastasized_cancer","SRR975599.metastasized_cancer","SRR975601.metastasized_cancer","SRR975603.metastasized_cancer","SRR975604.metastasized_cancer","SRR975569.normal_colon","SRR975572.normal_colon","SRR975574.normal_colon","SRR975575.normal_colon","SRR975576.normal_colon","SRR975577.normal_colon","SRR975580.normal_colon","SRR975582.normal_colon","SRR975585.normal_colon","SRR975586.normal_colon","metastasized_cancer.average","normal_colon.average","metastasized_cancer.normal_colon.average","fc","log2FC","pval","qval"
"RAD54L",2.81255631387402,8.44297153627007,6.75165064594483,4.99135624298065,4.44421251033347,2.71731209938246,2.47112261630301,3.25589502840675,4.40395405351997,4.21903498592013,9.67824137818032,9.06306317587485,10.8563269822972,9.00537772161383,6.79451597562783,12.4174423985179,9.51821471395636,10.0112275076986,10.2137993799918,7.8434406032112,4.45100660329354,9.54016498369699,6.99558579349527,2.01701175813562,1.01221949414151,1.91059608467548e-06,0.00038363357313202
"ATPAF1",3.32870514124606,3.23856594471609,5.03543154132492,4.18731470544164,3.38435974384858,2.58453480141956,2.52141499944795,3.32550302705047,3.20370997807571,4.85242726317035,13.5729218549685,14.4222395134069,15.069288294795,2.98448570410095,10.6199120623817,19.1849516481073,17.3274714589117,13.5090110149054,3.26121237925868,18.9778550391956,3.56619671457413,12.8929348970032,8.22956580578864,2.72561283524279,1.44658064638954,0.000126436324530133,0.00260038746932657
"ACSM2B",10.2335380258985,0,1.99070528294574,10.5471930051092,2.20413522251586,2.05947308897111,0.58729151744186,31.1763452831219,8.08884818287526,10.531129918957,0.0123413479563073,0,0,0,0.0131078606412967,0,0,0.00706956747709655,0,0.00889080655391121,7.74186595278365,0.00414095826286117,3.87300345552326,0.187387315970088,-2.41590479293809,0.00011379992498195,0.00244232741786551
"ACSM5",5.92882439979381,0.055496190790378,1.28145371333333,7.23601410982818,1.46513594302405,1.15519137298969,0.368005657319588,11.8734398051546,6.48904011058419,6.18582490412371,0.0300257250171821,0.067675455532646,0.0371066861168385,0.0839344758762886,0.0666721918213058,0.0371958226804124,0.0197285189690722,0.0458661512714777,0.0628279356701031,0.0122241748453608,4.20384262069416,0.0463257137800687,2.12508416723711,0.273681320292373,-1.86943112580825,0.000149782983873026,0.00287455854156318
"ERN2",3.05073186333498,12.2398876210787,3.16984259673429,1.50488268490846,4.83785011707076,7.89714813260762,3.17709929727857,2.14972491044038,1.93658395616032,3.73019301177635,11.0923240541316,12.2780480104899,11.9982193074715,13.6578965738743,17.9787262526472,10.1522903097477,7.9793283805047,12.5033683996042,15.4138026464127,17.8324544778822,4.36939441913904,13.0886458412766,8.72902013020782,2.92391997447539,1.54790382633569,1.85410669214514e-05,0.000918903426546658
"AQP8",0.559390649727768,174.801995633394,0.310559526315789,0.335734838475499,0.213489471869328,33.339527969147,2.38322764972777,0.135985676950998,0.335585963702359,0.0705925117967332,77.2110000471869,152.58977538657,119.580929348457,199.937865132486,146.85476738294,345.592779573503,227.989648693285,303.361238306715,118.197227393829,12.016463353902,21.2486089891107,170.333169461887,95.7908892254991,41.3720431633655,5.37058430188919,2.3253497661635e-05,0.00103542019912245
"ZKSCAN2",0.068042,6.227182,0.040349,0.036825,0.045612,2.066724,0.166924,0.043811,0.019731,0.016988,3.447093,5.383313,4.521501,7.295491,6.362232,13.677857,8.983895,10.98454,4.729156,0.640433,0.8732188,6.6025511,3.73788495,4.65057588190038,2.21740937654739,6.5674977358432e-05,0.00177513616027885
"PRSS36",37.8599451930199,60.8197585660019,44.1516837388414,24.6670601574074,28.3606696479107,125.655266482431,25.327484668566,32.3167729197531,21.0771434432574,27.6033064817189,57.1278078810541,76.9961924610636,76.4976528466287,72.6504995527065,77.3431096056505,101.131591154796,143.493952961776,71.0557022250712,109.680395955603,111.399133333808,42.7839091298908,89.7376037978158,66.2607564638533,2.32783218037083,1.2189870542626,0.000389602203313633,0.00540647980598302
"GPT2",29.3321545816445,2.48639983391568,5.88624930980666,11.5809319128814,11.6557760430934,14.0934329208013,3.19910799277894,15.0073048024691,10.5650997377126,8.99680856184486,1.11604721872816,1.02970221569998,2.72205960540415,1.1350624847426,1.39816714838109,1.84695005287678,5.90310926927556,2.29561343675751,1.9671413312369,5.12973384043792,11.2803265696949,2.45435866035406,6.86734261502446,0.306083548466017,-1.70800259064424,0.000184227802431991,0.00328131837362243
"KIFC3",4.17275281364911,0.636312429832762,5.90246849423496,4.56247046483848,5.37534348685987,1.94831183348915,1.23432895419134,2.52262065679859,4.5687978059624,5.10278552217721,0.778353608185312,1.10264426810013,0.864252388386829,0.80643981936221,1.00154123558741,1.00347167476888,1.2576774422977,1.17106792666459,1.15180478290225,1.74436196395554,3.60261924620339,1.08816151102109,2.34539037861224,0.496952297988838,-1.00882071947364,0.000290418841440099,0.00443384634161732
