"SRR3396385.control","SRR3396386.control","SRR3396387.control"
27.8379313619675,25.487678500525,27.0434239415608
81.5726388086812,89.593051698815,85.5516570087787
252.747240527277,257.478398121731,265.583593534026
376.937061104041,370.03881561448,373.714363230521
40.6760264908621,37.8046905988648,42.1104744232875
85.1461292053839,95.2027799812272,96.0685440971635
57.484666504982,38.0892420334799,37.0022721232149
41.0730809793847,33.7803203093082,23.351781943189
11.3822286709788,11.5446582043845,12.1910038085766
32.4702337280635,35.690879941724,37.8607935181851
0,0,0.0429260697485091
73.190377384317,72.8451672614685,72.1157971774954
52.6758954773204,67.2760891840013,70.227050108561
37.8525279058131,34.5933244082085,36.5300853559813
15.926296706292,14.4714729604257,15.1529026212237
244.541447764478,259.226356934366,246.1810100077
329.599342639079,356.136445523284,366.502783512771
45.5289146839151,43.1705176516069,57.0058206260201
306.084893485468,313.453730331018,315.034425884309
76.0579931347574,80.6906568158566,77.223999477568
98.0283414996699,90.0402039532102,97.7426608173553
54.440582092976,55.8127313895068,47.8625677695877
2.51467842730926,1.74795881263568,1.67411672019186
52.9405984696687,54.9184268807165,51.3395794192169
46.8524296456568,50.1623529021496,47.6908634905937
83.690262747468,77.2353893955302,76.3654780825978
106.366485758643,100.731207853749,95.2958748416903
371.378298264726,400.079317068846,447.289646779465
92.3813443295719,100.975109083419,87.6550344264557
42.9701190912145,45.4062789235828,46.7035638863779
69.0433638375263,69.6744512757572,68.7675637371117
72.3080340764892,86.6662369427739,61.5130579496136
113.072294898134,114.59292774,119.463252110101
81.7049903048554,72.2354141872932,70.7850890152916
71.9992139187495,59.5525502444483,58.4653069974695
105.572376781598,123.414022213068,116.673057576448
0.0882343307827812,0,0.128778209245527
40.5877921600794,33.6583696944732,31.8940698231423
9.30872189758342,7.72353893955302,5.45161085806066
250.056093438402,234.226480893182,257.6851967003
215.335884275378,217.92574871023,235.835827198309
22.8526916727403,23.1706168186591,21.9352216414882
52.852364138886,49.9184516724795,56.490707789038
219.21819482982,199.836407509698,207.848029722281
71.7786280917925,75.1215787383894,74.6913613624059
1053.95908120032,864.182706926093,1132.43264603542
36.1319584555489,31.6665096521674,40.6939141215867
270.791161172356,292.844076423894,280.43601366701
4.67641953148741,3.21136619065626,12.1910038085766
35.0290293207641,39.6339498213905,42.5397351207726
14.8233675715072,13.9836705010855,13.4787859010319
218.027031364252,171.869066507527,172.004761482276
915.078244548224,1024.54776543418,961.028849529623
20.8674192301278,20.7316045219581,20.6474395490329
24.6614954537874,25.7315797301951,25.1976029423749
33.1319912089344,30.8535055532671,34.8559686357894
18.3086236374271,18.1706416104221,14.5948637144931
178.100996685044,216.340390717375,180.160714734493
