"SRR3396381.amphotericin_B","SRR3396382.amphotericin_B","SRR3396384.amphotericin_B"
23.2788404153556,23.2109058518474,25.2846850177541
87.6112540577917,88.74758119824,88.6211575211085
215.619628142231,211.320543220424,205.72917234018
338.628858623372,296.500603784889,282.539720412206
39.5891776261145,46.9062898144544,39.4241470342613
117.757604877677,115.041529573103,111.826509889376
28.2779840186532,42.2817260299307,44.1234388221005
22.369905214756,28.8484693225048,24.9104051408466
19.2391284126908,17.9697335627205,17.3416342967162
35.09499802315,30.9185121593868,34.7248552464222
0,0,0.124759958969181
63.675960442003,53.424722577402,63.1701258913955
57.464903237906,62.7178936110639,64.3761388280976
50.3449108332094,56.5077651004178,48.6979706509705
18.8351572124244,15.855647261224,17.1337010317676
262.581280173208,229.73071142929,208.80658466142
358.574936636529,333.937548707224,334.023996813488
59.9897232395715,59.2384599065175,54.6448620285015
261.975323372809,267.872351785457,266.570445664151
86.853808057292,89.6284504905302,78.5571874975946
78.1179308515295,91.6104063981832,86.6249981776016
58.2728456384389,54.5698526573793,56.848954636957
2.42382720159885,2.64260787687067,1.74663942556854
54.5866084360074,58.7099383311434,53.189329173861
41.5585372274136,38.2737707500102,41.6698262957066
70.694960046633,68.9280221217099,79.3057472514097
117.808101277711,117.772224379203,124.385679092274
388.216323456082,414.052610841019,409.794878560771
108.920734871848,96.2349701827069,87.9141844202832
43.2249184285128,41.0925524853389,40.0063601761175
83.5210456550936,86.4132775736709,82.7158527965673
43.2754148285461,34.4419893285477,50.7357166474671
127.503410084106,122.176570840654,108.749097568136
64.8373776427692,70.2493260601453,62.7126727085085
34.4890412227503,33.2968592485704,38.5092406684873
100.740318066452,97.9526653026728,100.514940276171
0,0,0.0831733059794543
35.7009548235497,42.1936391007017,35.0991351233297
4.09020840269805,5.68160693527194,6.07165133650016
315.198529007917,361.993235666667,315.47634958007
248.694770164048,256.112746733382,247.939625124753
23.177847615289,18.5863420673237,20.2942866589868
48.98150803231,46.8182028852253,51.6506230132411
183.352428520946,195.993417534575,190.757977263878
77.4614776510965,78.3092800846008,74.6896287695499
3218.64053812314,3234.33182396663,3912.55548657951
35.8524440236496,30.8744686947723,37.6359209557031
340.244743424438,301.609645680172,324.542239931831
1.0604244006995,8.80869292290223,5.28150492969535
35.2464872232499,40.2997701222777,37.4695743437442
13.0785676086271,9.99786646749403,13.557248874651
191.886320126575,177.627292790323,181.692086912118
961.148478234009,849.554388949306,910.789287128014
19.7440924130239,23.2549493164619,18.6308205393978
22.4708980148226,22.2419496303281,23.163765715278
38.4277604253484,40.3878570515067,40.8380932359121
23.834300815722,22.3300365595572,19.2962069872334
231.32400855259,191.500984143894,168.134838037467
12.5231072082607,10.6585184367117,11.9353694080517
152.246646100428,150.232257800098,140.729233717237
59.7877376394382,69.104195980168,61.2987265068578
4.69616520309777,5.1530853598978,2.95265236227063
111.193072873347,129.928220612808,121.349853424024
97.2560664641537,98.5252303426614,98.5187809326636
102.810670467818,112.046573979316,108.333231038239
101.598756867018,89.3641897028431,91.2827033124511
16.8657976111253,12.3321700920631,10.6877698183599
1.16141720076611,0.924912756904734,1.03966632474318
0.252482000166547,0.264260787687067,0.706973100825361
47.2141340311442,49.6810280851686,44.3729587400389
260.258445771676,239.332186715254,237.917241754229
100.083864866019,106.497097437888,104.049805780297
784.663560117593,855.147908955348,846.662668217855
31.3077680206518,27.659295777913,29.9839768055933
0.0504964000333093,0.132130393843533,0
14.0884956092933,10.2180837905666,10.7293564713496
134.471913288703,124.114483283692,125.716451987945
1.46439560096597,1.93791244303849,1.45553285464045
27.7730200183201,27.5271653840695,26.2827646895076
3.13077680206518,2.99495559378676,3.61803881010626
185.927744922645,180.402031061038,183.355553031707
7.97843120526287,5.24117228912683,6.52910451938716
22.9253656151224,25.765426799489,26.7402178723946
64.6858884426692,75.8428460661882,70.0735102876902
69.0790752455671,66.4615881032973,62.0056996076832
69.6850320459668,72.8038470077869,77.5591078258411
252.027532566247,226.60362544166,251.141797404962
172.899673714051,185.467029491706,184.35363270346
33.5801060221507,22.2419496303281,31.9801361491002
79.4308372523955,76.5034980354059,77.0600679899644
95.0342248626881,95.3981443550311,100.348593664212
39.6396740261478,49.0203761159509,48.6979706509705
1.00992800066619,1.5855647261224,1.03966632474318
124.170647681908,130.192481400495,132.869356302178
21.6629556142897,20.0397763996026,21.9993394315657
176.434421716383,168.950730261265,191.464950364704
687.10451525324,729.844252127064,622.884888480133
95.337203262888,130.897176834327,157.280721607148
5.60510040369733,6.56247622756216,4.4497718699008
58.3233420384723,61.0001984910979,61.3403131598475
0,0,0
79.3298444523289,75.5785852785011,90.6589035176052
834.20052855027,895.183418289939,1068.65222187702
59.8382340394715,64.2594148725718,59.0946338984023
24.2382720159885,28.7163389286613,27.7798841971377
64.2819172424028,68.3995005463358,65.998018294697
73.7247440486316,72.2753254324128,75.2302552584164
45.8507312302449,34.7062501162348,50.7357166474671
18.2292004120247,18.0578204919496,19.5457269051718
95.2362104628214,81.5244530014601,111.701749930407
26.9145812177539,25.1488182948859,26.9897377903329
4.898150803231,3.87582488607698,6.23799794845907
72.159355647599,72.5395862200999,68.7843240450087
67.9681544448343,52.2355490328102,62.7542593614983
24.4402576161217,27.0867307379244,25.451031629713
112.404986474147,113.896399493126,109.580830627931
64.6353920426359,71.3944561401226,70.7388967355259
1.56538840103259,3.30325984608834,3.49327885113708
295.10096179466,268.048525643915,269.024058190545
0,0,0.332693223917817
131.139150886504,146.752824095551,125.425345417017
1.91886320126575,4.14008567376405,3.03582566825008
72.2603484476656,69.5005871616986,75.3966018703753
11.917150407861,13.697517495113,10.6461831653701
199.864751331838,182.339943504076,176.452168635412
52.2637740344751,60.7359377034109,58.8867006334536
62.8680180414701,55.0543307681389,56.8073679839673
189.159514524777,177.627292790323,176.285822023453
43.5278968287126,43.514943039137,50.2782634645801
