"gene.name","SRR3396381.amphotericin_B","SRR3396382.amphotericin_B","SRR3396384.amphotericin_B","SRR3396385.control","SRR3396386.control","SRR3396387.control","amphotericin_B.average","control.average","amphotericin_B.control.average","fc","log2FC","pval","qval"
"RTK1",77.457031,81.603012,79.655479,53.250259,55.141544,53.551552,79.5718406666667,53.9811183333333,66.7764795,0.682082036249156,-0.551982827526219,0.000357513348878791,0.0184047181931301
"tA(AGC)D",0,1.064509,0.464896,0,0.15597,1.166866,0.509801666666667,0.440945333333333,0.4753735,0.892956986764127,-0.163337411675958,0.616505866780223,0.730021232727058
"YDL023C",240.049088,268.099945,276.889984,183.192261,243.056824,340.835175,261.679672333333,255.694753333333,258.687212833333,0.92207874938836,-0.11703812677019,0.575817257971382,0.697377468120257
"GPD1",642.616272,657.360718,571.825745,594.931274,592.414124,677.114441,623.934245,621.486613,622.710429,0.985342490203624,-0.0213028240889451,0.646546908477211,0.755495126195877
"GPM2",72.03698,80.337753,79.171394,71.249542,63.39011,69.768684,77.1820423333333,68.136112,72.6590771666667,0.882885090835225,-0.179702414284201,0.112777024187624,0.224382585743316
"RPN4",103.80172,97.917175,94.557487,81.134239,95.480576,97.082138,98.758794,91.2323176666667,94.9955558333333,0.915337178684986,-0.127624814429763,0.213721427284537,0.349560063504618
"OSH2",46.669182,45.129303,42.287521,33.39642,32.895237,33.515186,44.6953353333333,33.2689476666667,38.9821415,0.749015449086423,-0.416932619073151,0.00265486286091221,0.0329509861563657
"ERP3",54.505146,68.153992,54.22694,79.688126,67.476875,65.872017,58.962026,71.0123393333333,64.9871826666667,1.20424215704921,0.268125528016187,0.189315822747683,0.321436802773797
"CDC7",12.144866,14.312494,15.263548,15.048592,15.821112,14.776073,13.9069693333333,15.215259,14.5611141666667,1.09469145031905,0.130524289166462,0.313784620929879,0.461271854082151
"YDL016C",104.84687,32.342186,91.987518,37.240479,85.890121,29.404064,76.3921913333333,50.844888,63.6185396666667,0.714468895452135,-0.485056890219521,0.505718940853589,0.639434457418267
"TSC13",312.837769,350.735107,326.607635,317.668823,300.711731,306.071899,330.060170333333,308.150817666667,319.105494,0.933517873142407,-0.0992504503179743,0.201997216269196,0.336757062267653
"PAU7",23.762709,21.141058,17.139143,17.782045,11.767827,14.914373,20.68097,14.821415,17.7511925,0.725016848226859,-0.463913573455089,0.149226719375929,0.271729126468964
"tT(AGU)D",2.548849,1.868634,0.624704,2.982844,4.161572,0.462343,1.680729,2.53558633333333,2.10815766666667,1.27403067828783,0.349400017689058,0.629087180270537,0.74034221962426
"RPT2",253.312225,300.422363,276.890656,282.084869,256.272308,270.851257,276.875081333333,269.736144666667,273.305613,0.973855536966164,-0.0382203180213301,0.707223906584355,0.801818971352957
"PTC1",47.856449,50.070084,49.291458,45.238895,49.821297,48.387417,49.0726636666667,47.8158696666667,48.4442666666667,0.971822464808594,-0.0412353124698725,0.440833176472352,0.585382185058939
