"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031093","GO:0031093","platelet alpha granule lumen","6/143","67/18698",1.22474236019666e-05,0.00313534044210346,0.00296516571416035,"1675/7040/2162/374354/3481/7450",6
"GO:0031091","GO:0031091","platelet alpha granule","6/143","90/18698",6.61635570332994e-05,0.00846893530026232,0.00800927269350466,"1675/7040/2162/374354/3481/7450",6
