"SRR3396385.control","SRR3396386.control","SRR3396387.control"
636.090738929077,579.455017908028,615.797089672588
1863.91723657665,2036.87218416155,1948.06920590074
5775.22003696463,5853.69710275829,6047.51840286397
8612.93070271004,8412.72572251479,8509.72930585643
929.438448958176,859.478734696117,958.88403963303
1945.57072287341,2164.40773834227,2187.54585188453
1313.51225487256,865.9479294734,842.566811583763
938.511058546705,767.985837131692,531.73589965379
260.08147487116,262.46447382118,277.597418201611
741.937850795247,811.421859207732,862.115925541623
1672.38436748548,1656.11386298435,1642.12557246023
1203.63287207816,1529.5024794861,1599.11752175294
864.922114106415,786.469250781071,831.81479890694
363.912451273212,329.004762958944,345.041861356228
5587.7194388017,5893.43644210445,5605.70842741634
7531.27402621099,8096.65934911041,8345.51674861041
1040.32589948464,981.469264782018,1298.0611668019
6993.97392502367,7126.28013251802,7173.5473668367
1737.9087700693,1834.47880470085,1758.4428005095
2239.92650063456,2047.03806166871,2225.66662410235
1243.95558136051,1268.88634702986,1089.86310315069
57.4598607273493,39.7393393461646,38.1207722178269
1209.68127847051,1248.55459201554,1169.03701468002
1070.5679314464,1140.42662216668,1085.95328035912
1912.30448771547,1755.92429669099,1738.89368655164
2430.45130199367,2290.09495115804,2169.95164932245
8485.91416847063,9095.68785685934,10185.088372045
2110.89383093104,2295.63997525286,1995.9645350975
981.857971025231,1032.29865231781,1063.47179930758
1577.62600067196,1584.02854975177,1565.88402802458
1652.22301284431,1970.33189502379,1400.69401508066
2583.6775972666,2605.23715387995,2720.25920723621
1866.94143977282,1642.25130274731,1611.82444582555
1645.1665387199,1353.910049817,1331.29466053026
2412.30608281661,2805.78219197571,2656.72458687317
927.422313494058,765.213325084285,726.249583534497
212.702291464398,175.592429669099,124.136873632411
5713.72790530905,5325.07147238605,5867.66655445166
4920.3786001788,4954.47902871601,5370.14160422412
522.179085206437,526.777289007298,499.479861623321
1207.66514300639,1134.88159807186,1286.33169842718
5009.08856059997,4543.22307501733,4732.84048919789
1640.1262000596,1707.86742120261,1700.77291433381
24082.7381188838,19646.9445386073,25786.2587661151
825.607472556124,719.928961643307,926.628001602561
6187.51973937666,6657.72559650627,6385.71807433495
106.855179598228,73.0094839150465,277.597418201611
800.405779254655,901.06641540722,968.65859661196
338.710757971743,317.914714769317,306.921089138401
4981.87073183439,3907.39364547869,3916.66498145724
20909.3408983628,23292.7978809473,21883.2781644284
476.816037263793,471.327048059161,470.156190686531
563.509862220846,585.000042002841,573.766494663189
757.058866776128,701.445547993928,793.694026689113
418.348108804385,413.104295063618,332.334937283619
4069.56943432121,4918.43637209972,4102.38156405691
343.751096632037,300.355471802407,317.673101815224
2480.85468859661,2758.6494871698,2916.7278025127
1409.27868941815,1503.62570037697,1456.40898986057
68.5486057799956,71.1611425501087,79.1739115293327
3070.57431185098,2675.47412574759,3022.29301788515
1978.83695803134,2007.29872232255,2138.67306698988
2685.49243820453,2336.30348528149,2262.80994062229
3045.37261854951,3325.16611552326,3021.31556218725
311.492929206157,286.492911565372,296.169076461578
6.04840639235255,22.1800963792546,24.4363924473249
17.1371514449989,11.0900481896273,24.4363924473249
1076.61633783875,1028.60196958793,1079.11109047387
3980.85947390004,4385.18988831514,4181.55547558624
2013.11126092134,2055.35559781093,2107.3944846573
16742.9969617639,16055.617266533,17623.5262330107
806.454185647007,887.203855170186,770.235089939681
369.960857665565,411.25595369868,380.230266480376
3631.05997087565,3827.91496678636,3425.00476541706
39.3146415502916,23.1042670617236,18.5716582599669
589.719623254374,703.293889358866,632.413836536769
67.5405380479369,57.2985823130745,77.2190001335467
4348.80419610149,4336.20884214428,4723.06593221896
122.984263311169,138.625602370342,144.663443288164
650.2036871779,561.895774941118,611.887266881016
2176.41823351486,1610.82949954337,1469.11591393317
1306.45578074815,1364.07592732416,1439.79224299638
2185.49084310339,2096.94327852203,2008.67145917011
5025.21764431291,5808.41273931731,6364.2140489813
3706.66505078006,3491.51683836767,3931.32681692563
978.833767829055,1100.68728282051,757.528165867072
1701.61833171519,1659.81054571422,1690.99835735488
2433.47550518984,2295.63997525286,2420.18030798306
1191.53605929345,1349.28919640466,1088.8856474528
37.2985060861741,21.2559256967857,24.4363924473249
2801.42022739129,2925.92438069668,3172.82119536067
475.807969531734,605.331797017158,424.215772885561
4041.34353782357,4685.54536011754,4567.65047625397
9367.97343402205,8982.01486291566,10883.9691960385
873.994723694944,673.72042751986,804.446039365936
97.7825700096996,57.2985823130745,54.7375190820078
1304.43964528403,1304.00483296368,1197.38322991892
1361.89950601138,1127.48823261211,1270.6924072609
9759.10371406085,9613.22343904195,9711.02235856692
1179.43924650875,1233.76786109604,1279.48950854193
591.735758718492,593.317578145062,625.571646651518
1556.45657829872,1539.66835699326,1463.25117974582
1681.45697707401,1845.56885289048,1632.3510154813
1788.31215667224,1898.24658179121,1514.07887603625
484.880579120263,412.180124381149,377.297899386697
3339.72839631067,3619.05239254838,2703.64246037203
472.783766335558,513.838899452733,567.901760475831
144.153685684403,113.67299394368,99.7004811850857
1528.23068180108,1558.15177064264,1540.47017987936
818.550998431712,1047.08538323731,765.347811450216
663.308567694664,542.48819060927,535.645722445362
2801.42022739129,2734.6210494256,2697.77772618467
2114.92610185928,1979.57360184848,1884.5345855377
72.5808767082307,61.9194357254192,56.6924304777938
4656.26485437941,4945.23732189132,5346.68266747469
2315.53158053897,2388.05704349975,2681.16097932049
47.3791834067617,49.9052168533229,44.9629621030778
1248.9959200208,1503.62570037697,1690.02090165699
287.299303636746,294.810447707593,267.822861222681
4363.92521208237,4257.65433413442,4644.86947638752
1222.78615898727,1168.15174264074,1252.12074900093
1328.63327085344,1260.56881088764,1480.84538230789
6009.09175080226,6130.94830749897,6235.18989685943
958.67241318788,1035.99533504769,1090.84055884858
152.218227540873,110.900481896273,158.347823058665
1766.13466656695,1646.87215615966,1539.49272418147
226.815239713221,182.985795128851,196.468595276492
2620.97610335277,2274.38404955607,2067.31880104369
669.356974087016,687.582987756894,565.946849080045
379.033467254093,437.13273280781,376.320443688804
1576.6179329399,1210.66359403432,1377.23507833123
2777.22660182188,2123.74422831363,1772.12718028
1660.28755470078,1189.40766833753,1375.28016693545
11.0887450526464,19.4075843318478,16.6167468641809
31125.0992950462,35212.7513434317,32766.269904769
443.549802105854,438.981074172748,415.418671604524
1098.79382794405,988.86263024177,1020.46374860029
34.2743028899978,12.9383895545652,28.3462152388969
12830.6860936439,13876.4227972712,13006.0255161642
1077.62440557081,1179.24179083037,1304.90335668715
1559.4807814949,1450.02380079377,1477.91301521421
730.8491057426,754.123276894658,747.753608888142
2121.98257598369,2204.14707768843,2148.44762396881
3171.38108505686,3105.21349309565,3277.40895503522
64.5163348517606,66.5402891377639,80.1513672272257
96.7745022776409,114.597164626149,161.280190152344
42.3388447464679,26.8009497915994,43.9855064051849
759.075002240246,814.194371255139,804.446039365936
1633.06972593519,1518.41243129647,1595.20769896137
1532.26295272931,1519.33660197894,1670.47178769913
488.912850048498,351.184859338199,362.636063918302
28.2258964976453,16.635072284441,36.1658608220409
6280.26197072607,5799.17103249262,6027.96928890611
2768.15399223335,2073.83901146031,1781.90173725893
2437.50777611808,2568.27032658119,2516.94842207447
558.469523560553,647.843648410729,544.442823726399
88.7099604211708,118.293847356025,81.1288229251187
1361.89950601138,1359.45507391182,1358.66342007127
8.06454185647007,8.31753614222049,10.752012676823
126.008466507345,92.4170682468943,110.452493861909
29.233964229704,41.5876807111025,30.3011266346829
1285.28635837492,1328.03327070787,1322.49755924922
1288.31056157109,1330.80578275528,1279.48950854193
17.1371514449989,27.7251204740683,24.4363924473249
707.663547905249,962.985851132639,898.281786363664
4041.34353782357,4345.45054896897,4232.38317187668
764.115340900539,774.455031908975,695.948456899814
881.051197819355,1088.67306394842,899.259242061557
2179.44243671104,2216.16129656053,2212.95970002974
