"baseMean","log2FC","lfcSE","stat","pval","padj"
577.491022778633,-0.163763552175855,0.109276348832397,-1.49861844695258,0.133972644351131,0.252169836749025
1979.90716410112,0.0440066636066012,0.0768920318276588,0.572317606396916,0.567106823962931,0.716916424026012
5345.81897763735,-0.296068478430301,0.0645937492529055,-4.58354688889627,4.57154311537293e-06,3.85442742133326e-05
7736.66551355159,-0.290303980329222,0.0860700061834139,-3.37288206661202,0.000743858056875643,0.00341377715387572
935.517757855124,0.0609412337295788,0.110393082616947,0.552038518038661,0.580921963599273,0.727357904261161
2356.76872567959,0.316263485629197,0.0822594030138496,3.84470922522923,0.000120695469244941,0.000695602874660006
938.672803339249,-0.210325294058602,0.203340986741475,-1.03434775953953,0.300973617060323,0.46021505702547
661.759690448003,-0.368990266866023,0.194287961995135,-1.89919263693375,0.057539152497187,0.12952665331654
340.270058833397,0.632638792964048,0.129499635173861,4.88525540720397,1.03294864915053e-06,9.85918937614241e-06
784.731581502857,-0.0756580041014577,0.110801873482784,-0.682822426402502,0.494719056782031,0.65337943186344
1512.32702932788,-0.276922573519389,0.0983274196067493,-2.81633113761058,0.0048575571060272,0.0170233885198455
1422.10250158728,-0.0444712544479101,0.123419542019247,-0.360325874819525,0.718603451760279,0.828716860855006
1003.81143009526,0.511784401864491,0.101654631073965,5.03454093982313,4.78995304406963e-07,4.88068783741544e-06
369.58538953676,0.183621046526564,0.132866705941617,1.38199442234422,0.166973413716881,0.298231278708221
5507.10132922172,-0.0991602694410296,0.0970473949766555,-1.02177157320794,0.306889026617979,0.466586975394864
7889.38656696105,-0.0373845845794514,0.0747654698139216,-0.50002473966251,0.617057657604985,0.756871134066139
1212.7909465101,0.253140704717335,0.123203582753677,2.05465376135565,0.0399124590068463,0.0965327825195212
6569.85395177707,-0.232375886606185,0.0599136864766825,-3.87851090913297,0.000105097814489401,0.000614383938283029
1855.76457616483,0.122174685957418,0.086115485787283,1.4187307293279,0.155977534721573,0.283257815606646
2057.75246555369,-0.158099790527731,0.0925580351673385,-1.70811524079889,0.0876149614894105,0.181156203151079
1244.13689457248,0.0999682292076622,0.0971840344568637,1.02864868459473,0.303644791696122,0.463482448213681
48.387897055795,0.195347095015832,0.341446047181226,0.572117020034352,0.567242699216202,0.716957575566708
1235.99108164281,0.0627057372246934,0.0879859495330852,0.712678985195407,0.476044423294005,0.638034487444998
1010.39806216412,-0.254016724709737,0.0922831561456166,-2.75257950983943,0.00591277865653723,0.019973534258915
1731.70354328295,-0.117271987048284,0.0945447012337885,-1.24038666914073,0.214832409354881,0.358260535571621
2513.86794928534,0.249994051078859,0.0806807462804231,3.09855898221307,0.00194464257258042,0.00784983991340053
9225.2054300387,-0.00944732205836672,0.0873142807204896,-0.108199048087099,0.913837800040608,0.950265322116257
2178.67751174168,0.0582405861470324,0.105943314294119,0.549733473368085,0.582502194315243,0.728285175919545
984.506627813743,-0.122120234902387,0.091696935158862,-1.33178098799941,0.182932167129012,0.318616041091419
1746.21793101817,0.28241904399075,0.0740779358071084,3.81245833747502,0.000137591427321254,0.00078193850465371
1324.60283338726,-0.78044232066495,0.163851857527016,-4.763097180856,1.90643969670744e-06,1.71135641079598e-05
2677.64905570154,0.0439916331115786,0.0871833550861234,0.504587522103523,0.613848575665492,0.754560720379601
1603.7045388889,-0.185913678543935,0.0972180861903694,-1.91233633400152,0.0558330683219545,0.126983173086215
1124.96621202138,-0.839096004302477,0.119702310623392,-7.00985636728804,2.38562904215691e-12,6.10844277620914e-11
2447.42639650823,-0.209901081043014,0.0856134293509119,-2.45173079310575,0.0142170981795928,0.0418018831644892
831.673687424306,0.0886154892245498,0.131806912570477,0.672312912095312,0.501384511367992,0.658797031695228
145.502417672386,-0.503295439114974,0.256383849563541,-1.96305438104533,0.0496398555057197,0.115665197231091
6582.57037627907,0.418153900605754,0.0857948958537064,4.87387852674559,1.09428291001927e-06,1.03874543264346e-05
5396.00827521764,0.168305468113888,0.0703197941080879,2.39342947812371,0.016691689800857,0.0469491834325686
493.489800269518,-0.134264760062926,0.126253035742869,-1.0634576766643,0.287574448745767,0.445717913747348
1164.15534890688,-0.112353493924995,0.095855093315965,-1.17211814248249,0.241149626918049,0.390409764555311
4543.26415571983,-0.138586286349518,0.0739265665135252,-1.87464794978896,0.0608411719638689,0.13555880759481
1715.59123163643,0.054670326553134,0.0759421136798827,0.719894718542925,0.471589820073816,0.634301562607522
50909.6045131232,1.76304290979723,0.120438768305487,14.6384999996459,1.59549416698047e-48,2.2142268049355e-46
807.954992127688,-0.0571989669441997,0.132374948170436,-0.432098125323188,0.665670097151509,0.792567742644874
6871.07704126803,0.193601675730856,0.0773574845517856,2.50268835462524,0.0123254021843253,0.0371690420499927
133.668953191135,-0.408035642129557,0.932632417092999,-0.437509606841029,0.661741810515721,0.789516235070253
873.67152900614,-0.053729984598228,0.112708410916651,-0.476716725586364,0.6335638511568,0.768583839716265
299.582977154676,-0.208631104398823,0.162139268290701,-1.28674013764985,0.198184878102911,0.338054294286161
4225.16693279721,-0.029661040337415,0.110060843687882,-0.269496756008247,0.78754743823781,0.876387564009704
21337.8840577979,-0.0934825725641929,0.0797597075697368,-1.17205259914547,0.241175938997985,0.390409764555311
470.106465004157,-0.0162081129479269,0.127686870781226,-0.126936409740179,0.898990728910836,0.943350008184027
544.518498225427,-0.156766136993204,0.104623755101636,-1.49837995052763,0.13403456248224,0.252187046926318
829.227976101214,0.274796692568841,0.0992444194626699,2.7688881053126,0.00562479491478333,0.0191701630224369
